VRM,mileage,CAP ID,Reg Date,Clean,Retail,ValuationDate,Mileage10000,CAPMan,CAPRange,CAPMod,CAPDer,ModIntroduced,ModDiscontinued,CAP Code
PL73MBX,0,101148,2023-12-20,17900,20000,16/01/2024,,MG MOTOR UK,MG4,MG4 HATCHBACK,125kW SE EV 51kWh 5dr Auto,2022,0,NM4 00SEE5HE A      
LR66UFD,78000,75017,2016-10-13,8550,10950,19/12/2023,,MERCEDES-BENZ,C CLASS,C CLASS DIESEL ESTATE,C220d SE Executive Edition 5dr,2014,2018,MECC21EES5EDTM  5   
WP20JYD,43000,83629,2020-07-31,10450,12450,01/11/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost 125 Titanium 5dr,2018,2022,FOFO10T255HPTM  6   
DC19LDD,28000,79317,2019-03-03,8350,10400,23/11/2023,,VAUXHALL,CROSSLAND X,CROSSLAND X HATCHBACK,1.2T [130] Tech Line Nav 5dr [Start Stop],2017,2020,VACX123TS5HPTM      
BN68MHM,49000,80450,2018-09-07,9250,11350,02/01/2024,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.2 DiG-T N-Connecta 5dr,2017,2021,NIQQ12NCN5HPTM  3   
BJ67DLF,56000,75236,2017-09-30,12900,14900,19/12/2023,,MERCEDES-BENZ,CLA,CLA DIESEL SHOOTING BRAKE,CLA 220d AMG Line 5dr Tip Auto [Map Pilot],2016,2019,MECA21LP25EDTA  1   
BG70BPV,12000,91064,2020-10-05,13650,16150,09/11/2023,,HYUNDAI,IONIQ,IONIQ ELECTRIC HATCHBACK,100kW Premium 38kWh 5dr Auto,2019,2022,HYIN00PRM5HE A  1   
GF71ZZA,12000,89233,2021-12-01,27100,29750,19/12/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
YB20MTE,29000,90582,2020-08-03,10400,12400,23/11/2023,,VAUXHALL,ASTRA,ASTRA HATCHBACK,1.2 Turbo 145 SRi VX-Line Nav 5dr,2019,2021,VAAS12SVN5HPTM  8   
AE69KKU,46000,83786,2019-09-28,15350,17350,24/01/2024,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d AMG Line Executive 5dr Auto,2018,2022,MEAC15LAE5HDTA  6   
KP19OXR,35000,83856,2019-04-26,8925,11000,09/01/2024,,NISSAN,JUKE,JUKE DIESEL HATCHBACK,1.5 dCi Bose Personal Edition 5dr,2014,2020,NIJU15BPE5HDTM  1   
MK67ZTC,45000,58061,2017-09-15,7225,9375,06/11/2023,,MAZDA,6,MAZDA6 DIESEL TOURER,2.2d SE Nav 5dr,2013,2018,MA6 22SEN5EDTM  3   
DL21NNT,47000,90646,2021-05-31,7625,9425,18/01/2024,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 SE 5dr,2019,2023,VACO12SE 5HPIM  6   
CF19KKS,46000,86598,2019-05-17,7500,9600,19/12/2023,,SUZUKI,VITARA,VITARA ESTATE,1.0 Boosterjet SZ4 5dr,2018,0,SIVI10SZ45EPTM  2   
YK18BWT,36000,77945,2018-07-20,7100,8600,06/12/2023,,SUZUKI,IGNIS,IGNIS HATCHBACK,1.2 Dualjet SZ-T 5dr,2017,2020,SIIG12SZT5HPIM  1   
PX68UTA,18000,84594,2018-09-17,7450,8925,19/12/2023,,TOYOTA,AYGO,AYGO HATCHBACK,1.0 VVT-i X-Plore 5dr,2018,2021,TOAY10XPO5HPIM  4   
MT22WVK,26000,100513,2022-05-30,13600,15600,06/11/2023,,CITROEN,C4,C4 HATCHBACK,1.2 PureTech [130] C-Series Edition 5dr,2020,0,CIC412CE35HPTM  3   
YX21OKC,4000,93339,2021-04-30,13600,15700,19/12/2023,,MG MOTOR UK,ZS,ZS HATCHBACK,1.5 VTi-TECH Exclusive 5dr,2020,0,NMZS15EXC5HPIM  1   
LG20VDN,28000,89347,2020-03-07,19750,22000,06/12/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
DN71WSY,18000,97506,2021-12-29,15750,17850,23/11/2023,,VAUXHALL,MOKKA,MOKKA ELECTRIC HATCHBACK,100kW Ultimate Edition 50kWh 5dr Auto,2020,0,VAMK00UE 5HE A  1   
HJ69SNX,52000,85703,2019-12-07,8375,10200,23/11/2023,,HYUNDAI,I20,I20 HATCHBACK,1.0 T-GDi SE 5dr Auto,2018,2020,HYI210SE 5HPTA  3   
KU67MHK,52000,71264,2017-09-29,4875,6350,19/12/2023,,VAUXHALL,CORSA,CORSA HATCHBACK SPECIAL EDS,1.4 ecoFLEX Energy 5dr [AC],2014,2019,VACO14EGC5HPIM  5   
RF19NWV,11000,83842,2019-03-29,8250,9750,21/12/2023,,FORD,KA+,KA+ HATCHBACK,1.2 85 Zetec 5dr,2018,2019,FOKP12Z855HPIM  1   
RA16AOM,73000,58025,2016-08-02,4950,6975,23/11/2023,,MAZDA,6,MAZDA6 DIESEL SALOON,2.2d [175] Sport Nav 4dr,2013,2018,MA6 22SN74SDTM  2   
YA69CGV,18000,87943,2019-12-19,13700,15700,17/01/2024,,TOYOTA,COROLLA,COROLLA HATCHBACK,1.8 VVT-i Hybrid Icon Tech 5dr CVT,2018,2022,TOCO18ICT5HHIA  8   
MF18HGX,38000,70216,2018-03-13,11600,14100,19/12/2023,,BMW,3 SERIES,3 SERIES DIESEL SALOON,318d M Sport 4dr,2015,2018,BM3120MS 4SDTM  7   
EU18KMF,55000,83291,2018-06-28,11000,13350,27/11/2023,,BMW,2 SERIES,2 SERIES ACTIVE TOURER,225xe Sport 5dr Auto,2018,2021,BM2S15SPO5HXTA4 1   
SG68WFS,23000,78850,2018-09-28,8950,10750,23/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost Titanium X 3dr,2017,2021,FOFI10TX 3HPTM  9   
VA16FCZ,78000,71171,2016-06-30,8625,11000,19/12/2023,,BMW,3 SERIES,3 SERIES GRAN TURISMO DIESEL HATCHBACK,320d [190] M Sport 5dr [Business Media],2013,2020,BM3G20MB95HDTM      
YB21FGU,13000,67433,2021-03-01,19200,21750,19/12/2023,,BMW,4 SERIES,4 SERIES GRAN COUPE,420i M Sport 5dr [Professional Media],2014,2021,BM4S20MPM5HPTM      
FY23UCJ,5000,99302,2023-03-29,12000,13500,19/12/2023,,TOYOTA,AYGO X,AYGO X HATCHBACK,1.0 VVT-i Pure 5dr,2021,0,TOAO10PUR5HPIM      
LM70RKU,17000,84581,2020-10-30,9525,11000,27/10/2023,,TOYOTA,AYGO,AYGO HATCHBACK,1.0 VVT-i X-Play TSS 5dr x-shift,2018,2021,TOAY10XPS5HPIA  4   
LD20JJE,41000,89347,2020-05-22,19750,22000,01/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
FG70UJY,47000,87962,2020-09-30,14750,16750,10/11/2023,,TOYOTA,COROLLA,COROLLA TOURING SPORT,1.8 VVT-i Hybrid Icon Tech 5dr CVT,2018,2022,TOCO18ICT5EHIA  8   
PJ19ULD,15000,86193,2019-04-30,11150,13300,19/12/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 Acenta Premium 5dr,2017,2020,NIQQ15AP15HDTM  3   
BN70TRX,31000,78865,2020-09-01,10300,12100,19/12/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 125 Titanium X 5dr,2017,2021,FOFI10TX25HPTM  9   
YY20HWT,25000,88723,2020-08-11,12350,14350,06/12/2023,,ALFA ROMEO,GIULIETTA,GIULIETTA HATCHBACK,1.4 TB Speciale 5dr,2010,2020,ALGI14SPL5HPTM      
CV70TYH,20000,93343,2020-12-23,13250,15250,04/01/2024,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.0 TSI Life 5dr,2020,0,VWGO10LFE5HPTM  7   
RY68HKG,56000,83364,2019-02-15,12300,14700,19/12/2023,,BMW,X2,X2 DIESEL HATCHBACK,sDrive 18d Sport 5dr,2018,2022,BMX220SPO5HDTM      
LL20DKD,6000,92402,2020-07-29,9425,10900,19/12/2023,,SMART,FORFOUR,FORFOUR ELECTRIC HATCHBACK,60kW EQ Prime Exclusive 17kWh 5dr Auto [22kWch],2020,0,SMFF00EPE5HE A  2   
WG20LOH,29000,90399,2020-07-23,18300,20500,19/12/2023,,BMW,X1,X1 DIESEL ESTATE,sDrive 18d xLine 5dr Step Auto,2019,2022,BMX1208XL5EDTA  3   
NX69FZM,37000,87431,2019-10-28,13350,15350,01/11/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.5 EcoBoost 182 ST-Line X 5dr Auto,2018,2022,FOFO15SX75HPTA  6   
LR21ZGZ,27000,96144,2021-03-23,14650,16750,16/01/2024,,PEUGEOT,2008,E-2008 ELECTRIC ESTATE,100kW GT Premium 50kWh 5dr Auto,2019,2023,PE2000GTR5EE A  2   
LS21OXU,16000,93910,2021-04-08,21400,23750,24/11/2023,,KIA,E-NIRO,E-NIRO ELECTRIC ESTATE,150kW 4+ 64kWh 5dr Auto,2020,2022,KINI004P 5EE A  1   
YL18AMV,25000,83130,2018-06-25,10800,12300,19/12/2023,,MINI,HATCHBACK,HATCHBACK,1.5 Cooper II 5dr [Chili Pack],2014,2021,MNCO152C 5HPTM  4   
DY19WFO,53000,87710,2019-03-26,7100,9175,08/01/2024,,FIAT,500X,500X HATCHBACK,1.0 Urban 5dr,2018,0,FI5X10URB5HPTM  1   
FH69WFK,20000,78452,2020-01-29,21050,23250,23/11/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,2.0 TSI 245 GTI Performance 5dr DSG,2017,2020,VWGO20GTH5HPTA  6   
DT18UUG,59000,81225,2018-07-31,8125,10250,09/11/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X DIESEL HATCHBACK,1.6 Turbo D Sport Nav 5dr Auto,2017,2021,VAGX16SPV5HDTA      
BU70FFL,38000,88512,2020-09-30,17900,20000,19/12/2023,,VOLVO,XC40,XC40 ESTATE,1.5 T3 [163] Inscription 5dr,2018,0,VOX415IN65EPTM      
BJ70UEE,58000,84978,2020-09-24,15150,17150,03/11/2023,,AUDI,Q2,Q2 DIESEL ESTATE,30 TDI Black Edition 5dr,2016,2020,AUQ2163BE5EDTM      
YP17WNN,45000,77014,2017-05-31,13150,15550,29/11/2023,,AUDI,Q3,Q3 ESTATE SPECIAL EDITIONS,1.4T FSI S Line Edition 5dr,2015,2018,AUQ314SNE5EPTM  1   
BK70OZJ,40000,89347,2020-09-11,19600,21750,23/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
LC23KKZ,2000,100106,2023-03-31,15850,18350,19/12/2023,,NISSAN,LEAF,LEAF HATCHBACK,110kW Tekna 39kWh 5dr Auto,2022,0,NILE00TEK5HE A  2   
HN20XJJ,36000,86515,2020-07-23,12750,14800,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 Tekna 5dr,2017,2021,NIQQ13T165HPTM  3   
WJ18TZG,39000,76346,2018-03-27,9850,11950,01/12/2023,,SEAT,ATECA,ATECA DIESEL ESTATE,1.6 TDI Ecomotive SE Technology 5dr,2016,2020,SEAA16SET5EDTM      
AK14FDY,53000,63602,2014-05-20,2375,4125,19/12/2023,,CITROEN,DS3,DS3 HATCHBACK,1.2 VTi DSign Plus 3dr,2010,2015,CID312DSL3HPIM      
YT65FZP,64000,73561,2015-09-30,6925,8995,01/12/2023,,FORD,KUGA,KUGA DIESEL ESTATE,2.0 TDCi 150 Titanium X [Nav] 5dr 2WD,2012,2016,FOKG20TNX5EDTM  1   
WP20JZD,32000,83619,2020-07-31,12000,14000,08/12/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost 125 ST-Line X 5dr,2018,2022,FOFO10SX55HPTM  6   
DX21ZCF,44000,95534,2021-03-30,14050,16150,23/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,2017,2021,NIQQ13N5G5HPTA  3   
LO70EFZ,46000,95534,2020-12-14,12900,15000,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,2017,2021,NIQQ13N5G5HPTA  3   
WG17HEV,42000,73863,2017-04-28,14500,17300,19/12/2023,,MERCEDES-BENZ,E CLASS,E CLASS DIESEL SALOON,E220d SE 4dr 9G-Tronic,2016,2020,MEEC2020E4SDTA  7   
MM16UUR,63000,71647,2016-06-20,7950,9950,23/11/2023,,MINI,CLUBMAN,CLUBMAN DIESEL ESTATE,2.0 Cooper D 6dr [Chili Pack],2015,2019,MNCC20CP 6EDTM  2   
PJ20LWV,37000,83271,2020-07-31,13300,15400,09/11/2023,,PEUGEOT,3008,3008 DIESEL ESTATE,1.5 BlueHDi GT Line 5dr,2016,2020,PE3015GTL5EDTM  2   
PF23TYX,8000,101150,2023-06-12,20600,23000,16/01/2024,,MG MOTOR UK,MG4,MG4 HATCHBACK,150kW Trophy EV Long Range 64kWh 5dr Auto,2022,0,NM4 00TEL5HE A      
VU70PYS,23000,90734,2020-09-24,12750,14900,23/11/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,2019,2022,NMZS00ECV5HE A      
LV70LLR,19000,91978,2020-09-22,11500,13600,15/01/2024,,DACIA,DUSTER,DUSTER ESTATE SPECIAL EDITION,1.3 TCe 130 SE Twenty 5dr,2019,2020,DADU13SET5EPTM  3   
EF70YMR,44000,91060,2021-01-27,12500,14500,10/11/2023,,HYUNDAI,IONIQ,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,2019,2022,HYIN16PRM5HHIA  1   
FL18AHC,34000,79971,2018-03-30,5950,7750,24/10/2023,,DS,DS 3,DS 3 HATCHBACK,1.2 PureTech 82 Connected Chic 3dr,2016,2019,DSD312CC83HPIM  1   
FD69HJF,18000,85046,2019-12-12,11100,13100,23/11/2023,,SEAT,LEON,LEON SPORT TOURER,1.5 TSI EVO FR [EZ] 5dr,2016,2019,SELE15FEZ5EPTM  1   
LC18MWX,30000,81918,2018-05-16,9425,11250,23/11/2023,,AUDI,A1,A1 HATCHBACK,1.4 TFSI Sport Nav 3dr,2014,2018,AUA114SON3HPTM  1   
DN69WOH,32000,86508,2020-01-30,11450,13550,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],2017,2021,NIQQ13NCG5HPTM  3   
LD20FOA,17000,89233,2020-03-20,23800,26250,06/12/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
LO66MXN,72000,75328,2016-11-27,10450,12450,23/11/2023,,AUDI,A3,A3 DIESEL SPORTBACK,2.0 TDI S Line 5dr S Tronic,2016,2020,AUA320SL 5HDTA  4   
GL17WXC,67000,66820,2017-05-09,5275,7095,18/01/2024,,SKODA,FABIA,FABIA HATCHBACK,1.2 TSI 90 SE L 5dr,2015,2018,SKFB12SL95HPTM  3   
LL20DUA,27000,86278,2020-08-24,11750,13850,24/01/2024,,JEEP,RENEGADE,RENEGADE DIESEL HATCHBACK,1.6 Multijet Longitude 5dr DDCT,2018,2020,JERE16LON5HDTA  1   
NA22CXE,6000,98539,2022-03-31,10100,11900,19/12/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 SE Edition 5dr,2019,2023,VACO12SED5HPIM  6   
VO68HKU,53000,81796,2018-09-25,12000,14100,06/12/2023,,VOLKSWAGEN,T-ROC,T-ROC HATCHBACK,1.0 TSI SE 5dr,2017,2021,VWTR10SE 5HPTM      
HX20ZYW,17000,90299,2020-08-04,11050,13150,19/12/2023,,MITSUBISHI,ECLIPSE CROSS,ECLIPSE CROSS HATCHBACK,1.5 Verve 5dr,2017,2021,MIEC15VER5HPTM      
EX23YHA,13000,94986,2023-03-31,15600,17600,16/01/2024,,CITROEN,C4,E-C4 ELECTRIC HATCHBACK,100kW Shine Plus 50kWh 5dr Auto,2020,0,CIC400SHP5HE A  3   
DV70CGU,31000,92807,2020-10-22,13950,15950,11/12/2023,,AUDI,A3,A3 SPORTBACK,30 TFSI Technik 5dr,2020,0,AUA31030T5HPTM  5   
WJ70ZCL,38000,87904,2020-09-04,12300,14400,19/12/2023,,RENAULT,KADJAR,KADJAR DIESEL HATCHBACK,1.5 Blue dCi GT Line 5dr,2019,2020,R1KJ15GL 5HDTM  1   
LY72BNL,2000,99254,2022-12-29,21050,23500,23/11/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,115kW Trophy EV Long Range 73kWh 5dr Auto,2021,0,NMZS00TEL5HE A  1   
ND17KRX,49000,78447,2017-06-13,13650,15650,26/10/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,2.0 TSI GTI 5dr,2017,2020,VWGO20GTI5HPTM  6   
MT20VJP,35000,83619,2020-07-30,11800,13750,19/12/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost 125 ST-Line X 5dr,2018,2022,FOFO10SX55HPTM  6   
H13SBN,48000,55515,2013-09-27,7325,9525,03/01/2024,,MERCEDES-BENZ,C CLASS,C CLASS COUPE,C180 [1.6] BlueEFFICIENCY AMG Sport 2dr Auto,2011,2015,MECC16AMS2CPTA      
EF69MXM,27000,87293,2019-12-19,12150,14300,19/12/2023,,FORD,KUGA,KUGA DIESEL ESTATE,2.0 TDCi Titanium Edition 5dr 2WD,2016,2019,FOKG20TE 5EDTM  2   
BU67DXY,27000,66210,2017-12-05,6575,8095,04/01/2024,,VAUXHALL,CORSA,CORSA HATCHBACK,1.4T [100] SRi Vx-line 5dr,2014,2019,VACO14SVX5HPTM  5   
GK19CYY,59000,85926,2019-03-01,7775,9875,23/11/2023,,RENAULT,KADJAR,KADJAR HATCHBACK,1.3 TCE Dynamique S Nav 5dr,2015,2018,R1KJ13DNS5HPTM      
PF70FWK,30000,90761,2020-12-23,12300,14400,16/01/2024,,FORD,PUMA,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV Titanium 5dr,2019,0,FOPU10T255HPTM      
LS72WZL,4000,97331,2022-10-31,21850,24250,23/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T MH 158 N-Connecta 5dr Xtronic,2021,0,NIQQ13NC85HPTA  4   
EF21VUR,16000,91064,2021-06-30,13500,16000,19/12/2023,,HYUNDAI,IONIQ,IONIQ ELECTRIC HATCHBACK,100kW Premium 38kWh 5dr Auto,2019,2022,HYIN00PRM5HE A  1   
MK69GXT,48000,83270,2019-09-20,10950,13050,23/11/2023,,PEUGEOT,3008,3008 DIESEL ESTATE,1.5 BlueHDi Allure 5dr,2016,2020,PE3015ALL5EDTM  2   
LP21JUV,15000,92322,2021-06-02,14600,16400,08/11/2023,,VOLKSWAGEN,POLO,POLO HATCHBACK,1.0 TSI 95 Match 5dr DSG,2018,2021,VWPO10MAT5HPTA  6   
YG66XFE,67000,73636,2016-09-19,6975,8995,06/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.6 DiG-T N-Connecta [Comfort Pack] 5dr,2014,2017,NIQQ16NCC5HPTM  2   
DV68ZCT,63000,79306,2018-10-30,5275,7175,19/12/2023,,VAUXHALL,CROSSLAND X,CROSSLAND X HATCHBACK,1.2 SE 5dr,2017,2020,VACX12SE 5HPIM      
FP22NOF,22000,94986,2022-05-30,15300,17300,09/11/2023,,CITROEN,C4,E-C4 ELECTRIC HATCHBACK,100kW Shine Plus 50kWh 5dr Auto,2020,0,CIC400SHP5HE A  3   
MF19RXY,17000,72946,2019-03-29,8000,9500,30/11/2023,,VAUXHALL,ADAM,ADAM HATCHBACK SPECIAL EDS,1.2i Energised 3dr,2014,2019,VAAD12ENG3HPIM      
FG17CUV,76000,74845,2017-06-09,10650,12750,23/11/2023,,VOLKSWAGEN,TIGUAN,TIGUAN DIESEL ESTATE,2.0 TDi 150 SE 5dr,2016,2020,VWTI20BT55EDTM  2   
SA67VNO,44000,64722,2017-09-28,17200,19850,10/11/2023,,LEXUS,NX,NX ESTATE,300h 2.5 Luxury 5dr CVT,2014,2017,LENX25LUX5EHIA4     
SM19KFU,34000,87484,2019-03-28,19900,22250,09/11/2023,,LAND ROVER,RANGE ROVER EVOQUE,RANGE ROVER EVOQUE DIESEL HATCHBACK,2.0 D180 R-Dynamic S 5dr Auto,2019,2023,LRRE20RS85HDTA4 2   
FX15NXM,50000,64617,2015-03-07,3725,4995,17/01/2024,,PEUGEOT,108,108 HATCHBACK,1.2 VTi Feline 5dr,2014,2022,PE1812FEN5HPIM      
MJ70KXA,32000,91751,2020-10-30,10950,12750,16/01/2024,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 125 Active X Edition 5dr,2017,2021,FOFI102AX5HPTM  9   
WA70OWF,25000,86047,2020-09-15,17450,19450,28/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 AMG Line Executive 5dr Auto,2018,2022,MEAC13AEL5HPTA  6   
MM70DFJ,9000,89882,2020-12-23,16000,17950,23/11/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i SE 5dr,2019,0,BM1S15SE 5HPTM  4   
RE19XVO,53000,85775,2019-03-01,9200,11200,12/01/2024,,KIA,CEED,CEED HATCHBACK,1.0T GDi ISG 3 5dr,2018,2022,KICD103IS5HPTM  4   
GL20THX,36000,89233,2020-08-18,21850,24000,10/01/2024,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
KP67LXB,31000,78368,2017-12-29,16550,18700,19/12/2023,,MERCEDES-BENZ,GLA,GLA DIESEL HATCHBACK,GLA 220d 4Matic AMG Line Prem Plus 5dr Auto,2017,2019,MEGA212PP5HDTA4 1   
GL21UXN,42000,95475,2021-05-24,17300,19400,08/12/2023,,PEUGEOT,5008,5008 DIESEL ESTATE,1.5 BlueHDi Allure Premium 5dr,2020,0,PE5815AP 5EDTM  3   
SL20EVU,42000,89233,2020-04-06,21550,23750,06/12/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
SK20YUB,27000,90735,2020-03-14,28200,32250,19/12/2023,,LEXUS,RX,RX ESTATE,450h 3.5 F-Sport 5dr CVT,2019,2022,LERX35FS 5EHIA4 5   
CK68EJU,35000,78816,2018-09-27,18500,21250,04/01/2024,,BMW,5 SERIES,5 SERIES SALOON,530e M Sport 4dr Auto,2017,2020,BM5A20MS 4SXTA  6   
DU70XFJ,36000,90646,2020-09-15,8025,9525,09/11/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 SE 5dr,2019,2023,VACO12SE 5HPIM  6   
BG66MHO,81000,70986,2016-10-31,10250,12250,10/11/2023,,VOLKSWAGEN,GOLF,GOLF DIESEL HATCHBACK,2.0 TDI GTD 5dr DSG [Nav],2013,2017,VWGO20GN 5HDTA  5   
MH19EAX,34000,76404,2019-06-18,13450,15450,19/12/2023,,HYUNDAI,IONIQ,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,2016,2019,HYIN16PSE5HHIA      
KR19TWN,17000,80792,2019-03-31,12700,14700,09/11/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i [1.5] Sport 5dr [Nav/Servotronic],2015,2019,BM1S15SSN5HPTM  3   
VO21OHV,42000,94706,2021-03-31,9625,11450,09/11/2023,,VAUXHALL,CROSSLAND,CROSSLAND HATCHBACK,1.2 Elite 5dr,2020,0,VACR12EIL5HPIM      
MJ22SRV,31000,95330,2022-04-25,19000,21000,06/12/2023,,AUDI,A3,A3 SPORTBACK,40 TFSI e Sport 5dr S Tronic,2020,0,AUA3144SO5HXTA  5   
CP71ERU,31000,95580,2022-01-28,17200,19250,19/12/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i [136] Sport 5dr Step Auto,2019,0,BM1S15SP35HPTA  4   
KO69OZB,20000,89285,2020-01-27,27550,30250,19/12/2023,,LAND ROVER,DISCOVERY SPORT,DISCOVERY SPORT DIESEL SW,2.0 D180 R-Dynamic HSE 5dr Auto,2019,2023,LRDS20RH85WDTA4 1   
SH19UCO,42000,84865,2019-04-09,14050,16150,19/12/2023,,MERCEDES-BENZ,GLA,GLA HATCHBACK,GLA 180 Urban Edition 5dr,2017,2020,MEGA168UE5HPTM  1   
DW70FDC,57000,81218,2021-01-30,10050,12150,06/12/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,2017,2021,VAGX12ELN5HPTM      
SE19FJP,38000,86534,2019-06-28,14150,15950,23/11/2023,,AUDI,A1,A1 SPORTBACK,30 TFSI S Line 5dr,2018,0,AUA1103SI5HPTM  2   
