VRM,mileage,CAP ID,Reg Date,Clean,Retail,ValuationDate,Mileage10000,CAPMan,CAPRange,CAPMod,CAPDer,ModIntroduced,ModDiscontinued,CAP Code
KM20WXB,50000,83563,15/07/2020,10500,12500,19/12/2023,,FORD,FOCUS,FOCUS DIESEL HATCHBACK,2.0 EcoBlue Titanium X 5dr,2018,2022,FOFO20TX 5HDTM  6   
DY70LFL,61000,86193,03/09/2020,9425,11550,19/12/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 Acenta Premium 5dr,2017,2020,NIQQ15AP15HDTM  3   
WK20TVE,11000,90130,24/03/2020,11500,14000,19/12/2023,,RENAULT,CLIO,CLIO HATCHBACK,1.0 TCe 100 RS Line 5dr,2019,2023,R1CL10RLS5HPTM  7   
NJ16TVO,30000,70131,10/03/2016,11150,13250,19/12/2023,,SKODA,YETI OUTDOOR,YETI OUTDOOR ESTATE,1.2 TSI [110] SE L 5dr,2013,2017,SKYO12SL15EPTM      
PF69YDD,29000,90450,24/01/2020,10250,12250,19/12/2023,,KIA,CEED,CEED HATCHBACK,1.0T GDi ISG 2 NAV 5dr,2018,2022,KICD102NA5HPTM  4   
WN70NNB,31000,86518,30/10/2020,10750,12850,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,2017,2021,NIQQ13APR5HPTM  3   
NJ70HYU,21000,85373,11/09/2020,10550,12350,19/12/2023,,SEAT,ARONA,ARONA HATCHBACK,1.0 TSI 115 FR [EZ] 5dr,2017,2021,SEAN10FEZ5HPTM      
CK18OKD,37000,78868,24/04/2018,7550,9350,19/12/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 140 ST-Line X 3dr,2017,2021,FOFI10SX43HPTM  9   
LM21FOC,14000,96677,31/03/2021,23300,25500,16/01/2024,,MERCEDES-BENZ,EQA,EQA HATCHBACK,EQA 250 140kW AMG Line 66.5kWh 5dr Auto,2021,2024,MEEA00LMA5HE A      
BK68FMC,55000,83272,04/09/2018,11750,13800,24/01/2024,,PEUGEOT,3008,3008 DIESEL ESTATE,1.5 BlueHDi GT Line Premium 5dr,2016,2020,PE3015GEP5EDTM  2   
OE69DZW,4000,83727,25/11/2019,15700,18100,02/01/2024,,FORD,TOURNEO CONNECT,TOURNEO CONNECT DIESEL ESTATE,1.5 EcoBlue 120 Titanium 5dr Powershift,2018,2022,FOTO15T205EDTA  1   
NA70ULN,31000,89907,03/11/2020,20000,22750,03/01/2024,,BMW,3 SERIES,3 SERIES SALOON,330e M Sport 4dr Auto,2019,2022,BM3E20MS 4SXTA  8   
BD21HNV,12000,90734,30/04/2021,13450,15600,19/12/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,2019,2022,NMZS00ECV5HE A      
FV69OZR,85000,89907,11/12/2019,14250,16750,24/01/2024,,BMW,3 SERIES,3 SERIES SALOON,330e M Sport 4dr Auto,2019,2022,BM3E20MS 4SXTA  8   
WO21EYJ,32000,97343,23/06/2021,11750,13850,19/12/2023,,FIAT,500X,500X HATCHBACK SPECIAL EDITIONS,1.3 Hey Google 5dr DCT,2018,2023,FI5X13HGO5HPTA  1   
VF21BVE,3000,88383,16/07/2021,14100,16200,18/01/2024,,VOLKSWAGEN,T-CROSS,T-CROSS ESTATE,1.0 TSI S 5dr,2019,2024,VWTC10S  5EPTM      
WF20OAN,39000,89981,29/04/2020,25300,29500,24/01/2024,,MERCEDES-BENZ,GLC,GLC DIESEL ESTATE,GLC 300d 4Matic AMG Line Premium 5dr 9G-Tronic,2019,2022,MEGS203LP5EDTA4 1   
EK20UAN,39000,81803,16/07/2020,16750,18850,19/01/2024,,VOLKSWAGEN,T-ROC,T-ROC HATCHBACK,1.5 TSI EVO SEL 5dr DSG,2017,2021,VWTR15SL15HPTA      
YG23KJJ,8000,101149,03/03/2023,19750,22000,19/12/2023,,MG MOTOR UK,MG4,MG4 HATCHBACK,150kW SE EV Long Range 64kWh 5dr Auto,2022,0,NM4 00SEL5HE A      
SJ63EAK,28000,50206,01/09/2013,3425,5225,19/12/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 SXi 5dr [AC],2011,2014,VACO12SXA5HPIM  4   
SJ70UEY,32000,86518,30/12/2020,10700,12800,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,2017,2021,NIQQ13APR5HPTM  3   
VU21WUD,14000,92765,31/03/2021,13300,14800,03/01/2024,,SUZUKI,SWIFT,SWIFT HATCHBACK,1.4 Boosterjet 48V Hybrid Sport 5dr,2017,0,SISW144SP5HPTM  5   
NV71RVE,17000,96110,15/01/2022,25200,27500,08/01/2024,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 TGDi Hybrid 230 Ultimate 5dr 2WD Auto,2020,0,HYTU16ULT5EHTA  4   
PK70HNJ,18000,86506,29/09/2020,12850,14950,22/01/2024,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr,2017,2021,NIQQ13NCN5HPTM  3   
LD20VRO,25000,86821,31/03/2020,11550,13050,04/01/2024,,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Classic II 5dr [Comfort/Nav Pack],2014,2021,MNCO15CNC5HPTM  4   
DN68GUX,6000,79301,05/12/2018,9225,10750,09/01/2024,,KIA,PICANTO,PICANTO HATCHBACK,1.25 2 5dr Auto,2017,2020,KIPI122  5HPIA  4   
BG70BYA,30000,86855,22/10/2020,12050,13850,19/12/2023,,MINI,HATCHBACK,HATCHBACK,2.0 Cooper S Classic II 3dr,2014,2021,MNCS20CLS3HPTM  4   
ET21OKX,25000,94919,27/07/2021,11700,13500,19/12/2023,,HYUNDAI,I20,I20 HATCHBACK,1.0T GDi 48V MHD Premium 5dr,2020,0,HYI210PRM5HPTM  4   
KX22KWN,25000,94314,13/08/2022,14100,16200,19/12/2023,,FIAT,500,500 ELECTRIC HATCHBACK,87kW La Prima 42kWh 3dr Auto,2020,0,FI5000LAP3HE A  2   
DV72GHG,20000,96106,16/11/2022,22950,25250,19/12/2023,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 TGDi 48V MHD Ultimate 5dr 2WD DCT,2020,0,HYTU16UMT5EPTA  4   
DX19GCV,64000,84493,31/05/2019,20350,23250,15/01/2024,,AUDI,A6,A6 DIESEL SALOON,50 TDI Quattro S Line 4dr Tip Auto,2018,2023,AUA630SL 4SDTA4 6   
KF16NZG,51000,66746,30/06/2016,26200,31000,19/12/2023,,MERCEDES-BENZ,C CLASS,C CLASS AMG SALOON,C63 S Premium 4dr Auto,2015,2018,MECC40SAP4SPTA  5   
VU17ZRP,86000,73892,09/03/2017,8150,10850,08/01/2024,,JAGUAR,XF,XF DIESEL SALOON,2.0d [180] R-Sport 4dr Auto AWD,2015,2020,JAXF20RS14SDTA4 2   
DF19MVL,44000,83295,30/04/2019,11750,14150,19/12/2023,,BMW,2 SERIES,2 SERIES GRAN TOURER,218i SE 5dr Step Auto,2018,2021,BM2S15SE 5EPTA  1   
AO69CVP,17000,76763,28/09/2019,15100,17200,22/01/2024,,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Icon 5dr CVT,2016,2019,TOCH18ICO5HHIA      
AY69VCO,22000,91094,18/02/2020,12050,14150,19/12/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.0 DiG-T N-Connecta 5dr DCT,2019,0,NIJU10NCN5HPTA  2   
LP19FWR,49000,69265,14/05/2019,9900,11900,17/01/2024,,VOLVO,V40,V40 DIESEL HATCHBACK,D3 [4 Cyl 150] R DESIGN 5dr,2012,2019,VOV4206VR5HDTM      
SY17VUW,38000,64227,30/03/2017,4650,6150,16/01/2024,,CITROEN,C1,C1 HATCHBACK,1.2 PureTech Flair 5dr,2014,2022,CIC112FL 5HPIM  3   
MJ69EFV,37000,78848,24/12/2019,9000,10800,19/12/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost ST-Line Navigation 5dr,2017,2021,FOFI10SLN5HPTM  9   
WX70WJU,37000,86047,01/09/2020,16000,18000,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 AMG Line Executive 5dr Auto,2018,2022,MEAC13AEL5HPTA  6   
MT70VCK,74000,90727,19/11/2020,9175,11450,09/01/2024,,PEUGEOT,208,E-208 ELECTRIC HATCHBACK,100kW GT 50kWh 5dr Auto,2019,2023,PE2800GT 5HE A  2   
BT70LYD,15000,95533,23/11/2020,13800,15900,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,2017,2021,NIQQ13A5P5HPTA  3   
WU65AJX,67000,66200,17/09/2015,3775,5575,19/12/2023,,VAUXHALL,CORSA,CORSA DIESEL HATCHBACK,1.3 CDTI ecoFLEX SRi 5dr,2014,2018,VACO12SRI5HDTM  5   
GJ20YPC,35000,90541,28/03/2020,24250,26750,10/01/2024,,TESLA,MODEL 3,MODEL 3 SALOON,Performance AWD 4dr [Performance Upgrade] Auto,2019,0,TEM300PU 4SE A4     
YC19PEF,5000,89015,25/07/2019,10200,12200,19/12/2023,,SKODA,SCALA,SCALA HATCHBACK,1.0 TSI SE 5dr,2019,2023,SKSC10SE 5HPTM      
VN18FUF,34000,72946,30/06/2018,6325,7825,17/01/2024,,VAUXHALL,ADAM,ADAM HATCHBACK SPECIAL EDS,1.2i Energised 3dr,2014,2019,VAAD12ENG3HPIM      
GL17KUU,41000,68910,12/05/2017,9150,11150,19/12/2023,,VOLVO,V40,V40 HATCHBACK,T2 [122] R DESIGN 5dr Geartronic,2012,2019,VOV415TR15HPTA      
KP70GWD,47000,86519,30/09/2020,10600,12700,24/01/2024,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr,2017,2021,NIQQ13AP65HPTM  3   
PN72ONF,3000,99111,12/10/2022,13200,15000,09/01/2024,,RENAULT,ZOE,ZOE HATCHBACK,100kW GT Line + R135 50kWh Rapid Charge 5dr Auto,2019,0,R1ZO00GLR5HE A  1   
YE71ZTW,14000,93339,05/01/2022,13000,15100,09/01/2024,,MG MOTOR UK,ZS,ZS HATCHBACK,1.5 VTi-TECH Exclusive 5dr,2020,0,NMZS15EXC5HPIM  1   
YF67YVV,80000,80483,31/10/2017,7750,9850,24/01/2024,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi N-Connecta [Glass Roof Pack] 5dr,2017,2020,NIQQ15NCG5HDTM  3   
WD68VBA,31000,76403,29/01/2019,12950,14900,19/12/2023,,HYUNDAI,IONIQ,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,2016,2019,HYIN16PRM5HHIA      
LD70EUK,25000,88635,29/10/2020,22300,24750,19/12/2023,,JAGUAR,E-PACE,E-PACE ESTATE SPECIAL EDITIONS,2.0d [180] Chequered Flag Edition 5dr Auto,2017,2020,JAEP20CF15EDTA4     
MP19CKU,40000,81976,12/07/2019,9800,11600,24/01/2024,,VOLKSWAGEN,POLO,POLO HATCHBACK,1.0 TSI 95 SE 5dr,2018,2021,VWPO105ES5HPTM  6   
FE65GZG,45000,65415,08/09/2015,6575,8375,19/12/2023,,TOYOTA,YARIS,YARIS HATCHBACK,1.33 VVT-i Sport 5dr,2014,2017,TOYA13SPO5HPIM  3   
CA19AUU,11000,81842,27/03/2019,12250,14350,19/12/2023,,HYUNDAI,KONA,KONA HATCHBACK,1.0T GDi Blue Drive Premium SE 5dr,2017,2021,HYKN10PSE5HPTM      
LL20DUA,27000,86278,24/08/2020,12200,14300,19/12/2023,,JEEP,RENEGADE,RENEGADE DIESEL HATCHBACK,1.6 Multijet Longitude 5dr DDCT,2018,2020,JERE16LON5HDTA  1   
DU69VLA,37000,80649,24/09/2019,13650,15650,24/01/2024,,BMW,2 SERIES,2 SERIES COUPE,218i M Sport 2dr [Nav] Step Auto,2017,2021,BM2S15MPN2CPTA  1   
AV67XRJ,50000,76308,16/12/2017,11450,13550,19/12/2023,,FORD,KUGA VIGNALE,KUGA VIGNALE DIESEL ESTATE,2.0 TDCi 5dr 2WD,2016,2019,FOKV20   5EDTM      
YS20EFT,38000,90906,15/07/2020,19900,22500,24/01/2024,,BMW,3 SERIES,3 SERIES SALOON,330e M Sport 4dr Auto [Tech/Plus Pack],2019,2022,BM3E20MPT4SXTA  8   
CP71ERU,31000,95580,28/01/2022,17200,19250,19/12/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i [136] Sport 5dr Step Auto,2019,0,BM1S15SP35HPTA  4   
CA20NAE,33000,87318,10/08/2020,12450,14450,19/12/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost 125 Active X 5dr,2018,2022,FOFO10AX25HPTM  6   
MM22GVV,29000,87942,27/06/2022,14400,16400,05/01/2024,,TOYOTA,COROLLA,COROLLA HATCHBACK,1.8 VVT-i Hybrid Icon 5dr CVT,2018,2022,TOCO18ICO5HHIA  8   
CK15YYR,75000,65459,09/06/2015,3625,5400,19/12/2023,,CITROEN,C4 CACTUS,C4 CACTUS DIESEL HATCHBACK,1.6 BlueHDi Feel 5dr,2014,2017,CI4C16FE 5HDTM      
FV69VZB,33000,86403,31/01/2020,24850,27500,19/12/2023,,HYUNDAI,SANTA FE,SANTA FE DIESEL ESTATE,2.2 CRDi Premium SE 5dr 4WD Auto,2018,2021,HYSA22PSE5EDTA4 4   
LR70JVT,28000,89683,01/09/2020,14550,16550,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d SE 5dr,2018,2022,MEAC15SE 5HDTM  6   
CN66KFA,24000,74838,01/09/2016,17600,19750,19/12/2023,,VOLKSWAGEN,TIGUAN,TIGUAN ESTATE,2.0 TSi 180 4Motion SEL 5dr DSG,2016,2020,VWTI20BS85EPTA4 2   
RX68KAK,63000,85798,23/11/2018,9750,11850,19/12/2023,,MAZDA,CX-3,CX-3 HATCHBACK,2.0 Sport Nav + 5dr Auto,2018,2020,MAC320SPP5HPIA  1   
AE70XJG,47000,87507,07/09/2020,11750,13850,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr DCT,2017,2021,NIQQ13AP65HPTA  3   
DE70SZX,12000,86477,31/12/2020,15050,17150,08/01/2024,,HONDA,HR-V,HR-V HATCHBACK,1.5 i-VTEC SE 5dr,2018,2021,HOHV15SE 5HPIM  1   
MD69VYE,44000,83381,07/02/2020,22300,25250,19/12/2023,,JAGUAR,I-PACE,I-PACE ESTATE,294kW EV400 HSE 90kWh 5dr Auto,2018,2022,JAIP00HSE5EE A4     
YD16CRX,50000,72091,11/04/2016,7900,10095,22/12/2023,,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,B200d SE Executive 5dr Auto,2014,2019,MEBC21D2X5HDTA  3   
KK18CAU,23000,73992,17/07/2018,16750,19150,19/12/2023,,VOLKSWAGEN,TOURAN,TOURAN ESTATE,1.4 TSI R-Line 5dr DSG,2015,0,VWTU141RL5EPTA  3   
NA70UUB,23000,91716,05/11/2020,21850,25000,19/12/2023,,AUDI,E-TRON,E-TRON ESTATE,230kW 50 Quattro 71kWh Technik 5dr Auto,2019,2022,AUET00TEK5EE A4     
LM72XJV,18000,100728,14/10/2022,27350,30000,19/01/2024,,VOLKSWAGEN,ID.5,ID.5 COUPE,150kW Style Pro Performance 77kWh 5dr Auto,2022,0,VWI500SPE5CE A      
FH15PHA,54000,51286,30/06/2015,5350,6825,03/01/2024,,KIA,PICANTO,PICANTO HATCHBACK,1.25 2 5dr Auto,2011,2015,KIPI122  5HPIA  2   
SL70OPV,21000,86518,31/10/2020,11300,13400,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,2017,2021,NIQQ13APR5HPTM  3   
MT67CCE,29000,77999,15/11/2017,10700,12500,19/12/2023,,VOLKSWAGEN,POLO,POLO HATCHBACK,1.2 TSI Match Edition 5dr DSG,2014,2017,VWPO12ME 5HPTA  5   
PF70FWK,30000,90761,23/12/2020,12300,14400,16/01/2024,,FORD,PUMA,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV Titanium 5dr,2019,0,FOPU10T255HPTM      
YB70RVY,42000,89233,19/12/2020,22150,24500,19/12/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
VE18TVJ,61000,78207,30/06/2018,7825,10050,19/12/2023,,VAUXHALL,INSIGNIA,INSIGNIA DIESEL SPORTS TOURER,2.0 Turbo D SRi Nav 5dr,2017,2020,VAIN20SRV5EDTM  2   
MF69LBJ,19000,89961,09/09/2019,10700,12800,22/01/2024,,HYUNDAI,KONA,KONA HATCHBACK SPECIAL EDITIONS,1.0T GDi Play Edition 5dr,2019,2021,HYKN10PE 5HPTM      
FG70CZT,46000,91222,29/09/2020,15750,17850,19/12/2023,,TOYOTA,C-HR,C-HR HATCHBACK,2.0 Hybrid Excel 5dr CVT,2019,0,TOCH20EXL5HHIA  1   
CN18CLU,59000,76944,31/03/2018,5625,7425,19/12/2023,,CITROEN,C3,C3 HATCHBACK,1.2 PureTech 82 Feel 5dr,2016,2020,CIC312F825HPIM  3   
GF19XXD,23000,83358,29/03/2019,16250,18300,19/12/2023,,BMW,X1,X1 ESTATE,sDrive 20i Sport 5dr Step Auto,2015,2019,BMX1202SP5EPTA  2   
KN23CCO,7000,97975,11/03/2023,31900,34750,09/01/2024,,KIA,EV6,EV6 ELECTRIC ESTATE,166kW GT Line 77.4kWh 5dr Auto,2021,0,KIEV00GTL5EE A      
EN69TZF,25000,87339,13/02/2020,13500,15550,12/01/2024,,FORD,FOCUS,FOCUS DIESEL ESTATE,1.5 EcoBlue 120 Active X Auto 5dr,2018,2022,FOFO15A2X5EDTA  6   
LG16SUH,33000,71799,30/03/2016,5500,6995,04/01/2024,,FIAT,500,500C CONVERTIBLE,1.2 Lounge 2dr,2015,0,FI5012LNG2VPIM  1   
KW70JWD,19000,94799,21/12/2020,9100,10600,03/01/2024,,SUZUKI,SWIFT,SWIFT HATCHBACK,1.2 Dualjet 83 12V Hybrid SZ-L 5dr,2017,0,SISW12SZL5HPIM  5   
NG66GGA,69000,74734,26/01/2017,7150,9200,10/01/2024,,RENAULT,KADJAR,KADJAR DIESEL HATCHBACK,1.5 dCi Signature S Nav 5dr,2015,2018,R1KJ15SIS5HDTM      
EJ70FUO,12000,89347,23/11/2020,21500,23750,10/01/2024,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
GF17CKO,86000,72552,31/03/2017,9575,11950,19/12/2023,,AUDI,A4,A4 DIESEL SALOON,2.0 TDI Ultra 190 Sport 4dr S Tronic,2015,2018,AUA420US14SDTA  5   
ML19MMV,37000,84491,28/03/2019,19250,21750,05/01/2024,,LEXUS,NX,NX ESTATE,300h 2.5 Sport 5dr CVT [Premium Nav],2017,2021,LENX25PSN5EHIA4 1   
EK17LCY,54000,68104,20/03/2017,12500,15000,24/01/2024,,BMW,4 SERIES,4 SERIES DIESEL COUPE,420d [190] M Sport 2dr Auto [Professional Media],2013,2020,BM4S20MP12CDTA      
KE18FMC,23000,83939,20/07/2018,6900,8400,19/12/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.4 SRi Vx-line Nav Black 3dr,2014,2019,VACO14SVB3HPIM  5   
KW70JVZ,22000,94799,21/12/2020,8925,10450,03/01/2024,,SUZUKI,SWIFT,SWIFT HATCHBACK,1.2 Dualjet 83 12V Hybrid SZ-L 5dr,2017,0,SISW12SZL5HPIM  5   
VK71LHJ,5000,94986,18/11/2021,15400,17400,09/01/2024,,CITROEN,C4,E-C4 ELECTRIC HATCHBACK,100kW Shine Plus 50kWh 5dr Auto,2020,0,CIC400SHP5HE A  3   
NG19LNC,42000,78816,22/05/2019,18750,21500,19/01/2024,,BMW,5 SERIES,5 SERIES SALOON,530e M Sport 4dr Auto,2017,2020,BM5A20MS 4SXTA  6   
KO17NBZ,48000,71912,31/05/2017,11100,13100,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A200d AMG Line Executive 5dr Auto,2015,2018,MEAC212OX5HDTA  5   
T80JMR,4000,96358,02/09/2022,11800,13600,19/12/2023,,DACIA,SANDERO,SANDERO HATCHBACK,1.0 TCe Comfort 5dr CVT,2021,2022,DASA10COM5HPTA  2   
YF21LVW,31000,93368,14/05/2021,10350,12150,19/12/2023,,SEAT,ARONA,ARONA HATCHBACK,1.0 TSI 110 FR [EZ] 5dr,2017,2021,SEAN10FZ15HPTM      
AK70AKN,34000,92438,30/09/2020,14550,16550,18/01/2024,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.5 TSI Style 5dr,2020,0,VWGO15STY5HPTM  7   
KW70JWG,15000,94799,21/12/2020,9350,10850,24/01/2024,,SUZUKI,SWIFT,SWIFT HATCHBACK,1.2 Dualjet 83 12V Hybrid SZ-L 5dr,2017,0,SISW12SZL5HPIM  5   
AP70AUU,25000,90904,29/10/2020,21250,24250,03/01/2024,,BMW,3 SERIES,3 SERIES SALOON,330e M Sport 4dr Auto [Plus Pack],2019,2022,BM3E20MPU4SXTA  8   
BJ71YXC,11000,94653,29/09/2021,11300,13800,24/01/2024,,RENAULT,CLIO,CLIO HATCHBACK,1.0 TCe 90 S Edition 5dr,2019,2023,R1CL10SE95HPTM  7   
YX71LJU,19000,93339,04/09/2021,12700,14800,19/12/2023,,MG MOTOR UK,ZS,ZS HATCHBACK,1.5 VTi-TECH Exclusive 5dr,2020,0,NMZS15EXC5HPIM  1   
NH21CXE,35000,93408,26/07/2021,12700,14700,12/01/2024,,SEAT,LEON,LEON HATCHBACK,1.4 eHybrid FR 5dr DSG,2020,0,SELE14FR 5HXTA  5   
LL71XLA,13000,98018,30/11/2021,10750,12550,18/01/2024,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 Elite Edition 5dr,2019,2023,VACO12EIE5HPIM  6   
EK70HDE,38000,91214,16/10/2020,13800,15900,24/01/2024,,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Icon 5dr CVT,2019,0,TOCH18ICO5HHIA  1   
LV17YCJ,49000,78911,28/04/2017,6700,8700,19/12/2023,,HYUNDAI,I30,I30 HATCHBACK,1.0T GDI S 5dr,2017,2020,HYI310BDS5HPTM  4   
YG19RCM,41000,85082,25/06/2019,8475,10500,19/12/2023,,SEAT,LEON,LEON HATCHBACK,1.0 TSI SE [EZ] 5dr,2016,2020,SELE10SEZ5HPTM  4   
BT69OTZ,34000,78488,27/11/2019,10700,12700,24/01/2024,,VOLKSWAGEN,GOLF,GOLF ELECTRIC HATCHBACK,99kW e-Golf 35kWh 5dr Auto,2017,2020,VWGO00EGF5HE A  6   
WJ69CVR,29000,87600,29/10/2019,19550,23250,19/12/2023,,AUDI,TT,TT COUPE,45 TFSI Quattro Sport 2dr S Tronic [Tech Pack],2018,0,AUTT204TT2CPTA4 3   
YO69BBU,64000,88239,14/02/2020,10050,12500,24/01/2024,,FORD,MONDEO,MONDEO DIESEL HATCHBACK,2.0 EcoBlue Zetec Edition 5dr,2019,2022,FOMO20ZTE5HDTM  7   
LM20JUC,21000,91796,27/06/2020,9500,11600,16/01/2024,,RENAULT,CAPTUR,CAPTUR HATCHBACK,1.0 TCE 100 Iconic 5dr,2019,0,R1CP10ICO5HPTM  2   
YP70UTX,35000,85295,22/10/2020,11950,13750,02/01/2024,,SEAT,IBIZA,IBIZA HATCHBACK,1.0 TSI 115 FR Sport [EZ] 5dr,2017,2021,SEIB10FSZ5HPTM  8   
BK21HDZ,39000,87257,31/03/2021,12150,14250,19/12/2023,,CITROEN,C5 AIRCROSS,C5 AIRCROSS HATCHBACK,1.2 PureTech 130 Flair 5dr,2018,2022,CI5R12FL 5HPTM      
RK70DHX,10000,91802,11/09/2020,12550,14700,19/12/2023,,RENAULT,CAPTUR,CAPTUR HATCHBACK,1.3 TCE 130 S Edition 5dr EDC,2019,0,R1CP13SED5HPTA  2   
MF65PXX,81000,62489,28/09/2015,4925,6725,19/12/2023,,MAZDA,3,MAZDA3 HATCHBACK,2.0 SE-L Nav 5dr,2013,2016,MA3 20LSN5HPIM  3   
HS19HWB,30000,84018,02/05/2019,7675,9475,19/12/2023,,RENAULT,CLIO,CLIO HATCHBACK,0.9 TCE 90 GT Line 5dr,2016,2019,R1CL09GL 5HPTM  6   
KJ18XEM,57000,73089,29/06/2018,15900,18350,19/12/2023,,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,C220d AMG Line Premium 2dr Auto,2015,2018,MECC21LAP2CDTA  1   
BK70WLR,29000,89347,23/09/2020,20300,22500,19/12/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
MJ70WUC,16000,90721,16/10/2020,12450,14950,19/12/2023,,PEUGEOT,208,E-208 ELECTRIC HATCHBACK,100kW Allure 50kWh 5dr Auto,2019,2023,PE2800ALL5HE A  2   
DX68YSG,51000,80632,30/11/2018,6725,8725,19/12/2023,,VAUXHALL,ASTRA,ASTRA SPORTS TOURER,1.0T ecoTEC Tech Line Nav 5dr,2016,2019,VAAS10TLT5EPTM  7   
YO17XGF,21000,75350,20/03/2017,14450,16450,19/12/2023,,AUDI,A3,A3 DIESEL SALOON,1.6 TDI S Line 4dr S Tronic,2016,2019,AUA316SL 4SDTA  1   
BU20VVH,30000,90176,30/06/2020,15650,17750,19/12/2023,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.0 Exceed 5dr CVT,2018,2021,MIOU20EXD5EPIA4 5   
VE18LHA,40000,81976,28/06/2018,9250,11050,18/01/2024,,VOLKSWAGEN,POLO,POLO HATCHBACK,1.0 TSI 95 SE 5dr,2018,2021,VWPO105ES5HPTM  6   
BP15OBV,72000,66603,25/06/2015,9050,11800,19/12/2023,,AUDI,A5,A5 COUPE SPECIAL EDITIONS,2.0 TDI 177 Quattro Black Ed Plus 2dr S Tronic,2011,2016,AUA520B7P2CDTA4 1   
KM18AGX,68000,71831,22/03/2018,8250,10300,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 SE 5dr,2015,2018,MEAC16SE 5HPTM  5   
YH22URR,10000,92882,14/06/2022,12700,14495,19/12/2023,,PEUGEOT,208,208 HATCHBACK,1.2 PureTech 100 Active Premium 5dr,2019,2023,PE2812AP15HPTM  2   
GC21KZA,13000,92353,30/07/2021,11450,12950,02/01/2024,,VOLKSWAGEN,UP,UP ELECTRIC HATCHBACK,60kW E-Up 32kWh 5dr Auto,2016,2022,VWUP00EU35HE A  1   
VL19ECW,34000,88625,26/07/2019,21500,24500,19/12/2023,,JAGUAR,F-PACE,F-PACE ESTATE SPECIAL EDITIONS,2.0d [180] Chequered Flag 5dr Auto AWD,2016,2020,JAFP20CQF5EDTA4     
CY19XCW,13000,88080,23/07/2019,19800,22000,19/12/2023,,VOLKSWAGEN,TIGUAN ALLSPACE,TIGUAN ALLSPACE DIESEL ESTATE,2.0 TDI Match 5dr,2018,2021,VWTS20MAT5EDTM      
RV69OHE,29000,89907,30/09/2019,19350,22000,19/12/2023,,BMW,3 SERIES,3 SERIES SALOON,330e M Sport 4dr Auto,2019,2022,BM3E20MS 4SXTA  8   
BW66XZG,46000,64483,03/01/2017,4250,5995,19/12/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.2 DiG-T Acenta 5dr,2014,2020,NIJU12ACE5HPSM  1   
