VRM,mileage,CAP ID,Reg Date,Clean,Retail,ValuationDate,Mileage10000,CAPMan,CAPRange,CAPMod,CAPDer,ModIntroduced,ModDiscontinued,CAP Code
VE70CUO,30000,95533,30/11/2020,12800,14900,06/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,2017,2021,NIQQ13A5P5HPTA  3   
NA20LLM,20000,85754,31/07/2020,13300,15395,04/01/2024,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,2018,2021,KISP162  5EPIM  5   
MJ70KXA,32000,91751,30/10/2020,10950,12750,16/01/2024,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 125 Active X Edition 5dr,2017,2021,FOFI102AX5HPTM  9   
AJ21CZO,53000,90213,30/06/2021,15350,17450,05/01/2024,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.4 PHEV Dynamic 5dr Auto,2018,2021,MIOU24DYN5EXIA4 5   
RK70SKN,13000,86047,01/09/2020,18550,20500,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 AMG Line Executive 5dr Auto,2018,2022,MEAC13AEL5HPTA  6   
CE70XTL,39000,91751,12/11/2020,10750,12550,24/01/2024,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 125 Active X Edition 5dr,2017,2021,FOFI102AX5HPTM  9   
FN21CUC,15000,77964,23/06/2021,16250,18250,24/01/2024,,HONDA,CIVIC,CIVIC HATCHBACK,1.5 VTEC Turbo Sport 5dr,2017,2022,HOCI15SPO5HPTM  6   
MT20FBG,13000,80941,30/06/2020,11350,13350,19/12/2023,,PEUGEOT,308,308 HATCHBACK,1.2 PureTech 130 GT Line 5dr,2017,2021,PE3812GL35HPTM  2   
MJ20NRU,13000,89921,24/06/2020,14450,16600,19/12/2023,,KIA,NIRO,NIRO ESTATE,1.6 GDi Hybrid 2 5dr DCT,2019,2022,KINI162  5EHIA  1   
KP19OXR,35000,83856,26/04/2019,8925,11000,09/01/2024,,NISSAN,JUKE,JUKE DIESEL HATCHBACK,1.5 dCi Bose Personal Edition 5dr,2014,2020,NIJU15BPE5HDTM  1   
LA16LZJ,57000,71938,07/07/2016,5925,7875,24/01/2024,,KIA,CEED,CEED DIESEL HATCHBACK,1.6 CRDi ISG 3 5dr,2015,2018,KICD163IS5HDTM  3   
MM69FKW,31000,90541,19/12/2019,23900,26250,10/01/2024,,TESLA,MODEL 3,MODEL 3 SALOON,Performance AWD 4dr [Performance Upgrade] Auto,2019,0,TEM300PU 4SE A4     
PE20URM,12000,91093,17/06/2020,11950,14050,19/12/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.0 DiG-T N-Connecta 5dr,2019,0,NIJU10NCN5HPTM  2   
MJ20HGE,20000,90146,25/06/2020,26850,30750,20/12/2023,,AUDI,Q5,Q5 ESTATE,50 TFSI e Quattro S Line 5dr S Tronic [Tech Pack],2016,2020,AUQ5205SH5EXTA4 2   
MJ19DXF,45000,87815,27/03/2019,10700,12700,19/12/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.0 TSI 115 Match 5dr,2017,2020,VWGO10MAT5HPTM  6   
HV70UME,18000,90734,27/10/2020,12700,14800,19/12/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,2019,2022,NMZS00ECV5HE A      
SF15RHM,69000,60083,30/07/2015,5625,7725,19/12/2023,,SKODA,OCTAVIA,OCTAVIA DIESEL ESTATE,2.0 TDI CR SE 5dr,2013,2017,SKOC20SE 5EDTM  3   
AU17LZL,54000,77737,31/03/2017,10350,12450,19/12/2023,,PEUGEOT,3008,3008 DIESEL ESTATE,1.6 BlueHDi 120 Allure 5dr EAT6,2016,2020,PE30162AL5EDTA  2   
CE72UUL,17000,99236,09/09/2022,13900,16000,19/12/2023,,DS,DS 3,DS 3 ELECTRIC CROSSBACK HATCHBACK,100kW E-TENSE Bastille 50kWh 5dr Auto,2019,2023,DS3C00BS15HE A      
YM18VKD,45000,71784,29/06/2018,4475,5975,19/12/2023,,FIAT,500,500 HATCHBACK,1.2 Pop 3dr,2015,0,FI5012POP3HPIM  1   
SY68FKE,38000,84643,30/09/2018,13500,15600,19/12/2023,,MAZDA,CX-5,CX-5 DIESEL ESTATE,2.2d Sport Nav+ 5dr,2017,2021,MAC522SPP5EDTM  1   
MM22VKD,19000,100513,30/06/2022,13100,15100,10/01/2024,,CITROEN,C4,C4 HATCHBACK,1.2 PureTech [130] C-Series Edition 5dr,2020,0,CIC412CE35HPTM  3   
SD70DWM,47000,83541,05/10/2020,10450,12450,19/12/2023,,FORD,FOCUS,FOCUS DIESEL HATCHBACK,1.5 EcoBlue 120 ST-Line 5dr,2018,2022,FOFO15S2T5HDTM  6   
AO70YRY,17000,90727,01/09/2020,13850,16400,16/01/2024,,PEUGEOT,208,E-208 ELECTRIC HATCHBACK,100kW GT 50kWh 5dr Auto,2019,2023,PE2800GT 5HE A  2   
YS70JWU,22000,90734,03/12/2020,12450,14550,19/12/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,2019,2022,NMZS00ECV5HE A      
NX69OBL,23000,81138,20/09/2019,16150,18200,19/12/2023,,JAGUAR,E-PACE,E-PACE DIESEL ESTATE,2.0d R-Dynamic S 5dr 2WD,2017,2020,JAEP20RDS5EDTM      
FG70CGV,43000,91222,29/09/2020,15950,18050,19/12/2023,,TOYOTA,C-HR,C-HR HATCHBACK,2.0 Hybrid Excel 5dr CVT,2019,0,TOCH20EXL5HHIA  1   
YK21XOE,50000,89347,05/03/2021,19400,21750,18/01/2024,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
FD21KNK,35000,87325,18/06/2021,12900,14900,19/12/2023,,FORD,FOCUS,FOCUS DIESEL HATCHBACK,1.5 EcoBlue 120 Active X Auto 5dr,2018,2022,FOFO15A2X5HDTA  6   
LO69FBX,56000,88752,29/11/2019,16800,18900,05/01/2024,,VOLVO,XC60,XC60 ESTATE,2.0 T5 [250] Momentum 5dr Geartronic,2017,2021,VOX620M505EPTA  2   
MK20DOJ,27000,83049,17/03/2020,17150,19600,19/12/2023,,TOYOTA,PRIUS+,PRIUS+ ESTATE,1.8 VVTi Excel TSS 5dr CVT Auto,2015,2020,TOPP18ESS5EHIA  1   
KE19AXU,37000,87063,17/06/2019,13050,15050,19/12/2023,,MINI,CLUBMAN,CLUBMAN DIESEL ESTATE,2.0 Cooper D Exclusive 6dr Auto [Comfort Pack],2015,2019,MNCC20EXC6EDTA  2   
LGZ3661,36000,78237,27/09/2018,13150,15650,19/12/2023,,JAGUAR,XE,XE SALOON,2.0 Ingenium R-Sport 4dr Auto,2015,2019,JAXE20IRS4SPTA      
DG68UYM,27000,86193,05/09/2018,10150,12250,19/12/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 Acenta Premium 5dr,2017,2020,NIQQ15AP15HDTM  3   
HD21LMF,17000,96280,15/07/2021,29000,34000,19/12/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,2.0 TSI 320 R 4Motion 5dr DSG,2020,0,VWGO20R  5HPTA4 7   
BN18USD,36000,78450,23/03/2018,16100,18100,19/12/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,2.0 TSI 245 GTI Performance 3dr DSG,2017,2020,VWGO20GTH3HPTA  6   
SY68OWJ,40000,83781,28/09/2018,13350,15350,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d Sport 5dr Auto,2018,2022,MEAC15SPO5HDTA  6   
FP20JKN,22000,85754,21/08/2020,13150,15250,04/01/2024,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,2018,2021,KISP162  5EPIM  5   
HN70LJO,25000,90733,24/11/2020,11450,13550,19/12/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Excite EV 45kWh 5dr Auto,2019,2022,NMZS00EXV5HE A      
ND66GWC,38000,75968,01/12/2016,14350,16350,19/12/2023,,AUDI,Q2,Q2 ESTATE,1.4 TFSI S Line 5dr S Tronic,2016,2020,AUQ214SL 5EPTA      
WM69NPX,32000,89887,07/02/2020,16800,18800,19/12/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i M Sport 5dr Step Auto,2019,0,BM1S15MS 5HPTA  4   
LF70TVV,33000,89233,10/12/2020,22750,25000,10/01/2024,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
FG70CZX,44000,91222,29/09/2020,15900,18000,19/12/2023,,TOYOTA,C-HR,C-HR HATCHBACK,2.0 Hybrid Excel 5dr CVT,2019,0,TOCH20EXL5HHIA  1   
LF17WLG,68000,77724,06/03/2017,9675,11750,19/12/2023,,KIA,SPORTAGE,SPORTAGE DIESEL ESTATE,1.7 CRDi ISG 3 5dr DCT Auto [Panoramic Roof],2016,2018,KISP173  5EDTA  4   
AE21UJW,60000,90213,30/04/2021,14850,16950,05/01/2024,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.4 PHEV Dynamic 5dr Auto,2018,2021,MIOU24DYN5EXIA4 5   
YA71BWX,12000,98547,27/01/2022,13250,15050,24/01/2024,,VAUXHALL,CORSA,CORSA ELECTRIC HATCHBACK,100kW Elite Premium 50kWh 5dr Auto [11kWCh],2019,2023,VACO00EPR5HE A  6   
BL68RWX,91000,80222,11/01/2019,11900,14350,19/12/2023,,AUDI,A4,A4 DIESEL AVANT,2.0 TDI Ultra 190 S Line 5dr S Tronic [Ltr/Alc],2015,2018,AUA420ULL5EDTA  5   
KN68FSC,49000,83781,24/09/2018,12650,14650,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d Sport 5dr Auto,2018,2022,MEAC15SPO5HDTA  6   
WP71KMF,38000,89233,10/12/2021,24150,26500,10/01/2024,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
BJ16EPE,50000,66059,25/05/2016,16000,18095,05/01/2024,,VOLKSWAGEN,TOUAREG,TOUAREG DIESEL ESTATE,3.0 V6 TDI BlueMotion Tech 262 R-Line 5dr Tip Auto,2014,2019,VWTO30RL65EDTA4 3   
YK67OFO,36000,74083,05/09/2017,25050,29750,19/12/2023,,BMW,M4,M4 COUPE,M4 2dr DCT [Competition Pack],2014,2020,BMM430M4C2CPTA      
MA71ZGT,53000,96144,10/09/2021,13250,15350,19/12/2023,,PEUGEOT,2008,E-2008 ELECTRIC ESTATE,100kW GT Premium 50kWh 5dr Auto,2019,2023,PE2000GTR5EE A  2   
NA20VJD,39000,86519,17/07/2020,10500,12600,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr,2017,2021,NIQQ13AP65HPTM  3   
BW19TLZ,45000,86134,27/06/2019,9875,11950,24/01/2024,,HYUNDAI,TUCSON,TUCSON DIESEL ESTATE,1.6 CRDi S Connect 5dr 2WD,2018,2021,HYTU16SCO5EDTM  3   
AE69OLP,49000,90213,20/09/2019,14050,16200,25/01/2024,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.4 PHEV Dynamic 5dr Auto,2018,2021,MIOU24DYN5EXIA4 5   
DN72VCM,20000,100089,31/10/2022,9500,11295,19/12/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 Design 5dr,2019,2023,VACO12DES5HPIM  6   
MF19EVU,18000,88355,29/03/2019,10150,11950,04/01/2024,,PEUGEOT,2008,2008 DIESEL ESTATE,1.5 BlueHDi 100 GT Line 5dr [5 Speed],2016,2019,PE20155GL5EDTM  1   
LV22CUA,4000,96778,06/04/2022,16200,18200,19/12/2023,,MINI,HATCHBACK,ELECTRIC HATCHBACK,135kW Cooper S Level 2 33kWh 3dr Auto,2021,2024,MNCS00CL23HE A  5   
MW71VVZ,36000,89233,17/12/2021,24550,27000,19/12/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
DX20MBO,23000,89888,03/03/2020,22750,25000,19/12/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,M135i xDrive 5dr Step Auto,2019,0,BM1S20M135HPTA4 4   
YH66CEJ,62000,67961,28/09/2016,6475,8475,19/12/2023,,BMW,1 SERIES,1 SERIES DIESEL HATCHBACK,116d EfficientDynamics Plus 5dr,2015,2019,BM1S15EDL5HDTM  3   
EN21UFM,11000,95582,30/06/2021,20050,22500,19/12/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i [136] M Sport 5dr Step Auto,2019,0,BM1S15M365HPTA  4   
MT19FSG,62000,87895,29/03/2019,8850,10950,19/12/2023,,RENAULT,KADJAR,KADJAR HATCHBACK,1.3 TCE GT Line 5dr,2019,2022,R1KJ13GL 5HPTM  1   
GL20AEX,5000,86548,03/08/2020,8675,10500,19/12/2023,,MG MOTOR UK,MG3,MG3 HATCHBACK,1.5 VTi-TECH Exclusive 5dr,2018,0,NM3 15EXC5HPIM  1   
HV20YGO,47000,85754,20/07/2020,11600,13700,04/01/2024,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,2018,2021,KISP162  5EPIM  5   
LA15HGE,51000,67985,28/08/2015,9675,11700,19/12/2023,,BMW,1 SERIES,1 SERIES DIESEL HATCHBACK,118d M Sport 5dr Step Auto,2015,2019,BM1S20MS85HDTA  3   
NA70JDO,33000,91716,03/11/2020,20550,23500,12/01/2024,,AUDI,E-TRON,E-TRON ESTATE,230kW 50 Quattro 71kWh Technik 5dr Auto,2019,2022,AUET00TEK5EE A4     
SL70CUV,23000,91095,28/09/2020,13150,15250,19/12/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.0 DiG-T Tekna 5dr,2019,0,NIJU10TEK5HPTM  2   
NC19JMX,17000,85753,21/06/2019,11300,13400,04/01/2024,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6 GDi ISG 1 5dr,2018,2021,KISP161  5EPIM  5   
YL15LXO,53000,57299,31/08/2015,4150,5975,03/01/2024,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost Zetec 5dr,2012,2017,FOFI10ZE 5HPTM  8   
HT71LJZ,19000,97312,02/01/2022,11250,13050,19/12/2023,,RENAULT,ZOE,ZOE HATCHBACK,100kW GT Line R135 50kWh Rapid Charge 5dr Auto,2019,0,R1ZO00GRC5HE A  1   
FY68TGE,53000,77621,28/09/2018,11150,13150,19/12/2023,,MINI,COUNTRYMAN,COUNTRYMAN DIESEL HATCHBACK,2.0 Cooper D 5dr,2017,2020,MNCM20   5HDTM  1   
VU71LNT,8000,90727,30/09/2021,15300,17800,09/01/2024,,PEUGEOT,208,E-208 ELECTRIC HATCHBACK,100kW GT 50kWh 5dr Auto,2019,2023,PE2800GT 5HE A  2   
RK20FZU,19000,88602,29/06/2020,20700,23250,19/12/2023,,JAGUAR,XE,XE SALOON,2.0 R-Dynamic S 4dr Auto,2019,0,JAXE20RDS4SPTA  1   
VN22UWA,26000,98931,05/05/2022,13700,15700,24/01/2024,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost Trend 5dr,2021,0,FOFO10TR15HPTM  7   
LO16YSV,47000,66765,31/05/2016,4650,6150,08/01/2024,,SMART,FORFOUR,FORFOUR HATCHBACK,1.0 Prime Premium 5dr,2015,2019,SMFF10PRP5HPIM  1   
BL22BFX,17000,92890,17/06/2022,13650,16150,16/01/2024,,PEUGEOT,208,E-208 ELECTRIC HATCHBACK,100kW Allure Premium 50kWh 5dr Auto,2019,2023,PE2800AP 5HE A  2   
KW70JWA,24000,94799,21/12/2020,8850,10350,24/01/2024,,SUZUKI,SWIFT,SWIFT HATCHBACK,1.2 Dualjet 83 12V Hybrid SZ-L 5dr,2017,0,SISW12SZL5HPIM  5   
HT65GAX,57000,64071,29/01/2016,8350,10650,19/12/2023,,BMW,2 SERIES,2 SERIES DIESEL ACTIVE TOURER,218d M Sport 5dr Step Auto,2014,2018,BM2S20MS 5HDTA      
WT21FJN,19000,97310,26/07/2021,10500,12300,19/12/2023,,RENAULT,ZOE,ZOE HATCHBACK,100kW Iconic R135 50kWh Rapid Charge 5dr Auto,2019,0,R1ZO00I5R5HE A  1   
FE66XHY,31000,75142,19/12/2016,14650,16650,19/12/2023,,MERCEDES-BENZ,CLA,CLA DIESEL COUPE,CLA 220d AMG Line 4Matic 4dr Tip Auto,2016,2019,MECA21D0A4SDTA4 1   
LR21ZGZ,27000,96144,23/03/2021,14650,16750,16/01/2024,,PEUGEOT,2008,E-2008 ELECTRIC ESTATE,100kW GT Premium 50kWh 5dr Auto,2019,2023,PE2000GTR5EE A  2   
HK18GNU,38000,83038,31/05/2018,11100,13200,19/12/2023,,HYUNDAI,TUCSON,TUCSON SPECIAL EDITIONS,1.6 TGDi Go SE 5dr 2WD,2016,2018,HYTU16GOS5EPTM  2   
YA19LNW,16000,87825,14/05/2019,14150,16150,19/12/2023,,VOLKSWAGEN,GOLF,GOLF DIESEL HATCHBACK,1.6 TDI Match 5dr DSG,2017,2020,VWGO16MAT5HDTA  6   
FP17KPE,51000,64851,28/04/2017,4750,6250,08/01/2024,,TOYOTA,AYGO,AYGO HATCHBACK,1.0 VVT-i X-Play 5dr,2014,2018,TOAY10XPL5HPIM  3   
NA70ARO,29000,91716,30/09/2020,21000,24000,12/01/2024,,AUDI,E-TRON,E-TRON ESTATE,230kW 50 Quattro 71kWh Technik 5dr Auto,2019,2022,AUET00TEK5EE A4     
BU68ZNV,26000,78418,23/11/2018,10850,12850,24/01/2024,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.0 TSI 110 SE 5dr,2017,2020,VWGO10SE 5HPTM  6   
LC70ZPX,25000,89233,11/12/2020,23550,25750,10/01/2024,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
CE65EUZ,58000,63063,18/09/2015,7500,9275,19/12/2023,,MINI,HATCHBACK,HATCHBACK,2.0 Cooper S 3dr [Chili Pack],2014,2021,MNCS20CP 3HPTM  4   
FG20DFN,35000,91224,30/06/2020,16250,18300,19/12/2023,,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Dynamic 5dr CVT,2019,0,TOCH18DYN5HHIA  1   
OE70NWV,21000,93196,11/12/2020,26500,30500,03/01/2024,,JAGUAR,I-PACE,I-PACE ESTATE,294kW EV400 HSE 90kWh 5dr Auto [11kW Charger],2018,2022,JAIP00HS15EE A4     
FY69VVM,40000,85762,02/12/2019,11850,13950,19/12/2023,,KIA,SPORTAGE,SPORTAGE DIESEL ESTATE,1.6 CRDi ISG 2 5dr,2018,2021,KISP162  5EDTM  5   
YP72BAU,16000,97331,30/11/2022,20100,22250,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T MH 158 N-Connecta 5dr Xtronic,2021,0,NIQQ13NC85HPTA  4   
EY16UCL,34000,57295,01/03/2016,6175,7975,19/12/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.25 82 Zetec 5dr,2012,2017,FOFI12ZE85HPIM  8   
YM19NNA,29000,85575,31/03/2019,9400,11550,19/12/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.6 [112] Bose Personal Edition 5dr,2014,2020,NIJU16BPE5HPIM  1   
YO21OUX,32000,87811,25/06/2021,19850,21750,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A220d AMG Line Executive 5dr Auto,2018,2022,MEAC202ME5HDTA  6   
MJ20GLY,19000,90126,16/06/2020,8600,10700,19/12/2023,,RENAULT,CLIO,CLIO HATCHBACK,1.0 TCe 100 Play 5dr,2019,2023,R1CL10PL 5HPTM  7   
BW21CMF,25000,90731,16/07/2021,12600,14700,15/01/2024,,DS,DS 3,DS 3 ELECTRIC CROSSBACK HATCHBACK,100kW E-TENSE Ultra Prestige 50kWh 5dr Auto,2019,2023,DS3C00UP 5HE A      
EA21OLC,24000,91061,30/04/2021,15500,17500,18/01/2024,,HYUNDAI,IONIQ,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,2019,2022,HYIN16PSE5HHIA  1   
SL20OBG,35000,86519,28/07/2020,10750,12850,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr,2017,2021,NIQQ13AP65HPTM  3   
OV70LWP,28000,93196,26/11/2020,25850,29500,19/12/2023,,JAGUAR,I-PACE,I-PACE ESTATE,294kW EV400 HSE 90kWh 5dr Auto [11kW Charger],2018,2022,JAIP00HS15EE A4     
EU66MZG,59000,73658,02/09/2016,7100,9175,02/01/2024,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.6 DiG-T N-Connecta 5dr,2014,2017,NIQQ16NCN5HPTM  2   
WF69NJU,36000,88931,28/09/2019,19600,21750,19/12/2023,,MERCEDES-BENZ,CLA,CLA COUPE,CLA 200 AMG Line 4dr Tip Auto,2019,2023,MECA132OA4SPTA  2   
PK15HUU,59000,63661,26/03/2015,3925,5725,19/12/2023,,VAUXHALL,ASTRA,ASTRA HATCHBACK SPECIAL EDS,1.6i 16V Limited Edition 5dr [Leather],2012,2015,VAAS16LML5HPIM  6   
CF71NNK,12000,93076,18/01/2022,32800,35500,17/01/2024,,FORD,MUSTANG MACH-E,MUSTANG MACH-E ESTATE,258kW Extended Range 88kWh AWD 5dr Auto,2020,0,FOMU00ER95EE A4     
GY20AFK,34000,89887,31/03/2020,17000,19000,19/12/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i M Sport 5dr Step Auto,2019,0,BM1S15MS 5HPTA  4   
KR16JUK,62000,64716,06/06/2016,3975,5475,18/01/2024,,SKODA,CITIGO,CITIGO HATCHBACK,1.0 MPI Monte Carlo 3dr,2012,2017,SKCI10MC 3HPIM      
HN70OME,46000,91799,30/09/2020,9975,12050,24/01/2024,,RENAULT,CAPTUR,CAPTUR HATCHBACK,1.3 TCE 130 S Edition 5dr,2019,0,R1CP13SED5HPTM  2   
DL70KBX,43000,88900,31/10/2020,13450,15550,19/12/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.6 Hybrid4 300 Elite Nav 5dr Auto,2017,2021,VAGX16E385HXTA4     
VK71NDN,28000,97610,07/10/2021,15900,17700,19/12/2023,,VOLKSWAGEN,POLO,POLO HATCHBACK SPECIAL EDITIONS,2.0 TSI 207 GTI+ 5dr DSG,2019,2021,VWPO20G205HPTA  6   
FT16PSO,47000,71916,23/03/2016,11700,13700,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A200d AMG Line Premium Plus 5dr Auto,2015,2018,MEAC212OG5HDTA  5   
DA68UEM,28000,84625,11/12/2018,10150,12250,19/12/2023,,DACIA,DUSTER,DUSTER ESTATE,1.6 SCe Prestige 5dr,2018,2021,DADU16PRE5EPIM  3   
CE21BGZ,30000,93338,30/03/2021,10200,12300,19/12/2023,,MG MOTOR UK,ZS,ZS HATCHBACK,1.5 VTi-TECH Excite 5dr,2020,0,NMZS15EXT5HPIM  1   
BP70AYU,24000,93408,31/12/2020,13150,15150,18/12/2023,,SEAT,LEON,LEON HATCHBACK,1.4 eHybrid FR 5dr DSG,2020,0,SELE14FR 5HXTA  5   
YH67BVT,28000,80389,29/09/2017,8550,10050,19/12/2023,,TOYOTA,AYGO,AYGO HATCHBACK SPECIAL EDITIONS,1.0 VVT-i X-Cite 4 5dr x-shift,2014,2018,TOAY10XC45HPIA  3   
KP69FPA,34000,86126,15/10/2019,10600,12700,19/12/2023,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,2018,2021,HYTU16SEN5EPIM  3   
MV72OWK,12000,99322,01/09/2022,36900,40250,19/12/2023,,TESLA,MODEL Y,MODEL Y HATCHBACK,Long Range AWD 5dr Auto,2021,0,TEMY00LR 5HE A4     
BG71CCY,8000,91065,01/10/2021,15200,17700,19/12/2023,,HYUNDAI,IONIQ,IONIQ ELECTRIC HATCHBACK,100kW Premium SE 38kWh 5dr Auto,2019,2022,HYIN00PSE5HE A  1   
WF20WLW,18000,87782,15/06/2020,25700,29750,19/12/2023,,MERCEDES-BENZ,E CLASS,E CLASS CABRIOLET,E350 AMG Line Premium 2dr 9G-Tronic,2017,2020,MEEC200LP2BPTA  2   
EA21OMW,23000,91061,30/04/2021,15550,17550,18/01/2024,,HYUNDAI,IONIQ,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,2019,2022,HYIN16PSE5HHIA  1   
FN70LBK,25000,83971,02/09/2020,10100,11600,09/01/2024,,KIA,PICANTO,PICANTO HATCHBACK,1.25 X-Line S 5dr,2017,2020,KIPI12XLS5HPIM  4   
GF71OSK,18000,92886,10/12/2021,12250,14050,19/12/2023,,PEUGEOT,208,208 HATCHBACK,1.2 PureTech 100 Allure Premium 5dr,2019,2023,PE2812A0P5HPTM  2   
SB69GUG,42000,79653,07/01/2020,7125,8625,24/01/2024,,SUZUKI,SWIFT,SWIFT HATCHBACK,1.0 Boosterjet SZ-T 5dr,2017,0,SISW10SZT5HPTM  5   
YB21ZFF,3000,92715,10/03/2021,20100,22250,19/12/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.5 eTSI 150 R-Line 5dr DSG,2020,0,VWGO15R1L5HPTA  7   
FG21PZD,21000,95409,22/04/2021,16950,19050,18/01/2024,,PEUGEOT,3008,3008 ESTATE,1.2 PureTech GT 5dr,2020,2024,PE3012GT 5EPTM  3   
EP19TLY,33000,85595,25/06/2019,15600,18100,19/12/2023,,AUDI,A4,A4 SALOON,35 TFSI S Line 4dr S Tronic,2018,2019,AUA420SL 4SPTA  6   
ND17EFN,66000,77499,09/06/2017,10900,13050,08/12/2023,,SKODA,KODIAQ,KODIAQ ESTATE,1.4 TSI SE 5dr [7 Seat],2017,2021,SKKO147SE5EPTM      
KE69AXO,20000,85458,25/02/2020,25300,30250,19/12/2023,,AUDI,A3,A3 SPORTBACK,S3 TFSI 300 Quattro Black Edition 5dr S Tronic,2016,2020,AUA3205SB5HPTA4 4   
YK70NGV,40000,89962,07/09/2020,26850,29750,19/12/2023,,MERCEDES-BENZ,GLC COUPE,GLC DIESEL COUPE,GLC 220d 4Matic AMG Line 5dr 9G-Tronic,2019,2023,MEGG2022L5EDTA4 1   
YD15VKA,39000,64549,24/03/2015,9000,11100,19/12/2023,,NISSAN,X-TRAIL,X-TRAIL DIESEL STATION WAGON,1.6 dCi Tekna 5dr 4WD [7 Seat],2014,2018,NIXT16TE75WDTM4 3   
EA68SMX,30000,86039,31/10/2018,13800,15795,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 Sport Executive 5dr Auto,2018,2022,MEAC13OPE5HPTA  6   
EY70WCR,38000,86126,05/11/2020,11450,13550,24/01/2024,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,2018,2021,HYTU16SEN5EPIM  3   
WF70GPK,37000,91695,24/09/2020,12250,14050,09/01/2024,,PEUGEOT,2008,2008 DIESEL ESTATE,1.5 BlueHDi Allure 5dr,2019,2022,PE2015ALL5EDTM  2   
WF21YMM,29000,91359,31/03/2021,21150,23250,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL SALOON,A220d AMG Line Executive 4dr Auto,2019,2022,MEAC202ME4SDTA      
