VRM,mileage,CAP ID,Reg Date,Clean,Retail,ValuationDate,Mileage10000,CAPMan,CAPRange,CAPMod,CAPDer,ModIntroduced,ModDiscontinued,CAP Code
HV70GPX,46000,90638,2015-04-21,9225,11000,14/11/2023,,RENAULT,CLIO,CLIO HATCHBACK,1.0 TCe 100 S Edition 5dr,2019,2023,R1CL10SED5HPTM  7   
GV16CFJ,80000,70237,2015-04-21,9625,11995,15/11/2023,,BMW,3 SERIES,3 SERIES DIESEL SALOON,320d M Sport 4dr Step Auto,2015,2018,BM3220MS 4SDTA  7   
PE69UAT,24000,88920,2015-04-21,8000,9500,16/11/2023,,FIAT,500,500 HATCHBACK,1.2 Rock Star 3dr,2015,0,FI5012CBS3HPIM  1   
DE69CYW,53000,88080,2015-04-21,17150,19250,10/11/2023,,VOLKSWAGEN,TIGUAN ALLSPACE,TIGUAN ALLSPACE DIESEL ESTATE,2.0 TDI Match 5dr,2018,2021,VWTS20MAT5EDTM      
BMZ5979,18000,85294,2015-04-21,12350,14150,15/11/2023,,SEAT,IBIZA,IBIZA HATCHBACK,1.0 TSI 95 FR Sport [EZ] 5dr,2017,2021,SEIB109FS5HPTM  8   
LF70VKW,21000,90734,2015-04-21,13300,15400,07/11/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,2019,2022,NMZS00ECV5HE A      
LJ63NKN,86000,54465,2015-04-21,9775,12550,09/11/2023,,BMW,6 SERIES,6 SERIES GRAN DIESEL COUPE,640d M Sport 4dr Auto,2012,2017,BM6S30MS 4SDTA      
KJ19KHU,44000,85754,2015-04-21,11300,13450,17/11/2023,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,2018,2021,KISP162  5EPIM  5   
FA21NJJ,61000,90765,2015-04-21,11600,13700,06/11/2023,,FORD,PUMA,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line 5dr,2019,0,FOPU10STL5HPTM      
FX17JDK,40000,78456,2015-04-21,17750,19850,17/11/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,2.0 TSI 310 R 5dr 4MOTION DSG,2017,2020,VWGO20R  5HPTA4 6   
DL67BWH,45000,78083,2015-04-21,7475,9275,07/11/2023,,NISSAN,MICRA,MICRA HATCHBACK,0.9 IG-T Tekna 5dr,2016,2022,NIMI09TEK5HPTM  6   
DP18XDD,84000,72018,2015-04-21,11450,13550,14/11/2023,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.0 PHEV GX4hs 5dr Auto,2015,2018,MIOU20G4S5EXIA4 4   
SA67YYF,35000,78136,2015-04-21,9275,11750,17/11/2023,,VAUXHALL,INSIGNIA,INSIGNIA GRAND SPORT,1.5T SRi Vx-line Nav 5dr,2017,2020,VAIN15SVN5HPTM  2   
FM70JCV,42000,91836,2015-04-21,20250,22500,26/10/2023,,BMW,2 SERIES,2 SERIES DIESEL GRAN COUPE,220d M Sport 4dr Step Auto,2020,2022,BM2S20MS 4SDTA      
GC19LSL,48000,79892,2015-04-21,8500,10900,13/11/2023,,SKODA,OCTAVIA,OCTAVIA HATCHBACK,1.0 TSI SE Technology 5dr,2017,2020,SKOC10STE5HPTM  4   
BN18XAC,15000,78430,2015-04-21,13700,15700,16/11/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.4 TSI SE [Nav] 5dr DSG,2017,2020,VWGO14SEN5HPTA  6   
WU21JXR,18000,90215,2015-04-21,20650,23000,14/11/2023,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.4 PHEV Exceed 5dr Auto,2018,2021,MIOU24EXD5EXIA4 5   
KN70PNO,36000,87806,2015-04-21,17200,19200,17/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A200d AMG Line 5dr Auto,2018,2022,MEAC20LMA5HDTA  6   
BU65VNO,45000,70064,2015-04-21,5750,7725,15/11/2023,,VAUXHALL,ASTRA,ASTRA HATCHBACK,1.4T 16V 150 SRi Nav 5dr,2015,2019,VAAS14SNV5HPTM  7   
YD20YVZ,38000,86073,2015-04-21,20950,23250,17/11/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,2.0 TSI 300 R 5dr 4MOTION DSG,2017,2020,VWGO20R0 5HPTA4 6   
RO14AZB,71000,56852,2015-04-21,5700,7995,13/11/2023,,JAGUAR,XF,XF DIESEL SALOON,3.0d V6 Luxury 4dr Auto [Start Stop],2011,2015,JAXF30LUS4SDTA  1   
SL70ZCE,16000,92658,2015-04-21,15350,17750,30/10/2023,,HONDA,HONDA e,e HATCHBACK,113kW Advance 36kWh 5dr Auto,2020,0,HOHE00AD 5HE A      
LD20XCW,44000,89347,2015-04-21,18700,20750,15/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
YS67GFX,55000,75646,2015-04-21,8625,10600,17/11/2023,,FORD,FOCUS,FOCUS DIESEL HATCHBACK,1.5 TDCi 120 ST-Line Navigation 5dr,2014,2018,FOFO15SLN5HDTM  5   
WV70MUA,25000,86682,2015-04-21,19350,21500,17/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL SALOON,A180d AMG Line Executive 4dr Auto,2019,2022,MEAC15LAE4SDTA      
WN20MXM,41000,83786,2015-04-21,16350,18350,17/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d AMG Line Executive 5dr Auto,2018,2022,MEAC15LAE5HDTA  6   
CK66BVB,71000,66913,2015-04-21,9375,11350,17/11/2023,,FORD,FOCUS,FOCUS DIESEL HATCHBACK,2.0 TDCi 185 ST-3 Navigation 5dr,2014,2018,FOFO20S3N5HDTM  5   
KW68HSU,37000,83781,2015-04-21,13750,15750,17/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d Sport 5dr Auto,2018,2022,MEAC15SPO5HDTA  6   
WP20LVK,40000,87318,2015-04-21,12150,14150,17/11/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost 125 Active X 5dr,2018,2022,FOFO10AX25HPTM  6   
LK68WXB,29000,74794,2015-04-21,12800,14800,16/11/2023,,VOLVO,V40,V40 HATCHBACK,T3 [152] Cross Country Pro 5dr Geartronic,2012,2019,VOV415TCP5HPTA      
LD21SSZ,42000,89347,2015-04-21,20600,22750,15/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
YC67GWO,72000,80709,2015-04-21,13600,16100,15/11/2023,,BMW,3 SERIES,3 SERIES TOURING SPECIAL EDITION,320d M Sport Shadow Edition 5dr Step Auto,2017,2019,BM3220SME5EDTA  7   
MV18AHX,62000,79747,2015-04-21,12650,15450,27/10/2023,,AUDI,A5,A5 COUPE,2.0 TFSI Sport 2dr [Tech Pack],2016,2020,AUA520STT2CPTM  2   
FY17DZG,21000,77774,2015-04-21,6550,8095,24/10/2023,,TOYOTA,AYGO,AYGO HATCHBACK,1.0 VVT-i X-Style 5dr,2014,2018,TOAY10XSL5HPIM  3   
LO70DZY,43000,95534,2015-04-21,13650,15150,14/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,2017,2021,NIQQ13N5G5HPTA  3   
RJ22XMW,20000,97869,2015-04-21,21350,23500,14/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,A200 AMG Line Executive Edition 5dr Auto,2020,2022,MEAC132LX5HPTA  6   
BJ20WKU,17000,83379,2015-04-21,21500,24500,14/11/2023,,JAGUAR,I-PACE,I-PACE ESTATE,294kW EV400 S 90kWh 5dr Auto,2018,2022,JAIP00S  5EE A4     
BK20TFE,32000,83379,2015-04-21,19950,22750,14/11/2023,,JAGUAR,I-PACE,I-PACE ESTATE,294kW EV400 S 90kWh 5dr Auto,2018,2022,JAIP00S  5EE A4     
CP16XGM,63000,70484,2015-04-21,11800,13800,03/11/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,M135i 5dr [Nav] Step Auto,2015,2019,BM1S30M3N5HPTA  3   
NG19VUP,22000,86194,2015-04-21,11900,13400,15/11/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 N-Connecta 5dr,2017,2020,NIQQ15NC55HDTM  3   
GU65FYW,57000,70503,2015-04-21,6475,8475,17/11/2023,,BMW,1 SERIES,1 SERIES DIESEL HATCHBACK,118d SE 5dr [Nav],2015,2019,BM1S20SEN5HDTM  3   
KU67KDF,86000,75327,2015-04-21,9050,11050,06/11/2023,,AUDI,A3,A3 DIESEL SPORTBACK,2.0 TDI S Line 5dr,2016,2020,AUA320SL 5HDTM  4   
SN16YUR,45000,71901,2015-04-21,9275,11300,06/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A200d Sport 5dr,2015,2018,MEAC212SP5HDTM  5   
AK65BWJ,53000,57294,2015-04-21,4375,6175,06/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.25 82 Zetec 3dr,2012,2017,FOFI12ZE83HPIM  8   
BJ69VNC,33000,90541,2015-04-21,23500,25750,15/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Performance AWD 4dr [Performance Upgrade] Auto,2019,0,TEM300PU 4SE A4     
GF65OKD,60000,68924,2015-04-21,5000,6950,14/11/2023,,VOLVO,V40,V40 DIESEL HATCHBACK,D2 [120] ES 5dr,2012,2019,VOV4201ES5HDTM      
GF69BCE,41000,83772,2015-04-21,16350,18350,14/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 AMG Line Executive 5dr Auto,2018,2022,MEAC13LAE5HPTA  6   
YJ18WOX,35000,84237,2015-04-21,15950,17950,24/10/2023,,RENAULT,MEGANE R.S.,MEGANE R.S. HATCHBACK,1.8 280 5dr,2018,2020,R1MR18   5HPTM  6   
SK69NEF,34000,87897,2015-04-21,12300,13850,17/11/2023,,RENAULT,KADJAR,KADJAR HATCHBACK,1.3 TCE GT Line 5dr EDC,2019,2022,R1KJ13GL 5HPTA  1   
CE20TSZ,10000,91318,2015-04-21,15500,17500,16/11/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.5 TSI EVO Match Edition 5dr,2017,2020,VWGO15ME 5HPTM  6   
OY70UVR,35000,91831,2015-04-21,24750,27250,14/11/2023,,POLESTAR,2,2 FASTBACK SPECIAL EDITION,300kW Pilot Plus 78kWh Dual motor 5dr 4WD Auto,2020,2023,PS2 00PP 5HE A4     
BA19SFY,33000,85015,2015-04-21,13250,15350,17/11/2023,,SEAT,ATECA,ATECA DIESEL ESTATE,1.6 TDI Xcellence [EZ] 5dr DSG,2016,2020,SEAA16XCZ5EDTA      
ML71EUH,12000,94411,2015-04-21,27200,30000,17/11/2023,,LAND ROVER,RANGE ROVER EVOQUE,RANGE ROVER EVOQUE DIESEL HATCHBACK,2.0 D200 R-Dynamic S 5dr Auto,2019,2023,LRRE202RS5HDTA4 2   
AO68FEF,33000,76403,2015-04-21,12550,14550,15/11/2023,,HYUNDAI,IONIQ,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,2016,2019,HYIN16PRM5HHIA      
WX19NYG,58000,78371,2015-04-21,13700,15750,17/11/2023,,MERCEDES-BENZ,GLA,GLA HATCHBACK,GLA 200 SE Executive 5dr,2017,2020,MEGA16SEX5HPTM  1   
SP16NEJ,53000,69402,2015-04-21,3725,5525,14/11/2023,,PEUGEOT,208,208 HATCHBACK,1.0 PureTech Active 5dr,2015,2019,PE2810AV 5HPIM  1   
MM22LOF,18000,100513,2015-04-21,13850,15850,13/11/2023,,CITROEN,C4,C4 HATCHBACK,1.2 PureTech [130] C-Series Edition 5dr,2020,0,CIC412CE35HPTM  3   
CK70PMY,21000,91093,2015-04-21,12250,14350,31/10/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.0 DiG-T N-Connecta 5dr,2019,0,NIJU10NCN5HPTM  2   
HN20CKD,49000,86054,2015-04-21,14850,16850,14/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 AMG Line 5dr,2018,2022,MEAC13LMA5HPTM  6   
WO18SLZ,32000,83294,2015-04-21,11050,13450,01/11/2023,,BMW,2 SERIES,2 SERIES GRAN TOURER,218i SE 5dr,2018,2021,BM2S15SE 5EPTM  1   
WN70NAO,34000,87573,2015-04-21,21700,24000,10/11/2023,,LEXUS,NX,NX ESTATE,"300h 2.5 5dr CVT [8"" Nav]",2017,2021,LENX25   5EHIA4 1   
SV17XNT,42000,77019,2015-04-21,14600,17000,16/11/2023,,AUDI,Q3,Q3 ESTATE SPECIAL EDITIONS,2.0 TDI Quattro S Line Edition 5dr,2015,2018,AUQ320SNE5EDTM4 1   
NL67KLF,66000,80925,2015-04-21,11750,13250,16/11/2023,,KIA,NIRO,NIRO ESTATE,1.6 GDi Hybrid 4 5dr DCT,2016,2019,KINI164  5EHIA      
HV18YHH,43000,80279,2015-04-21,8175,9995,14/11/2023,,RENAULT,CAPTUR,CAPTUR DIESEL HATCHBACK,1.5 dCi 90 Dynamique S Nav 5dr,2017,2019,R1CP15DNS5HDTM  1   
CE70EJO,8000,91216,2015-04-21,17650,19700,16/11/2023,,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Design 5dr CVT,2019,0,TOCH18DES5HHIA  1   
BU70KZW,26000,83772,2015-04-21,18650,20500,14/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 AMG Line Executive 5dr Auto,2018,2022,MEAC13LAE5HPTA  6   
WP68MYR,30000,85469,2015-04-21,13900,15895,16/11/2023,,AUDI,Q2,Q2 DIESEL ESTATE,30 TDI Sport 5dr S Tronic,2016,2020,AUQ21630S5EDTA      
SK19CHB,67000,85370,2015-04-21,11050,13350,06/11/2023,,CITROEN,BERLINGO,BERLINGO DIESEL ESTATE,1.5 BlueHDi 130 Flair M 5dr,2018,2023,CIBL15LM35EDTM      
RE21KBK,25000,92983,2015-04-21,17500,19450,14/11/2023,,AUDI,A3,A3 SPORTBACK,30 TFSI Sport 5dr S Tronic [Comfort+Sound],2020,0,AUA3103SC5HPTA  5   
EN70ECZ,56000,91061,2015-04-21,12850,14850,17/11/2023,,HYUNDAI,IONIQ,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,2019,2022,HYIN16PSE5HHIA  1   
FE70XVA,33000,89886,2015-04-21,16550,18550,17/11/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i M Sport 5dr,2019,0,BM1S15MS 5HPTM  4   
WN23LFL,7000,83772,2015-04-21,23200,25500,14/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 AMG Line Executive 5dr Auto,2018,2022,MEAC13LAE5HPTA  6   
GC21EUN,27000,92437,2015-04-21,14350,16350,09/11/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.5 TSI 150 Life 5dr,2020,0,VWGO15LF15HPTM  7   
CA21NBJ,42000,96908,2015-04-21,12050,13550,13/11/2023,,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Classic 3dr [Comfort/Nav Pack],2021,2024,MNCO15CNC3HPTM  5   
EY17GWW,64000,71910,2015-04-21,10450,12450,06/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A200d AMG Line 5dr Auto,2015,2018,MEAC212OA5HDTA  5   
WR70KYZ,10000,91065,2015-04-21,14200,16700,17/11/2023,,HYUNDAI,IONIQ,IONIQ ELECTRIC HATCHBACK,100kW Premium SE 38kWh 5dr Auto,2019,2022,HYIN00PSE5HE A  1   
MA22SYJ,15000,98463,2015-04-21,15000,17100,30/10/2023,,DACIA,DUSTER,DUSTER ESTATE,1.3 TCe 130 Prestige 5dr,2021,2022,DADU13PRE5EPTM  4   
OV71ZFM,11000,96703,2015-04-21,23500,26000,14/11/2023,,POLESTAR,2,2 FASTBACK,165kW 64kWh Standard Range Single motor 5dr Auto,2021,2022,PS2 006SM5HE A      
KP22UUF,6000,95075,2015-04-21,13300,14800,16/11/2023,,VAUXHALL,CORSA,CORSA ELECTRIC HATCHBACK,100kW SRi Nav Premium 50kWh 5dr Auto [7.4kWCh],2019,2023,VACO00SNV5HE A  6   
YR19SRF,36000,83304,2015-04-21,16750,19150,01/11/2023,,BMW,2 SERIES,2 SERIES GRAN TOURER,220i M Sport 5dr DCT,2018,2021,BM2S20MS 5EPTA  1   
KX17WSM,79000,77999,2015-04-21,6800,8600,16/11/2023,,VOLKSWAGEN,POLO,POLO HATCHBACK,1.2 TSI Match Edition 5dr DSG,2014,2017,VWPO12ME 5HPTA  5   
DL69SXM,42000,90660,2015-04-21,8225,9725,16/11/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 Turbo SRi Premium 5dr,2019,2023,VACO12SRP5HPTM  6   
FG70CMU,43000,91227,2015-04-21,16700,18850,16/11/2023,,TOYOTA,C-HR,C-HR HATCHBACK,2.0 Hybrid Dynamic 5dr CVT,2019,0,TOCH20DYN5HHIA  1   
GN70LGF,40000,91745,2015-04-21,9725,11550,13/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 95 Active Edition 5dr,2017,2021,FOFI10AC95HPTM  9   
HJ69SNX,52000,85703,2015-04-21,8375,10200,13/11/2023,,HYUNDAI,I20,I20 HATCHBACK,1.0 T-GDi SE 5dr Auto,2018,2020,HYI210SE 5HPTA  3   
NJ69UUO,25000,88853,2015-04-21,12600,14600,14/11/2023,,SEAT,LEON,LEON DIESEL HATCHBACK,2.0 TDI 150 FR [EZ] 5dr DSG,2016,2020,SELE20FEZ5HDTA  4   
DP70VUT,36000,95534,2015-04-21,14150,15700,14/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,2017,2021,NIQQ13N5G5HPTA  3   
MA69OTW,13000,78488,2015-04-21,13150,15200,14/11/2023,,VOLKSWAGEN,GOLF,GOLF ELECTRIC HATCHBACK,99kW e-Golf 35kWh 5dr Auto,2017,2020,VWGO00EGF5HE A  6   
SH69URE,40000,87889,2015-04-21,9200,10700,17/11/2023,,RENAULT,KADJAR,KADJAR HATCHBACK,1.3 TCE Iconic 5dr,2019,2022,R1KJ13ICO5HPTM  1   
YT19TSA,35000,85671,2015-04-21,18100,20500,15/11/2023,,AUDI,A4,A4 DIESEL AVANT,40 TDI S Line 5dr S Tronic,2018,2019,AUA4200SN5EDTA  6   
HN70FHG,47000,91798,2015-04-21,9625,11400,14/11/2023,,RENAULT,CAPTUR,CAPTUR HATCHBACK,1.3 TCE 130 Iconic 5dr,2019,0,R1CP13ICO5HPTM  2   
PK17ZNL,41000,66118,2015-04-21,10950,13450,14/11/2023,,JAGUAR,XE,XE DIESEL SALOON,2.0d [180] R-Sport 4dr Auto,2015,2019,JAXE20RS14SDTA      
WT69SFU,30000,87485,2015-04-21,23050,25250,17/11/2023,,LAND ROVER,RANGE ROVER EVOQUE,RANGE ROVER EVOQUE DIESEL HATCHBACK,2.0 D180 R-Dynamic SE 5dr Auto,2019,2023,LRRE20RE85HDTA4 2   
GL69VNJ,41000,72439,2015-04-21,15600,18000,15/11/2023,,VOLKSWAGEN,TOURAN,TOURAN DIESEL ESTATE,2.0 TDI SE Family 5dr,2015,2021,VWTU20SF 5EDTM  3   
SG70XHL,20000,80931,2015-04-21,24400,26750,13/11/2023,,HONDA,CIVIC,CIVIC HATCHBACK,2.0 VTEC Turbo Type R GT 5dr,2017,2022,HOCI20TRG5HPTM  6   
PK69TUA,16000,88431,2015-04-21,12050,13550,17/11/2023,,SUZUKI,VITARA,VITARA ESTATE,1.4 Boosterjet SZ-T 5dr Auto,2018,0,SIVI14SZT5EPTA  2   
WP20MVD,43000,78865,2015-04-21,9475,11300,13/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 125 Titanium X 5dr,2017,2021,FOFI10TX25HPTM  9   
ML19YRK,41000,76298,2015-04-21,12200,14300,09/11/2023,,FORD,KUGA,KUGA DIESEL ESTATE,1.5 TDCi ST-Line 5dr 2WD,2016,2019,FOKG15STL5EDTM  2   
VN70FPC,28000,87987,2015-04-21,16900,19000,31/10/2023,,VOLKSWAGEN,TIGUAN,TIGUAN DIESEL ESTATE,2.0 TDi 150 Match 5dr,2016,2020,VWTI20MA55EDTM  2   
OW17JAU,42000,77740,2015-04-21,12350,14450,17/11/2023,,PEUGEOT,3008,3008 DIESEL ESTATE,1.6 BlueHDi 120 GT Line 5dr EAT6,2016,2020,PE3016GL25EDTA  2   
VK70WUT,62000,93840,2015-04-21,19100,21750,07/11/2023,,BMW,3 SERIES,3 SERIES SALOON,330e M Sport 4dr Step Auto,2019,2022,BM3E20M5T4SXTA  8   
BJ71VFY,15000,91700,2015-04-21,16700,18500,14/11/2023,,PEUGEOT,2008,E-2008 ELECTRIC ESTATE,100kW GT 50kWh 5dr Auto,2019,2023,PE2000GT 5EE A  2   
CU67PGV,22000,75850,2015-04-21,7850,9900,17/11/2023,,MG MOTOR UK,GS,GS HATCHBACK,1.5 TGI Exclusive 5dr,2016,2019,NMGS15TLE5HPTM      
VN23WHP,6000,98643,2015-04-21,18050,19850,16/11/2023,,VAUXHALL,MOKKA,MOKKA ELECTRIC HATCHBACK,100kW Ultimate 50kWh 5dr Auto,2020,0,VAMK00ULT5HE A  1   
EA22OUB,5000,90763,2015-04-21,16950,19050,06/11/2023,,FORD,PUMA,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,2019,0,FOPU10SLX5HPTM      
SV17VNX,71000,70999,2015-04-21,10000,12100,17/11/2023,,BMW,X1,X1 DIESEL ESTATE,sDrive 18d SE 5dr Step Auto,2015,2019,BMX120S185EDTA  2   
EN16FRX,33000,62373,2015-04-21,6000,7995,06/11/2023,,FORD,ECOSPORT,ECOSPORT HATCHBACK,1.0 EcoBoost Titanium 5dr,2013,2018,FOEO10TIT5HPTM      
KV69XER,43000,85981,2015-04-21,20800,23250,03/11/2023,,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,C300d AMG Line Premium 2dr 9G-Tronic,2018,0,MECC203L92CDTA  2   
CV68PZE,35000,78848,2015-04-21,8625,10400,13/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost ST-Line Navigation 5dr,2017,2021,FOFI10SLN5HPTM  9   
SW68FFH,31000,84970,2015-04-21,16150,18150,16/11/2023,,AUDI,Q2,Q2 ESTATE,35 TFSI S Line 5dr S Tronic,2016,2020,AUQ2153SN5EPTA      
FY70VPK,19000,90451,2015-04-21,11150,13150,13/11/2023,,KIA,CEED,CEED DIESEL HATCHBACK,1.6 CRDi ISG 2 NAV 5dr,2018,2022,KICD162NA5HDTM  4   
KS69AXH,15000,80941,2015-04-21,10750,12750,03/11/2023,,PEUGEOT,308,308 HATCHBACK,1.2 PureTech 130 GT Line 5dr,2017,2021,PE3812GL35HPTM  2   
EN70EDO,43000,91061,2015-04-21,13850,15850,17/11/2023,,HYUNDAI,IONIQ,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,2019,2022,HYIN16PSE5HHIA  1   
LC19EAK,43000,83525,2015-04-21,10850,12800,07/11/2023,,FORD,FOCUS,FOCUS DIESEL ESTATE,1.5 EcoBlue 120 Titanium X 5dr,2018,2022,FOFO15XT25EDTM  6   
FX70VKK,24000,92734,2015-04-21,11950,13950,30/10/2023,,SEAT,LEON,LEON HATCHBACK,1.5 TSI EVO SE Dynamic 5dr,2020,0,SELE15SD 5HPTM  5   
DT18LGC,73000,,2015-04-21,,,,70000,,,,,,,
KP15OCW,63000,58673,2015-04-21,10750,13150,24/10/2023,,SEAT,ALHAMBRA,ALHAMBRA DIESEL ESTATE,2.0 TDI CR SE Lux [177] 5dr DSG,2010,2020,SEAL20SL15EDTA  2   
BL69HBX,16000,91096,2015-04-21,14450,16550,31/10/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.0 DiG-T Tekna 5dr DCT,2019,0,NIJU10TEK5HPTA  2   
KE69WDS,54000,85754,2015-04-21,11150,13250,17/11/2023,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,2018,2021,KISP162  5EPIM  5   
WM67XAP,53000,81348,2015-04-21,9275,10750,17/11/2023,,MITSUBISHI,ECLIPSE CROSS,ECLIPSE CROSS HATCHBACK,1.5 4 5dr,2017,2021,MIEC154  5HPTM      
FP22NFF,9000,97335,2015-04-21,22350,24500,14/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T MH 158 Tekna 5dr Xtronic,2021,0,NIQQ13TE85HPTA  4   
SF71UEE,7000,95281,2015-04-21,13600,15400,14/11/2023,,MAZDA,MX-30,MX-30 ELECTRIC HATCHBACK SPECIAL EDITION,107kW First Edition 35.5kWh 5dr Auto,2020,2022,MAM000FED5HE A      
CX68THG,76000,75972,2015-04-21,11250,13250,16/11/2023,,AUDI,Q2,Q2 DIESEL ESTATE,1.6 TDI S Line 5dr,2016,2020,AUQ216SL 5EDTM      
BD70HVS,39000,88243,2015-04-21,14850,17350,25/10/2023,,FORD,MONDEO,MONDEO DIESEL HATCHBACK,2.0 EcoBlue Titanium Edition 5dr,2019,2022,FOMO20TE 5HDTM  7   
BN69DKJ,22000,90016,2015-04-21,10500,12600,17/11/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Business Edition Nav 5dr,2017,2021,VAGX12BEN5HPTM      
SK16WNT,58000,63814,2015-04-21,12500,15000,15/11/2023,,BMW,3 SERIES,3 SERIES GRAN TURISMO DIESEL HATCHBACK,330d xDrive M Sport 5dr Step Auto [Business Media],2013,2020,BM3G303MN5HDTA4     
NG21DKF,21000,93849,2015-04-21,21200,23250,14/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK SPECIAL EDITIONS,A200 Exclusive Edition 5dr Auto,2020,2022,MEAC1320N5HPTA  6   
YF69YOY,15000,83842,2015-04-21,8650,10150,14/11/2023,,FORD,KA+,KA+ HATCHBACK,1.2 85 Zetec 5dr,2018,2019,FOKP12Z855HPIM  1   
SV70WTK,14000,92807,2015-04-21,15500,17500,14/11/2023,,AUDI,A3,A3 SPORTBACK,30 TFSI Technik 5dr,2020,0,AUA31030T5HPTM  5   
LB70LKZ,42000,89233,2015-04-21,22350,24500,15/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
WR68CXW,45000,81004,2015-04-21,7650,9700,16/11/2023,,VAUXHALL,MOKKA X,MOKKA X HATCHBACK,1.4T ecoTEC Design Nav 5dr,2016,2019,VAMX14DNT5HPTM      
KP67AMK,31000,75157,2015-04-21,15400,17400,24/10/2023,,MERCEDES-BENZ,CLA,CLA DIESEL SHOOTING BRAKE,CLA 220d AMG Line 5dr Tip Auto,2016,2019,MECA21D0A5EDTA  1   
BT65LCK,48000,69252,2015-04-21,6100,7900,14/11/2023,,RENAULT,CLIO,CLIO HATCHBACK,1.2 TCE GT Line Nav 5dr Auto,2013,2016,R1CL12GLN5HPTA  5   
NV70JNX,10000,79323,2015-04-21,10150,11950,16/11/2023,,VAUXHALL,CROSSLAND X,CROSSLAND X HATCHBACK,1.2T [130] Elite 5dr [Start Stop],2017,2020,VACX123ES5HPTM      
AV65BOU,79000,68271,2015-04-21,4225,6095,06/11/2023,,HYUNDAI,I30,I30 DIESEL HATCHBACK,1.6 CRDi Blue Drive SE 5dr,2012,2017,HYI316BES5HDTM  3   
