VRM,mileage,CAP ID,Reg Date,Clean,Retail,ValuationDate,Mileage10000,CAPMan,CAPRange,CAPMod,CAPDer,ModIntroduced,ModDiscontinued,CAP Code
SM68SVY,22000,78738,2015-04-21,15650,18450,23/11/2023,,JAGUAR,XF,XF SALOON,2.0i [250] R-Sport 4dr Auto,2015,2020,JAXF20R254SPTA  2   
DL70HNP,50000,81218,2015-04-21,10550,12650,23/11/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,2017,2021,VAGX12ELN5HPTM      
MF70YLA,23000,91197,2015-04-21,10750,12550,23/11/2023,,RENAULT,ZOE,ZOE HATCHBACK,100kW i GT Line R135 50kWh Rapid Charge 5dr Auto,2019,0,R1ZO00GRI5HE A  1   
WA70ZCF,14000,90734,2015-04-21,14200,16300,24/10/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,2019,2022,NMZS00ECV5HE A      
MJ70VJV,15000,91314,2015-04-21,17400,19450,24/10/2023,,MINI,HATCHBACK,ELECTRIC HATCHBACK,135kW Cooper S Level 3 33kWh 3dr Auto,2020,2021,MNCS00CL33HE A  4   
DK68FJF,37000,82198,2015-04-21,21750,24000,24/10/2023,,VOLVO,XC40,XC40 DIESEL ESTATE,2.0 D4 [190] Inscription Pro 5dr AWD Geartronic,2018,2020,VOX420IP95EDTA4     
PV19NZZ,18000,84011,2015-04-21,10650,12450,23/11/2023,,RENAULT,CAPTUR,CAPTUR DIESEL HATCHBACK,1.5 dCi 90 Iconic 5dr EDC,2017,2019,R1CP15ICO5HDTA  1   
CY19KTU,25000,85403,2015-04-21,14400,16400,23/11/2023,,AUDI,A3,A3 SPORTBACK,35 TFSI Sport 5dr S Tronic,2016,2020,AUA3153SO5HPTA  4   
VU19MKL,40000,78175,2015-04-21,8950,11350,23/11/2023,,VAUXHALL,INSIGNIA,INSIGNIA DIESEL GRAND SPORT,2.0 Turbo D SRi Nav 5dr,2017,2020,VAIN20SRV5HDTM  2   
YK66YHF,79000,72169,2015-04-21,10100,12200,23/11/2023,,MERCEDES-BENZ,GLA,GLA DIESEL HATCHBACK,GLA 200d Sport 5dr Auto [Premium Plus],2014,2017,MEGA212OP5HDTA      
HJ20HXG,21000,89560,2015-04-21,21900,24500,23/11/2023,,AUDI,A4,A4 DIESEL SALOON,30 TDI Black Edition 4dr S Tronic,2019,0,AUA420BLK4SDTA  7   
BW69YUU,44000,86514,2015-04-21,12100,14200,20/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T Tekna 5dr,2017,2021,NIQQ13TEK5HPTM  3   
CV71OGO,11000,98470,2015-04-21,13150,14650,14/11/2023,,ABARTH,595,595 HATCHBACK,1.4 T-Jet 165 F595 3dr,2016,0,ABA914F593HPTM  1   
WK22VTF,10000,96356,2015-04-21,8950,10750,23/11/2023,,DACIA,SANDERO,SANDERO HATCHBACK,1.0 TCe Bi-Fuel Essential 5dr,2021,2022,DASA10ESS5HBTM  2   
MV17MJU,49000,71600,2015-04-21,5950,7995,23/11/2023,,VAUXHALL,ZAFIRA,ZAFIRA DIESEL TOURER,1.6 CDTi Energy 5dr,2012,2016,VAZA16EN 5EDTM  2   
YJ66YLN,49000,64814,2015-04-21,12350,15200,23/11/2023,,BMW,5 SERIES,5 SERIES DIESEL SALOON,520d [190] M Sport 4dr Step Auto,2013,2016,BM5F209MS4SDTA  5   
FX68TOV,25000,81983,2015-04-21,11900,13700,23/11/2023,,VOLKSWAGEN,POLO,POLO HATCHBACK,1.0 TSI 115 R-Line 5dr,2018,2021,VWPO105RL5HPTM  6   
YE65VPR,49000,71647,2015-04-21,8150,10150,23/11/2023,,MINI,CLUBMAN,CLUBMAN DIESEL ESTATE,2.0 Cooper D 6dr [Chili Pack],2015,2019,MNCC20CP 6EDTM  2   
SK72HWS,8000,95832,2015-04-21,16700,18800,28/11/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.0 DiG-T 114 Tekna+ 5dr,2019,0,NIJU10TP45HPTM  2   
SC21KYH,40000,89485,2015-04-21,13000,14795,23/11/2023,,AUDI,A1,A1 SPORTBACK,25 TFSI Technik 5dr,2018,0,AUA110TEK5HPTM  2   
KL19GNO,54000,87207,2015-04-21,14500,17000,23/11/2023,,SKODA,OCTAVIA,OCTAVIA DIESEL ESTATE,2.0 TDI CR vRS 5dr DSG [7 speed] [Black Pack],2017,2020,SKOC208R75EDTA  4   
DS70XSD,39000,90648,2015-04-21,8250,10050,23/11/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 SE Premium 5dr,2019,2023,VACO12PSE5HPIM  6   
FD70MYL,42000,81218,2015-04-21,11000,13100,23/11/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,2017,2021,VAGX12ELN5HPTM      
SL22YCC,21000,97331,2015-04-21,19600,21750,23/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T MH 158 N-Connecta 5dr Xtronic,2021,0,NIQQ13NC85HPTA  4   
FD70OBS,45000,81218,2015-04-21,10850,12900,23/11/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,2017,2021,VAGX12ELN5HPTM      
EK70SZD,32000,92533,2015-04-21,26800,29750,23/11/2023,,BMW,X4,X4 DIESEL ESTATE,xDrive20d MHT M Sport 5dr Step Auto,2018,2021,BMX420MHT5EDTA4 1   
LR18ZGP,71000,80483,2015-04-21,8575,10650,23/11/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi N-Connecta [Glass Roof Pack] 5dr,2017,2020,NIQQ15NCG5HDTM  3   
DT69JVE,22000,86508,2015-04-21,12550,14050,14/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],2017,2021,NIQQ13NCG5HPTM  3   
DY21AXJ,48000,95534,2015-04-21,13750,15850,23/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,2017,2021,NIQQ13N5G5HPTA  3   
DU69UCY,59000,87303,2015-04-21,11050,13150,23/11/2023,,FORD,KUGA,KUGA ESTATE,1.5 EcoBoost ST-Line Edition 5dr 2WD,2016,2019,FOKG15SLE5EPTM  2   
BG18HKE,64000,70992,2015-04-21,13250,15350,20/11/2023,,BMW,X1,X1 ESTATE,xDrive 20i xLine 5dr Step Auto,2015,2019,BMX1202XL5EPTA4 2   
LR23NPA,8000,101150,2015-04-21,21650,24000,16/11/2023,,MG MOTOR UK,MG4,MG4 HATCHBACK,150kW Trophy EV Long Range 64kWh 5dr Auto,2022,0,NM4 00TEL5HE A      
EJ67WFR,59000,74961,2015-04-21,12000,14100,23/11/2023,,HYUNDAI,TUCSON,TUCSON DIESEL ESTATE,1.7 CRDi Blue Drive Premium SE 5dr 2WD DCT,2015,2018,HYTU17BSE5EDTA  2   
WR20OYE,33000,83273,2015-04-21,10450,12850,27/11/2023,,BMW,2 SERIES,2 SERIES ACTIVE TOURER,218i SE 5dr,2018,2021,BM2S15SE 5HPTM  1   
CU68GZZ,36000,74750,2015-04-21,11200,13200,23/11/2023,,VOLVO,V40,V40 HATCHBACK,T3 [152] Inscription 5dr,2012,2019,VOV420T3I5HPTM      
CE20XBC,22000,83633,2015-04-21,12200,14200,23/11/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost 125 Titanium X 5dr,2018,2022,FOFO10TX25HPTM  6   
EK21VGZ,34000,94690,2015-04-21,10300,12400,23/11/2023,,RENAULT,CAPTUR,CAPTUR HATCHBACK,1.3 TCE 140 Iconic 5dr,2019,0,R1CP13IC45HPTM  2   
SK70VWL,30000,89347,2015-04-21,20450,22750,23/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
GP68UMD,21000,84653,2015-04-21,16950,18950,23/11/2023,,MERCEDES-BENZ,CLA,CLA COUPE,CLA 200 AMG Line Night Edition Plus 4dr,2016,2019,MECA16LNP4SPTM  1   
FH70EYT,43000,81218,2015-04-21,10950,13050,23/11/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,2017,2021,VAGX12ELN5HPTM      
SL69FHK,22000,87338,2015-04-21,13700,15700,23/11/2023,,FORD,FOCUS,FOCUS DIESEL ESTATE,1.5 EcoBlue 120 Active X 5dr,2018,2022,FOFO15A2X5EDTM  6   
WV70JZG,30000,91731,2015-04-21,10550,12350,23/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 95 ST-Line Edition 5dr,2017,2021,FOFI10TE95HPTM  9   
LY72BNL,3000,99254,2015-04-21,20950,23250,23/11/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,115kW Trophy EV Long Range 73kWh 5dr Auto,2021,0,NMZS00TEL5HE A  1   
CV69NVM,40000,83786,2015-04-21,16100,18100,23/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d AMG Line Executive 5dr Auto,2018,2022,MEAC15LAE5HDTA  6   
DN70NZF,43000,81218,2015-04-21,10950,13050,23/11/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,2017,2021,VAGX12ELN5HPTM      
WX70WNN,17000,86055,2015-04-21,18950,21000,23/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 AMG Line Executive 5dr,2018,2022,MEAC13LAE5HPTM  6   
NA23ZKP,3000,103152,2015-04-21,29850,32750,23/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range RWD 4dr Auto,2019,0,TEM300LR 4SE A      
EF70FMP,49000,89360,2015-04-21,12200,14300,23/11/2023,,HYUNDAI,TUCSON,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,2018,2021,HYTU16SNM5EDTM  3   
MJ67GKG,31000,80186,2015-04-21,13900,16400,23/11/2023,,AUDI,A4,A4 SALOON,1.4T FSI S Line 4dr S Tronic [Leather/Alc],2015,2018,AUA414SLL4SPTA  5   
PL69RXY,40000,90647,2015-04-21,7575,9375,23/11/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 SE Nav 5dr,2019,2023,VACO12NSE5HPIM  6   
WP17ENF,36000,75456,2015-04-21,12800,15900,23/11/2023,,ABARTH,124 SPIDER,124 SPIDER ROADSTER,1.4 T MultiAir 2dr,2016,2019,ABAS14   2RPTM      
NG72YLJ,3000,98643,2015-04-21,17500,19600,23/11/2023,,VAUXHALL,MOKKA,MOKKA ELECTRIC HATCHBACK,100kW Ultimate 50kWh 5dr Auto,2020,0,VAMK00ULT5HE A  1   
CE69RMY,35000,87905,2015-04-21,12500,14600,23/11/2023,,RENAULT,KADJAR,KADJAR DIESEL HATCHBACK,1.5 Blue dCi GT Line 5dr EDC,2019,2020,R1KJ15GL 5HDTA  1   
KN19GKD,30000,84867,2015-04-21,7075,8875,28/11/2023,,PEUGEOT,208,208 HATCHBACK,1.2 PureTech 82 Signature 5dr [Start Stop],2015,2019,PE2812SG 5HPIM  1   
SL69FCJ,24000,89887,2015-04-21,17500,19550,28/11/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i M Sport 5dr Step Auto,2019,0,BM1S15MS 5HPTA  4   
DW70EXL,44000,81218,2015-04-21,11000,13100,17/11/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,2017,2021,VAGX12ELN5HPTM      
DN70SVZ,36000,90660,2015-04-21,9000,10500,16/11/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 Turbo SRi Premium 5dr,2019,2023,VACO12SRP5HPTM  6   
AU66XDA,51000,66143,2015-04-21,8475,10600,23/11/2023,,FORD,KUGA,KUGA DIESEL ESTATE,2.0 TDCi 180 Titanium X 5dr,2012,2016,FOKG20TX85EDTM4 1   
BX19TGO,28000,81811,2015-04-21,13400,15500,23/11/2023,,VOLKSWAGEN,T-ROC,T-ROC DIESEL HATCHBACK,1.6 TDI SE 5dr,2017,2021,VWTR16SE 5HDTM      
BX70XNE,20000,92761,2015-04-21,20550,22750,23/11/2023,,MAZDA,CX-5,CX-5 DIESEL ESTATE,2.2d [184] GT Sport 5dr Auto AWD,2017,2021,MAC522GS45EDTA4 1   
FV20EPZ,28000,90399,2015-04-21,18750,20750,23/11/2023,,BMW,X1,X1 DIESEL ESTATE,sDrive 18d xLine 5dr Step Auto,2019,2022,BMX1208XL5EDTA  3   
SD68HWC,44000,84167,2015-04-21,17200,19750,30/10/2023,,MERCEDES-BENZ,C CLASS,C CLASS DIESEL SALOON,C220d AMG Line 4dr 9G-Tronic,2018,2021,MECC20LMA4SDTA  6   
YS16WMK,46000,57295,2015-04-21,5575,7375,23/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.25 82 Zetec 5dr,2012,2017,FOFI12ZE85HPIM  8   
WM17YDF,38000,71788,2015-04-21,5525,6995,23/11/2023,,FIAT,500,500 HATCHBACK,1.2 Lounge 3dr,2015,0,FI5012LNG3HPIM  1   
WP20MUB,40000,83403,2015-04-21,9550,11350,23/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 125 Active X 5dr,2017,2021,FOFI10AX25HPTM  9   
OV69LKD,45000,83381,2015-04-21,22900,26000,23/11/2023,,JAGUAR,I-PACE,I-PACE ESTATE,294kW EV400 HSE 90kWh 5dr Auto,2018,2022,JAIP00HSE5EE A4     
YX22ZSP,28000,97596,2015-04-21,17300,19400,24/11/2023,,KIA,E-NIRO,E-NIRO ELECTRIC ESTATE,150kW 2 Long Range 64kWh 5dr Auto,2020,2022,KINI002LR5EE A  1   
RA16AOM,74000,58025,2015-04-21,4900,6925,23/11/2023,,MAZDA,6,MAZDA6 DIESEL SALOON,2.2d [175] Sport Nav 4dr,2013,2018,MA6 22SN74SDTM  2   
OX19MMO,13000,89192,2015-04-21,18650,20750,23/11/2023,,MERCEDES-BENZ,GLA,GLA HATCHBACK,GLA 180 AMG Line Edition 5dr Auto,2017,2020,MEGA16ALE5HPTA  1   
BK70OZJ,40000,89347,2015-04-21,19600,21750,23/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
DL15EJV,60000,64129,2015-04-21,6900,8950,23/11/2023,,JEEP,CHEROKEE,CHEROKEE SW DIESEL,2.0 CRD [170] Limited 5dr Auto,2014,2019,JECH20LI75WDTA4 4   
PN68EXM,70000,81258,2015-04-21,18650,20750,23/11/2023,,BMW,X3,X3 DIESEL ESTATE,xDrive20d M Sport 5dr Step Auto,2017,2021,BMX320MS 5EDTA4 4   
EF66NLV,40000,57295,2015-04-21,6125,7925,23/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.25 82 Zetec 5dr,2012,2017,FOFI12ZE85HPIM  8   
DN20VJJ,41000,90659,2015-04-21,8350,10150,23/11/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 Turbo SRi Nav 5dr,2019,2023,VACO12SNV5HPTM  6   
HG21FBC,17000,96906,2015-04-21,12800,14300,23/11/2023,,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Classic 3dr,2021,2024,MNCO15CLS3HPTM  5   
PN64KVE,68000,60783,2015-04-21,4125,5900,23/11/2023,,RENAULT,CAPTUR,CAPTUR DIESEL HATCHBACK,1.5 dCi 90 Dynamique MediaNav Energy 5dr,2013,2017,R1CP15DMN5HDTM      
SH20CXR,37000,83403,2015-04-21,9750,11550,13/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 125 Active X 5dr,2017,2021,FOFI10AX25HPTM  9   
LT68AEG,56000,,2015-04-21,,,,60000,,,,,,,
ML70TWE,25000,90541,2015-04-21,25800,28500,15/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Performance AWD 4dr [Performance Upgrade] Auto,2019,0,TEM300PU 4SE A4     
CV16VUT,44000,72590,2015-04-21,5375,7375,27/11/2023,,CITROEN,C4 CACTUS,C4 CACTUS DIESEL HATCHBACK,1.6 BlueHDi Flair 5dr [non Start Stop],2014,2017,CI4C16FRS5HDTM      
MK20KZA,28000,87988,2015-04-21,17650,19750,23/11/2023,,VOLKSWAGEN,TIGUAN,TIGUAN DIESEL ESTATE,2.0 TDi 150 Match 5dr DSG,2016,2020,VWTI20MA55EDTA  2   
YW16ABO,41000,67150,2015-04-21,6625,8600,23/11/2023,,VAUXHALL,MOKKA,MOKKA DIESEL HATCHBACK,1.6 CDTi SE 5dr Auto,2012,2016,VAMK16SE 5HDTA      
VE21YXV,9000,95326,2015-04-21,13200,15000,20/11/2023,,VAUXHALL,CORSA,CORSA ELECTRIC HATCHBACK,100kW Elite Nav Premium 50kWh 5dr Auto [7.4kWCh],2019,2023,VACO00ENP5HE A  6   
SJ65ESM,77000,63027,2015-04-21,6075,7995,23/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.2 DiG-T Tekna 5dr,2014,2017,NIQQ12TEK5HPTM  2   
LS72WZL,5000,97331,2015-04-21,21750,24000,23/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T MH 158 N-Connecta 5dr Xtronic,2021,0,NIQQ13NC85HPTA  4   
RV67YMO,55000,79970,2015-04-21,13700,16150,23/11/2023,,LAND ROVER,RANGE ROVER EVOQUE,RANGE ROVER EVOQUE HATCHBACK SPECIAL EDITION,2.0 TD4 Landmark 5dr Auto,2016,2018,LRRE20LAN5HDTA4 1   
MV68AOM,31000,70237,2015-04-21,15800,18300,23/11/2023,,BMW,3 SERIES,3 SERIES DIESEL SALOON,320d M Sport 4dr Step Auto,2015,2018,BM3220MS 4SDTA  7   
GU67XTS,32000,78071,2015-04-21,6475,8275,23/11/2023,,NISSAN,MICRA,MICRA HATCHBACK,1.0 Acenta 5dr,2016,2022,NIMI10ACE5HPIM  6   
WG69CYF,12000,79304,2015-04-21,9450,11000,23/11/2023,,KIA,PICANTO,PICANTO HATCHBACK,1.25 GT-line 5dr,2017,2020,KIPI12GTL5HPIM  4   
NX68TGK,22000,78869,2015-04-21,9450,11250,23/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 140 ST-Line X 5dr,2017,2021,FOFI10SX45HPTM  9   
EO18WYC,48000,79417,2015-04-21,14550,16950,23/11/2023,,HYUNDAI,I800,I800 DIESEL ESTATE,2.5 CRDi SE Nav 5dr Auto,2008,2018,HYI825SEN5EDTA      
DN70GXV,37000,90660,2015-04-21,8925,10750,23/11/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 Turbo SRi Premium 5dr,2019,2023,VACO12SRP5HPTM  6   
FD70MZO,46000,81218,2015-04-21,11200,13300,01/11/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,2017,2021,VAGX12ELN5HPTM      
AO22FDN,24000,90763,2015-04-21,15250,17350,23/11/2023,,FORD,PUMA,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,2019,0,FOPU10SLX5HPTM      
YA22HFK,2000,95830,2015-04-21,16250,18350,23/11/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.0 DiG-T 114 Tekna 5dr,2019,0,NIJU10TE45HPTM  2   
YG72EZS,9000,100085,2015-04-21,16100,18200,23/11/2023,,VAUXHALL,MOKKA,MOKKA ELECTRIC HATCHBACK,100kW GS Line 50kWh 5dr Auto,2020,0,VAMK00GSL5HE A  1   
NL68SYW,50000,78079,2015-04-21,7025,8825,23/11/2023,,NISSAN,MICRA,MICRA HATCHBACK,0.9 IG-T N-Connecta 5dr,2016,2022,NIMI09NCN5HPTM  6   
SE19FJP,38000,86534,2015-04-21,14150,15950,23/11/2023,,AUDI,A1,A1 SPORTBACK,30 TFSI S Line 5dr,2018,0,AUA1103SI5HPTM  2   
AU18GZX,29000,78083,2015-04-21,8325,10150,23/11/2023,,NISSAN,MICRA,MICRA HATCHBACK,0.9 IG-T Tekna 5dr,2016,2022,NIMI09TEK5HPTM  6   
YB19FSN,34000,85289,2015-04-21,9050,10800,23/11/2023,,SEAT,IBIZA,IBIZA HATCHBACK,1.0 TSI 95 FR [EZ] 5dr,2017,2021,SEIB109FZ5HPTM  8   
YA18HNG,68000,77845,2015-04-21,11000,13100,23/11/2023,,FORD,KUGA,KUGA DIESEL ESTATE,1.5 TDCi ST-Line X 5dr Auto 2WD,2016,2019,FOKG15SLX5EDTA  2   
WP20JZA,44000,83619,2015-04-21,11400,13400,23/11/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost 125 ST-Line X 5dr,2018,2022,FOFO10SX55HPTM  6   
MW66VCU,78000,65217,2015-04-21,7825,10050,23/11/2023,,FORD,MONDEO,MONDEO DIESEL HATCHBACK,2.0 TDCi 180 Titanium [X Pack] 5dr Powershift,2014,2019,FOMO208TX5HDTA  6   
SM69OXK,9000,78832,2015-04-21,10500,12300,23/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost ST-Line 5dr,2017,2021,FOFI10STL5HPTM  9   
LC69LCT,31000,89233,2015-04-21,22050,24500,23/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
CX69YDB,26000,85708,2015-04-21,6450,8275,23/11/2023,,SKODA,FABIA,FABIA HATCHBACK,1.0 MPI S 5dr,2018,2021,SKFB10S  5HPIM  4   
LV16VEB,58000,72808,2015-04-21,9150,11150,23/11/2023,,AUDI,A3,A3 HATCHBACK,1.4 TFSI 125 S Line 3dr [Nav],2012,2016,AUA3142LN3HPTM  3   
LS70ZCA,47000,86514,2015-04-21,12400,14500,23/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T Tekna 5dr,2017,2021,NIQQ13TEK5HPTM  3   
YP71CPK,14000,94057,2015-04-21,24250,27250,23/11/2023,,VOLVO,XC40,XC40 ESTATE,1.5 T4 Recharge PHEV R DESIGN 5dr Auto,2018,0,VOX415T4R5EXTA      
MD21OLX,25000,93353,2015-04-21,13300,15100,23/11/2023,,TOYOTA,YARIS,YARIS HATCHBACK,1.5 Hybrid Icon 5dr CVT,2020,0,TOYA15ICO5HHIA  5   
WL19UZD,20000,78488,2015-04-21,12150,14150,23/11/2023,,VOLKSWAGEN,GOLF,GOLF ELECTRIC HATCHBACK,99kW e-Golf 35kWh 5dr Auto,2017,2020,VWGO00EGF5HE A  6   
YA21SJX,28000,91869,2015-04-21,39400,44500,23/11/2023,,LAND ROVER,RANGE ROVER SPORT,RANGE ROVER SPORT DIESEL ESTATE,3.0 D300 HSE Dynamic 5dr Auto,2018,2022,LRRS30HD35EDTA4 3   
