VRM,mileage,CAP ID,Reg Date,Clean,Retail,ValuationDate,Mileage10000,CAPMan,CAPRange,CAPMod,CAPDer,ModIntroduced,ModDiscontinued,CAP Code
YD19RHW,43000,70378,2017-02-04,18350,20750,19/12/2023,,BMW,3 SERIES,3 SERIES DIESEL TOURING,330d M Sport 5dr Step Auto,2015,2019,BM3D30MS 5EDTA  7   
MF18HGX,38000,70216,2017-02-04,11600,14100,19/12/2023,,BMW,3 SERIES,3 SERIES DIESEL SALOON,318d M Sport 4dr,2015,2018,BM3120MS 4SDTM  7   
YN19YAO,32000,76418,2017-02-04,20100,23000,19/12/2023,,MERCEDES-BENZ,E CLASS,E CLASS DIESEL ESTATE,E220d AMG Line Premium 5dr 9G-Tronic,2016,2020,MEEC202LP5EDTA  7   
MK20FBD,39000,85754,2017-02-04,12050,14150,19/12/2023,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,2018,2021,KISP162  5EPIM  5   
YK70CFN,33000,83771,2017-02-04,16800,18850,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 AMG Line 5dr Auto,2018,2022,MEAC13LMA5HPTA  6   
BT17GUD,70000,66775,2017-02-04,7075,9100,19/12/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.6 DiG-T Nismo RS 5dr,2014,2020,NIJU16NIS5HPSM  1   
SG20TVM,36000,87257,2017-02-04,11300,13400,15/01/2024,,CITROEN,C5 AIRCROSS,C5 AIRCROSS HATCHBACK,1.2 PureTech 130 Flair 5dr,2018,2022,CI5R12FL 5HPTM      
HN16XKM,65000,70743,2017-02-04,6775,8825,10/01/2024,,RENAULT,KADJAR,KADJAR DIESEL HATCHBACK,1.5 dCi Dynamique S Nav 5dr EDC,2015,2018,R1KJ15DNS5HDTA      
MA20ECC,17000,90377,2017-02-04,10100,12150,19/12/2023,,VAUXHALL,CROSSLAND X,CROSSLAND X HATCHBACK,1.2T [130] Elite Nav 5dr [Start Stop] Auto,2017,2020,VACX12N3S5HPTA      
PY67KNK,49000,76980,2017-02-04,10200,12250,19/12/2023,,SUZUKI,SX4 S-CROSS,SX4 S-CROSS HATCHBACK,1.4 Boosterjet SZ5 ALLGRIP 5dr Auto,2016,2021,SISC14SZA5HPTA4 1   
FG70DHP,44000,91222,2017-02-04,15900,18000,19/12/2023,,TOYOTA,C-HR,C-HR HATCHBACK,2.0 Hybrid Excel 5dr CVT,2019,0,TOCH20EXL5HHIA  1   
OE70CNV,49000,83381,2017-02-04,22400,25500,03/01/2024,,JAGUAR,I-PACE,I-PACE ESTATE,294kW EV400 HSE 90kWh 5dr Auto,2018,2022,JAIP00HSE5EE A4     
YP70TKU,20000,78861,2017-02-04,9975,11795,19/12/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 125 Titanium 5dr,2017,2021,FOFI10TI25HPTM  9   
DS72EOP,11000,96106,2017-02-04,24450,26750,15/01/2024,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 TGDi 48V MHD Ultimate 5dr 2WD DCT,2020,0,HYTU16UMT5EPTA  4   
WP21BUU,44000,90214,2017-02-04,17250,19350,20/12/2023,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.4 PHEV Dynamic Safety 5dr Auto,2018,2021,MIOU24DYS5EXIA4 5   
YV19LTA,46000,87437,2017-02-04,9675,11800,15/01/2024,,DACIA,DUSTER,DUSTER ESTATE,1.3 TCe 130 Prestige 5dr,2018,2021,DADU13PRE5EPTM  3   
BJ67DLF,57000,75236,2017-02-04,12850,14850,19/12/2023,,MERCEDES-BENZ,CLA,CLA DIESEL SHOOTING BRAKE,CLA 220d AMG Line 5dr Tip Auto [Map Pilot],2016,2019,MECA21LP25EDTA  1   
PK70VFR,36000,86518,2017-02-04,10450,12550,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,2017,2021,NIQQ13APR5HPTM  3   
GX66KPY,50000,65153,2017-02-04,6275,8095,19/12/2023,,MINI,HATCHBACK,HATCHBACK DIESEL,1.5 Cooper D 5dr [Chili/Media Pack XL],2014,2018,MNCO15CM 5HDTM  4   
FN70LBK,26000,83971,2017-02-04,10000,11500,09/01/2024,,KIA,PICANTO,PICANTO HATCHBACK,1.25 X-Line S 5dr,2017,2020,KIPI12XLS5HPIM  4   
PL69CVC,18000,78899,2017-02-04,13750,15550,19/12/2023,,FORD,FIESTA VIGNALE,FIESTA VIGNALE HATCHBACK,1.0 EcoBoost 5dr Auto,2017,2019,FOFV10   5HPTA      
KW70PKA,21000,94799,2017-02-04,8975,10500,03/01/2024,,SUZUKI,SWIFT,SWIFT HATCHBACK,1.2 Dualjet 83 12V Hybrid SZ-L 5dr,2017,0,SISW12SZL5HPIM  5   
YA18FDE,63000,85805,2017-02-04,11750,13850,05/01/2024,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.4 PHEV 4h 5dr Auto,2018,2021,MIOU244  5EXIA4 5   
DS21XNC,13000,96745,2017-02-04,17150,19150,19/12/2023,,HYUNDAI,KONA,KONA ELECTRIC HATCHBACK,150kW Premium 64kWh 5dr Auto,2021,2023,HYKN00PM45HE A  1   
BV18EOF,50000,78135,2017-02-04,8125,10400,22/01/2024,,VAUXHALL,INSIGNIA,INSIGNIA GRAND SPORT,1.5T SRi Nav 5dr,2017,2020,VAIN15SRV5HPTM  2   
BD22WWP,18000,96109,2017-02-04,23000,25250,08/01/2024,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 TGDi Hybrid 230 Premium 5dr 2WD Auto,2020,0,HYTU16PRM5EHTA  4   
ND64VPK,50000,64175,2017-02-04,5700,7495,18/01/2024,,VOLKSWAGEN,POLO,POLO HATCHBACK,1.0 SE 5dr,2014,2017,VWPO10SE 5HPIM  5   
CA70BFX,26000,87962,2017-02-04,16050,18050,17/01/2024,,TOYOTA,COROLLA,COROLLA TOURING SPORT,1.8 VVT-i Hybrid Icon Tech 5dr CVT,2018,2022,TOCO18ICT5EHIA  8   
NJ70FWU,50000,91716,2017-02-04,18650,21500,18/01/2024,,AUDI,E-TRON,E-TRON ESTATE,230kW 50 Quattro 71kWh Technik 5dr Auto,2019,2022,AUET00TEK5EE A4     
NA20LLM,21000,85754,2017-02-04,13250,15350,04/01/2024,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,2018,2021,KISP162  5EPIM  5   
CE70XYM,45000,91751,2017-02-04,10100,11900,16/01/2024,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 125 Active X Edition 5dr,2017,2021,FOFI102AX5HPTM  9   
AO22FNZ,43000,97421,2017-02-04,15400,17500,16/01/2024,,FORD,PUMA,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line 5dr DCT,2019,0,FOPU10STL5HPTA      
DK69URO,40000,86478,2017-02-04,13350,15450,08/01/2024,,HONDA,HR-V,HR-V HATCHBACK,1.5 i-VTEC SE CVT 5dr,2018,2021,HOHV15SE 5HPIA  1   
KM18AGX,68000,71831,2017-02-04,8250,10300,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 SE 5dr,2015,2018,MEAC16SE 5HPTM  5   
EA21OPB,49000,91061,2017-02-04,13300,15300,18/01/2024,,HYUNDAI,IONIQ,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,2019,2022,HYIN16PSE5HHIA  1   
FP18HPY,30000,78842,2017-02-04,7875,9675,16/01/2024,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost ST-Line Navigation 3dr,2017,2021,FOFI10SLN3HPTM  9   
DV69URK,51000,86126,2017-02-04,9800,11900,10/01/2024,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,2018,2021,HYTU16SEN5EPIM  3   
BD14LZT,76000,59898,2017-02-04,7975,9975,19/12/2023,,MERCEDES-BENZ,CLA,CLA DIESEL COUPE,CLA 220 CDI Sport 4dr Tip Auto,2013,2016,MECA21SPO4SDTA      
YH22URR,10000,92882,2017-02-04,12700,14495,19/12/2023,,PEUGEOT,208,208 HATCHBACK,1.2 PureTech 100 Active Premium 5dr,2019,2023,PE2812AP15HPTM  2   
NJ70HYU,22000,85373,2017-02-04,10500,12300,19/12/2023,,SEAT,ARONA,ARONA HATCHBACK,1.0 TSI 115 FR [EZ] 5dr,2017,2021,SEAN10FEZ5HPTM      
AO70YRY,18000,90727,2017-02-04,13750,16300,16/01/2024,,PEUGEOT,208,E-208 ELECTRIC HATCHBACK,100kW GT 50kWh 5dr Auto,2019,2023,PE2800GT 5HE A  2   
LP19TZL,26000,86874,2017-02-04,15700,17700,17/01/2024,,MINI,HATCHBACK,HATCHBACK,2.0 Cooper S Sport II 5dr Auto,2014,2021,MNCS20SP 5HPTA  4   
HX20KYY,14000,75883,2017-02-04,8425,10400,19/12/2023,,FIAT,TIPO,TIPO HATCHBACK,1.4 T-Jet [120] Lounge 5dr,2016,2021,FITI14LG15HPTM  1   
BL22EUO,14000,94986,2017-02-04,15400,17400,19/12/2023,,CITROEN,C4,E-C4 ELECTRIC HATCHBACK,100kW Shine Plus 50kWh 5dr Auto,2020,0,CIC400SHP5HE A  3   
FG67HFE,74000,77482,2017-02-04,14550,17350,19/12/2023,,BMW,5 SERIES,5 SERIES DIESEL SALOON,520d M Sport 4dr Auto,2017,2020,BM5F20MS 4SDTA  6   
EO67KUY,42000,76056,2017-02-04,6725,8725,10/01/2024,,VAUXHALL,MOKKA X,MOKKA X HATCHBACK,1.4T Active 5dr,2016,2019,VAMX14ACT5HPTM      
YD21KLE,40000,95329,2017-02-04,18500,20500,19/12/2023,,AUDI,A3,A3 SPORTBACK,40 TFSI e S Line 5dr S Tronic,2020,0,AUA3140SN5HXTA  5   
LM70UJH,47000,92533,2017-02-04,25200,28250,19/12/2023,,BMW,X4,X4 DIESEL ESTATE,xDrive20d MHT M Sport 5dr Step Auto,2018,2021,BMX420MHT5EDTA4 1   
WT16SXC,53000,69563,2017-02-04,12350,14900,19/12/2023,,MERCEDES-BENZ,C CLASS,C CLASS DIESEL ESTATE,C220d AMG Line Premium 5dr Auto,2014,2018,MECC212LP5EDTA  5   
YB67RYC,46000,80671,2017-02-04,11650,13650,03/01/2024,,BMW,2 SERIES,2 SERIES DIESEL COUPE,218d M Sport 2dr Step Auto [Nav],2017,2020,BM2S20MPN2CDTA  1   
LG70HWX,42000,85754,2017-02-04,12050,14150,04/01/2024,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,2018,2021,KISP162  5EPIM  5   
LL69YTE,31000,90399,2017-02-04,17550,19650,19/12/2023,,BMW,X1,X1 DIESEL ESTATE,sDrive 18d xLine 5dr Step Auto,2019,2022,BMX1208XL5EDTA  3   
SM20HHO,32000,87730,2017-02-04,29850,33750,12/01/2024,,AUDI,E-TRON,E-TRON ESTATE SPECIAL EDITIONS,300kW 55 Quattro 95kWh Launch Edition 5dr Auto,2019,2020,AUET00LED5EE A4     
OV20XDP,22000,86047,2017-02-04,17300,19300,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 AMG Line Executive 5dr Auto,2018,2022,MEAC13AEL5HPTA  6   
DL69TWN,24000,91064,2017-02-04,12000,14250,19/12/2023,,HYUNDAI,IONIQ,IONIQ ELECTRIC HATCHBACK,100kW Premium 38kWh 5dr Auto,2019,2022,HYIN00PRM5HE A  1   
KW70PJX,21000,94799,2017-02-04,8975,10500,03/01/2024,,SUZUKI,SWIFT,SWIFT HATCHBACK,1.2 Dualjet 83 12V Hybrid SZ-L 5dr,2017,0,SISW12SZL5HPIM  5   
SH67KWB,63000,72100,2017-02-04,8800,11050,22/12/2023,,MERCEDES-BENZ,B CLASS,B CLASS DIESEL HATCHBACK,B200d AMG Line 5dr,2014,2019,MEBC21D2A5HDTM  3   
LS69FKL,56000,89907,2017-02-04,16550,19050,03/01/2024,,BMW,3 SERIES,3 SERIES SALOON,330e M Sport 4dr Auto,2019,2022,BM3E20MS 4SXTA  8   
KM19TSA,32000,85627,2017-02-04,17800,20250,19/12/2023,,AUDI,A4,A4 DIESEL SALOON,40 TDI Black Edition 4dr S Tronic,2018,2019,AUA4204BL4SDTA  6   
OV69XKB,21000,83379,2017-02-04,20150,23000,03/01/2024,,JAGUAR,I-PACE,I-PACE ESTATE,294kW EV400 S 90kWh 5dr Auto,2018,2022,JAIP00S  5EE A4     
WG72VEX,18000,101150,2017-02-04,19000,21250,16/01/2024,,MG MOTOR UK,MG4,MG4 HATCHBACK,150kW Trophy EV Long Range 64kWh 5dr Auto,2022,0,NM4 00TEL5HE A      
NG66GGA,70000,74734,2017-02-04,7100,9150,10/01/2024,,RENAULT,KADJAR,KADJAR DIESEL HATCHBACK,1.5 dCi Signature S Nav 5dr,2015,2018,R1KJ15SIS5HDTM      
SO19BWH,29000,88525,2017-02-04,16800,19300,05/01/2024,,BMW,3 SERIES,3 SERIES SALOON,320i SE 4dr Step Auto,2019,2022,BM3A20SE 4SPTA  8   
SH15LGC,67000,57924,2017-02-04,5325,7200,19/12/2023,,VOLVO,V40,V40 DIESEL HATCHBACK,D2 R DESIGN Lux 5dr,2012,2019,VOV416RDL5HDTM      
WG20GVM,13000,87808,2017-02-04,20800,23000,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A200d AMG Line Premium 5dr Auto,2018,2022,MEAC20LAP5HDTA  6   
DN21ZTE,11000,96745,2017-02-04,17350,19350,19/12/2023,,HYUNDAI,KONA,KONA ELECTRIC HATCHBACK,150kW Premium 64kWh 5dr Auto,2021,2023,HYKN00PM45HE A  1   
BD66AYC,49000,71873,2017-02-04,8475,10450,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d SE 5dr,2015,2018,MEAC15SE 5HDTM  5   
YN19JDM,50000,83294,2017-02-04,9975,12250,08/01/2024,,BMW,2 SERIES,2 SERIES GRAN TOURER,218i SE 5dr,2018,2021,BM2S15SE 5EPTM  1   
MT70VCK,74000,90727,2017-02-04,9175,11450,09/01/2024,,PEUGEOT,208,E-208 ELECTRIC HATCHBACK,100kW GT 50kWh 5dr Auto,2019,2023,PE2800GT 5HE A  2   
FH19VLU,13000,85469,2017-02-04,15650,17650,15/01/2024,,AUDI,Q2,Q2 DIESEL ESTATE,30 TDI Sport 5dr S Tronic,2016,2020,AUQ21630S5EDTA      
SD20XXK,28000,83301,2017-02-04,17150,19450,08/01/2024,,BMW,2 SERIES,2 SERIES GRAN TOURER,218i M Sport 5dr Step Auto,2018,2021,BM2S15MS 5EPTA  1   
FY67WXL,55000,80130,2017-02-04,6475,8275,10/01/2024,,SKODA,FABIA,FABIA HATCHBACK SPECIAL EDITIONS,1.0 TSI Colour Edition 5dr,2016,2018,SKFB10CE 5HPTM  3   
VK19YFH,31000,81805,2017-02-04,17750,19850,28/12/2023,,VOLKSWAGEN,T-ROC,T-ROC HATCHBACK,1.5 TSI EVO R-Line 5dr,2017,2021,VWTR15RLI5HPTM      
YC17VCT,53000,70507,2017-02-04,8350,10350,19/12/2023,,BMW,1 SERIES,1 SERIES DIESEL HATCHBACK,118d Sport 5dr [Nav],2015,2019,BM1S20SPN5HDTM  3   
BK66ARX,58000,75670,2017-02-04,10400,12400,10/01/2024,,BMW,1 SERIES,1 SERIES HATCHBACK,125i [224] M Sport 5dr [Nav] Step Auto,2015,2019,BM1S20MN45HPTA  3   
NK18XBE,64000,81892,2017-02-04,8550,10550,19/12/2023,,AUDI,A3,A3 SPORTBACK,1.0 TFSI SE Technik 5dr,2016,2020,AUA310STK5HPTM  4   
YX70JUC,51000,90171,2017-02-04,18250,21000,19/12/2023,,VOLVO,XC40,XC40 ESTATE,1.5 T5 [262] Hybrid R DESIGN 5dr Geartronic,2018,0,VOX415RD 5EXTA      
YT70POA,62000,91554,2017-02-04,7350,9150,08/01/2024,,CITROEN,C3,C3 HATCHBACK,1.2 PureTech 110 Flair Plus 5dr [6 Speed],2016,2020,CIC312FP15HPTM  3   
YB69OVG,37000,83034,2017-02-04,12300,14300,19/12/2023,,HONDA,CIVIC,CIVIC DIESEL HATCHBACK,1.6 i-DTEC EX 5dr,2018,2020,HOCI16EX 5HDTM  6   
MJ70HNL,45000,87942,2017-02-04,12250,14250,05/01/2024,,TOYOTA,COROLLA,COROLLA HATCHBACK,1.8 VVT-i Hybrid Icon 5dr CVT,2018,2022,TOCO18ICO5HHIA  8   
DP66OKO,54000,70051,2017-02-04,5000,6995,19/12/2023,,VAUXHALL,ASTRA,ASTRA HATCHBACK,1.0T 12V ecoFLEX SRi Nav 5dr,2015,2019,VAAS10SNV5HPTM  7   
WU19BFF,55000,84865,2017-02-04,13050,15150,12/01/2024,,MERCEDES-BENZ,GLA,GLA HATCHBACK,GLA 180 Urban Edition 5dr,2017,2020,MEGA168UE5HPTM  1   
KP67LXB,32000,78368,2017-02-04,16500,18650,19/12/2023,,MERCEDES-BENZ,GLA,GLA DIESEL HATCHBACK,GLA 220d 4Matic AMG Line Prem Plus 5dr Auto,2017,2019,MEGA212PP5HDTA4 1   
PL69YZW,46000,81258,2017-02-04,21600,24000,08/01/2024,,BMW,X3,X3 DIESEL ESTATE,xDrive20d M Sport 5dr Step Auto,2017,2021,BMX320MS 5EDTA4 4   
BL66WWE,57000,74493,2017-02-04,7725,9725,19/12/2023,,SEAT,LEON,LEON SPORT COUPE,1.4 EcoTSI 150 FR Titanium 3dr DSG,2013,2016,SELE14FTR3HPTA      
BT71ZPM,18000,97596,2017-02-04,17150,19350,17/01/2024,,KIA,E-NIRO,E-NIRO ELECTRIC ESTATE,150kW 2 Long Range 64kWh 5dr Auto,2020,2022,KINI002LR5EE A  1   
FT16PSO,47000,71916,2017-02-04,11700,13700,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A200d AMG Line Premium Plus 5dr Auto,2015,2018,MEAC212OG5HDTA  5   
LA19CNO,33000,80866,2017-02-04,12900,14900,19/12/2023,,BMW,1 SERIES,1 SERIES HATCHBACK SPECIAL EDITION,118i [1.5] M Sport Shadow Edition 5dr,2017,2019,BM1S15MSN5HPTM  3   
KV70SVG,41000,90020,2017-02-04,10200,12300,19/12/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X DIESEL HATCHBACK,1.5 Turbo D Business Edition Nav 5dr,2017,2021,VAGX15BEN5HDTM      
WN68XJE,34000,80459,2017-02-04,10750,12900,02/01/2024,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.2 DiG-T Tekna [Glass Roof Pack] 5dr,2017,2021,NIQQ12TGR5HPTM  3   
GF21ETR,43000,95255,2017-02-04,18950,21000,19/12/2023,,AUDI,Q2,Q2 DIESEL ESTATE,35 TDI Quattro S Line 5dr S Tronic,2020,2021,AUQ2203SN5EDTA4 1   
BW16WWP,85000,73090,2017-02-04,12550,15050,19/12/2023,,MERCEDES-BENZ,C CLASS,C CLASS DIESEL COUPE,C220d AMG Line Premium Plus 2dr Auto,2015,2018,MECC21PLL2CDTA  1   
AV72VAJ,5000,98643,2017-02-04,16000,18100,10/01/2024,,VAUXHALL,MOKKA,MOKKA ELECTRIC HATCHBACK,100kW Ultimate 50kWh 5dr Auto,2020,0,VAMK00ULT5HE A  1   
FG21MLJ,42000,94707,2017-02-04,9950,12050,19/12/2023,,VAUXHALL,CROSSLAND,CROSSLAND HATCHBACK,1.2 Elite Nav 5dr,2020,0,VACR12LEN5HPIM      
FV70DKU,16000,91064,2017-02-04,13050,15550,19/12/2023,,HYUNDAI,IONIQ,IONIQ ELECTRIC HATCHBACK,100kW Premium 38kWh 5dr Auto,2019,2022,HYIN00PRM5HE A  1   
BV20HBA,19000,91175,2017-02-04,14900,17000,19/12/2023,,KIA,SPORTAGE,SPORTAGE DIESEL ESTATE,1.6 CRDi 48V ISG GT-Line 5dr,2018,2021,KISP16GTV5EDTM  5   
KN23CCO,7000,97975,2017-02-04,31900,34750,09/01/2024,,KIA,EV6,EV6 ELECTRIC ESTATE,166kW GT Line 77.4kWh 5dr Auto,2021,0,KIEV00GTL5EE A      
KL18VYC,54000,83782,2017-02-04,12600,14600,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d Sport Executive 5dr Auto,2018,2022,MEAC15SOE5HDTA  6   
VE70GZP,38000,89883,2017-02-04,14700,16700,19/12/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i SE 5dr Step Auto,2019,0,BM1S15SE 5HPTA  4   
BU67THV,42000,78177,2017-02-04,8600,10950,19/12/2023,,VAUXHALL,INSIGNIA,INSIGNIA DIESEL GRAND SPORT,2.0 Turbo D SRi Vx-line Nav 5dr,2017,2020,VAIN20SXN5HDTM  2   
VU17ZRP,86000,73892,2017-02-04,8150,10850,08/01/2024,,JAGUAR,XF,XF DIESEL SALOON,2.0d [180] R-Sport 4dr Auto AWD,2015,2020,JAXF20RS14SDTA4 2   
VF17NRV,42000,81408,2017-02-04,11850,14000,19/12/2023,,NISSAN,X-TRAIL,X-TRAIL DIESEL STATION WAGON,1.6 dCi Tekna 5dr Xtronic,2017,2021,NIXT16TEK5WDTA  4   
CN18CLU,59000,76944,2017-02-04,5625,7425,19/12/2023,,CITROEN,C3,C3 HATCHBACK,1.2 PureTech 82 Feel 5dr,2016,2020,CIC312F825HPIM  3   
ML19MMV,37000,84491,2017-02-04,19250,21750,05/01/2024,,LEXUS,NX,NX ESTATE,300h 2.5 Sport 5dr CVT [Premium Nav],2017,2021,LENX25PSN5EHIA4 1   
FY22HFG,5000,95691,2017-02-04,11050,12850,08/01/2024,,CITROEN,C3,C3 HATCHBACK,1.2 PureTech Shine Plus 5dr,2020,0,CIC312SHP5HPIM  4   
RK17TWN,33000,72192,2017-02-04,13800,15900,19/12/2023,,MERCEDES-BENZ,GLA,GLA DIESEL HATCHBACK,GLA 220d 4Matic AMG Line 5dr Auto [Premium],2014,2017,MEGA212LP5HDTA4     
FY66STX,62000,71873,2017-02-04,7900,9900,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d SE 5dr,2015,2018,MEAC15SE 5HDTM  5   
YN16WDD,61000,67794,2017-02-04,6950,8950,10/01/2024,,HONDA,CIVIC,CIVIC HATCHBACK,1.8 i-VTEC SE Plus 5dr,2015,2016,HOCI18SEP5HPIM  5   
SH18SVU,27000,75961,2017-02-04,12550,14550,05/01/2024,,AUDI,Q2,Q2 ESTATE,1.0 TFSI Sport 5dr,2016,2020,AUQ210SPO5EPTM      
LG66BKZ,62000,69208,2017-02-04,9675,12000,19/12/2023,,LAND ROVER,DISCOVERY SPORT,DISCOVERY SPORT DIESEL SW,2.0 TD4 180 SE 5dr Auto,2015,2019,LRDS20SE 5WDTA4     
BU65XMJ,55000,71882,2017-02-04,8475,10500,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d Sport 5dr Auto,2015,2018,MEAC15SPO5HDTA  5   
NX21OWR,21000,96906,2017-02-04,12050,13550,04/01/2024,,MINI,HATCHBACK,HATCHBACK,1.5 Cooper Classic 3dr,2021,2024,MNCO15CLS3HPTM  5   
FG70CJX,44000,91222,2017-02-04,15900,18000,19/12/2023,,TOYOTA,C-HR,C-HR HATCHBACK,2.0 Hybrid Excel 5dr CVT,2019,0,TOCH20EXL5HHIA  1   
MW69PWK,47000,90541,2017-02-04,22400,24750,10/01/2024,,TESLA,MODEL 3,MODEL 3 SALOON,Performance AWD 4dr [Performance Upgrade] Auto,2019,0,TEM300PU 4SE A4     
BJ16EPE,50000,66059,2017-02-04,16000,18095,05/01/2024,,VOLKSWAGEN,TOUAREG,TOUAREG DIESEL ESTATE,3.0 V6 TDI BlueMotion Tech 262 R-Line 5dr Tip Auto,2014,2019,VWTO30RL65EDTA4 3   
LGZ3661,36000,78237,2017-02-04,13150,15650,19/12/2023,,JAGUAR,XE,XE SALOON,2.0 Ingenium R-Sport 4dr Auto,2015,2019,JAXE20IRS4SPTA      
BL72CBF,7000,96464,2017-02-04,12300,14100,19/12/2023,,DACIA,SANDERO STEPWAY,SANDERO STEPWAY HATCHBACK,1.0 TCe Bi-Fuel Prestige 5dr,2021,2022,DASS10PRE5HBTM  2   
NL21UWP,29000,92215,2017-02-04,29850,34000,12/01/2024,,AUDI,E-TRON,E-TRON SPORTBACK,300kW 55 Quattro 95kWh S Line 5dr Auto,2020,2022,AUET00LIS5HE A4     
YT70GLY,25000,92282,2017-02-04,9500,11000,19/12/2023,,HYUNDAI,I10,I10 HATCHBACK,1.0 MPi SE Connect 5dr,2020,2023,HYI110SEC5HPIM  4   
FE20FSG,12000,90723,2017-02-04,14300,16050,19/12/2023,,PEUGEOT,208,208 HATCHBACK,1.2 PureTech 100 GT Line 5dr EAT8,2019,2023,PE2812GTL5HPTA  2   
WV20TZS,31000,90176,2017-02-04,15550,17650,19/12/2023,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.0 Exceed 5dr CVT,2018,2021,MIOU20EXD5EPIA4 5   
WR70XSZ,26000,91594,2017-02-04,18450,20250,19/12/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A250e AMG Line Premium 5dr Auto,2018,2022,MEAC13LAP5HXTA  6   
