VRM,mileage,CAP ID,Reg Date,Clean,Retail,ValuationDate,Mileage10000,CAPMan,CAPRange,CAPMod,CAPDer,ModIntroduced,ModDiscontinued,CAP Code
RK19LPZ,23000,76763,2017-02-04,14050,16200,24/11/2023,,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Icon 5dr CVT,2016,2019,TOCH18ICO5HHIA      
DG22ZNP,12000,95327,2017-02-04,13750,15550,06/12/2023,,VAUXHALL,CORSA,CORSA ELECTRIC HATCHBACK,100kW Elite Nav Premium 50kWh 5dr Auto [11kWCh],2019,2023,VACO002EP5HE A  6   
EJ22YSK,1000,95075,2017-02-04,13600,15395,06/12/2023,,VAUXHALL,CORSA,CORSA ELECTRIC HATCHBACK,100kW SRi Nav Premium 50kWh 5dr Auto [7.4kWCh],2019,2023,VACO00SNV5HE A  6   
DE20NNT,40000,85389,2017-02-04,11800,13895,23/11/2023,,SEAT,ARONA,ARONA DIESEL HATCHBACK,1.6 TDI Xcellence Lux [EZ] 5dr DSG,2017,2020,SEAN16X9Z5HDTA      
AV18JDK,37000,71890,2017-02-04,12100,14100,23/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d AMG Line 5dr Auto,2015,2018,MEAC15LMA5HDTA  5   
GK19CYY,60000,85926,2017-02-04,7750,9825,23/11/2023,,RENAULT,KADJAR,KADJAR HATCHBACK,1.3 TCE Dynamique S Nav 5dr,2015,2018,R1KJ13DNS5HPTM      
BT70DKA,26000,93281,2017-02-04,12700,14700,23/11/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost Hybrid mHEV 125 ST-Line Edition 5dr,2018,2022,FOFO102SE5HPTM  6   
DN69WOH,33000,86508,2017-02-04,11400,13500,19/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],2017,2021,NIQQ13NCG5HPTM  3   
ML70EXU,33000,91731,2017-02-04,10350,12150,13/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 95 ST-Line Edition 5dr,2017,2021,FOFI10TE95HPTM  9   
DN70YAX,40000,88900,2017-02-04,13750,15850,07/12/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.6 Hybrid4 300 Elite Nav 5dr Auto,2017,2021,VAGX16E385HXTA4     
RE70BJJ,21000,85969,2017-02-04,15150,17150,04/12/2023,,HYUNDAI,KONA,KONA ELECTRIC HATCHBACK,150kW Premium 64kWh 5dr Auto,2018,2021,HYKN00P645HE A      
DS20FPE,44000,90661,2017-02-04,8575,10350,23/11/2023,,VAUXHALL,CORSA,CORSA HATCHBACK,1.2 Turbo SRi Nav Premium 5dr,2019,2023,VACO12PSR5HPTM  6   
EX70UGP,45000,89360,2017-02-04,12450,14550,23/11/2023,,HYUNDAI,TUCSON,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,2018,2021,HYTU16SNM5EDTM  3   
FG70UNH,43000,87962,2017-02-04,15050,17050,10/11/2023,,TOYOTA,COROLLA,COROLLA TOURING SPORT,1.8 VVT-i Hybrid Icon Tech 5dr CVT,2018,2022,TOCO18ICT5EHIA  8   
FG70UOD,44000,87962,2017-02-04,14950,16950,23/11/2023,,TOYOTA,COROLLA,COROLLA TOURING SPORT,1.8 VVT-i Hybrid Icon Tech 5dr CVT,2018,2022,TOCO18ICT5EHIA  8   
KM69AEV,45000,84215,2017-02-04,17950,20500,29/11/2023,,MERCEDES-BENZ,C CLASS,C CLASS DIESEL ESTATE,C220d AMG Line 5dr 9G-Tronic,2018,2021,MECC20LMA5EDTA  6   
LM70AVL,44000,87510,2017-02-04,13050,15150,06/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 N-Connecta 5dr DCT [Glass Roof Pack],2017,2021,NIQQ13NG65HPTA  3   
WP20KDZ,54000,83541,2017-02-04,10100,12100,23/11/2023,,FORD,FOCUS,FOCUS DIESEL HATCHBACK,1.5 EcoBlue 120 ST-Line 5dr,2018,2022,FOFO15S2T5HDTM  6   
WV70KGF,33000,91731,2017-02-04,10350,12150,23/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 95 ST-Line Edition 5dr,2017,2021,FOFI10TE95HPTM  9   
YR70UET,47000,83644,2017-02-04,8925,10900,08/12/2023,,FORD,FOCUS,FOCUS HATCHBACK,1.0 EcoBoost 100 Zetec Nav 5dr,2018,2022,FOFO10Z0N5HPTM  6   
FX70XAM,35000,86193,2017-02-04,10800,12900,19/12/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 Acenta Premium 5dr,2017,2020,NIQQ15AP15HDTM  3   
BG19NZE,41000,86193,2017-02-04,9950,12050,23/11/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 Acenta Premium 5dr,2017,2020,NIQQ15AP15HDTM  3   
WD18PJX,19000,80487,2017-02-04,13000,15100,23/11/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi Tekna+ 5dr,2017,2020,NIQQ15TPL5HDTM  3   
DS70HZY,27000,90176,2017-02-04,16850,18900,01/12/2023,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.0 Exceed 5dr CVT,2018,2021,MIOU20EXD5EPIA4 5   
LL23AUM,12000,100085,2017-02-04,15350,17450,14/12/2023,,VAUXHALL,MOKKA,MOKKA ELECTRIC HATCHBACK,100kW GS Line 50kWh 5dr Auto,2020,0,VAMK00GSL5HE A  1   
LD72GGE,8000,99236,2017-02-04,15300,17400,23/11/2023,,DS,DS 3,DS 3 ELECTRIC CROSSBACK HATCHBACK,100kW E-TENSE Bastille 50kWh 5dr Auto,2019,2023,DS3C00BS15HE A      
BK23WVF,8000,99237,2017-02-04,16800,18900,23/11/2023,,DS,DS 3,DS 3 ELECTRIC CROSSBACK HATCHBACK,100kW E-TENSE Rivoli 50kWh 5dr Auto,2019,2023,DS3C00RVO5HE A      
DU70ODM,37000,90734,2017-02-04,11900,14000,23/11/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,2019,2022,NMZS00ECV5HE A      
YY17ODB,46000,65305,2017-02-04,11900,13900,23/11/2023,,FORD,FOCUS,FOCUS DIESEL HATCHBACK,2.0 TDCi 185 ST-3 5dr,2014,2018,FOFO20T3S5HDTM  5   
WA70OWF,26000,86047,2017-02-04,17300,19300,28/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A180 AMG Line Executive 5dr Auto,2018,2022,MEAC13AEL5HPTA  6   
WP19EXO,20000,85805,2017-02-04,17500,19600,31/10/2023,,MITSUBISHI,OUTLANDER,OUTLANDER ESTATE,2.4 PHEV 4h 5dr Auto,2018,2021,MIOU244  5EXIA4 5   
LS68JUV,43000,75148,2017-02-04,14050,16050,07/12/2023,,MERCEDES-BENZ,CLA,CLA SHOOTING BRAKE,CLA 180 AMG Line 5dr,2016,2019,MECA16LMA5EPTM  1   
SK69EYJ,36000,78418,2017-02-04,10700,12700,23/11/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.0 TSI 110 SE 5dr,2017,2020,VWGO10SE 5HPTM  6   
CK66YWE,66000,73903,2017-02-04,4250,6095,23/11/2023,,DS,DS 3,DS 3 HATCHBACK,1.2 PureTech Elegance 3dr,2016,2019,DSD312ELE3HPTM  1   
HT16DHD,68000,70744,2017-02-04,6525,8550,19/12/2023,,RENAULT,KADJAR,KADJAR DIESEL HATCHBACK,1.5 dCi Signature Nav 5dr,2015,2018,R1KJ15SIN5HDTM      
YM69GSO,51000,88239,2017-02-04,10800,13300,23/11/2023,,FORD,MONDEO,MONDEO DIESEL HATCHBACK,2.0 EcoBlue Zetec Edition 5dr,2019,2022,FOMO20ZTE5HDTM  7   
WV69KMJ,32000,88220,2017-02-04,14350,16450,23/11/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 Tekna 5dr DCT,2017,2020,NIQQ15TE55HDTA  3   
LA69ATU,48000,89347,2017-02-04,17700,19800,29/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
YY66UST,30000,71045,2017-02-04,8575,10800,19/12/2023,,KIA,CARENS,CARENS DIESEL ESTATE,1.7 CRDi [139] 3 5dr,2013,2016,KICA1739 5EDTM  4   
MJ20WXV,15000,91700,2017-02-04,14900,17000,28/11/2023,,PEUGEOT,2008,E-2008 ELECTRIC ESTATE,100kW GT 50kWh 5dr Auto,2019,2023,PE2000GT 5EE A  2   
AF70OND,33000,91700,2017-02-04,14150,16250,23/11/2023,,PEUGEOT,2008,E-2008 ELECTRIC ESTATE,100kW GT 50kWh 5dr Auto,2019,2023,PE2000GT 5EE A  2   
HK19VBB,54000,84018,2017-02-04,6775,8575,23/11/2023,,RENAULT,CLIO,CLIO HATCHBACK,0.9 TCE 90 GT Line 5dr,2016,2019,R1CL09GL 5HPTM  6   
KM69GXP,25000,85970,2017-02-04,14800,16800,19/12/2023,,HYUNDAI,KONA,KONA ELECTRIC HATCHBACK,150kW Premium SE 64kWh 5dr Auto,2018,2021,HYKN00PSE5HE A      
ML70ODX,20000,77729,2017-02-04,13500,15595,06/12/2023,,PEUGEOT,3008,3008 ESTATE,1.2 PureTech Allure 5dr,2016,2020,PE3012ALL5EPTM  2   
BK72VKR,19000,91700,2017-02-04,16450,18550,19/12/2023,,PEUGEOT,2008,E-2008 ELECTRIC ESTATE,100kW GT 50kWh 5dr Auto,2019,2023,PE2000GT 5EE A  2   
HJ18XPV,69000,79865,2017-02-04,11500,13500,28/11/2023,,AUDI,A3,A3 SPORTBACK SPECIAL EDITIONS,1.5 TFSI Black Edition 5dr,2016,2018,AUA315BLK5HPTM  4   
EO71KMZ,22000,91064,2017-02-04,13250,15700,23/11/2023,,HYUNDAI,IONIQ,IONIQ ELECTRIC HATCHBACK,100kW Premium 38kWh 5dr Auto,2019,2022,HYIN00PRM5HE A  1   
DV22CNF,9000,98547,2017-02-04,14000,15800,29/11/2023,,VAUXHALL,CORSA,CORSA ELECTRIC HATCHBACK,100kW Elite Premium 50kWh 5dr Auto [11kWCh],2019,2023,VACO00EPR5HE A  6   
YA21NND,46000,89889,2017-02-04,14050,16050,07/11/2023,,BMW,1 SERIES,1 SERIES DIESEL HATCHBACK,116d SE 5dr,2019,0,BM1S15SE 5HDTM  4   
OY70VKU,14000,91313,2017-02-04,14100,15900,13/12/2023,,MINI,HATCHBACK,ELECTRIC HATCHBACK,135kW Cooper S Level 2 33kWh 3dr Auto,2020,2021,MNCS00CL23HE A  4   
YR72BMO,14000,97331,2017-02-04,20350,22500,06/12/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T MH 158 N-Connecta 5dr Xtronic,2021,0,NIQQ13NC85HPTA  4   
MM71RMV,13000,97976,2017-02-04,31900,34750,23/11/2023,,KIA,EV6,EV6 ELECTRIC ESTATE,236kW GT Line 77.4kWh 5dr AWD Auto,2021,0,KIEV00GTL5EE A4     
YG20KFX,28000,89900,2017-02-04,18750,20750,06/12/2023,,BMW,1 SERIES,1 SERIES DIESEL HATCHBACK,118d M Sport 5dr Step Auto,2019,0,BM1S20MS 5HDTA  4   
BJ22ROU,18000,86526,2017-02-04,15200,17000,19/12/2023,,AUDI,A1,A1 SPORTBACK,25 TFSI Sport 5dr,2018,0,AUA110SP 5HPTM  2   
YL18AMV,25000,83129,2017-02-04,9850,11350,19/12/2023,,MINI,HATCHBACK,HATCHBACK,1.5 Cooper II 5dr,2014,2021,MNCO152  5HPTM  4   
DF16JXG,71000,65799,2017-02-04,9075,11800,23/11/2023,,MERCEDES-BENZ,E CLASS,E CLASS DIESEL COUPE,E220 BlueTEC AMG Line 2dr 7G-Tronic,2013,2016,MEEC21LMA2CDTA  2   
OE20FAA,30000,83379,2017-02-04,19850,22750,19/12/2023,,JAGUAR,I-PACE,I-PACE ESTATE,294kW EV400 S 90kWh 5dr Auto,2018,2022,JAIP00S  5EE A4     
BV19VBC,49000,85396,2017-02-04,11950,13950,23/11/2023,,AUDI,A3,A3 DIESEL SPORTBACK,30 TDI 116 SE Technik 5dr S Tronic,2016,2020,AUA3163SK5HDTA  4   
KV66FDU,59000,65541,2017-02-04,9625,11600,06/12/2023,,VOLKSWAGEN,SCIROCCO,SCIROCCO DIESEL COUPE,2.0 TDi 184 BlueMotion Tech GT 3dr DSG,2014,2017,VWSC20BG83CDTA  2   
WT18YGC,9000,80789,2017-02-04,13400,15400,23/11/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i [1.5] SE 5dr [Nav/Servotronic] Step Auto,2015,2019,BM1S15SNS5HPTA  3   
DU70NDD,15000,90734,2017-02-04,13300,15450,23/11/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,2019,2022,NMZS00ECV5HE A      
FV17YDJ,77000,74865,2017-02-04,14400,16500,19/12/2023,,VOLKSWAGEN,TIGUAN,TIGUAN DIESEL ESTATE,2.0 TDi 150 4Motion R-Line 5dr DSG,2016,2020,VWTI201RL5EDTA4 2   
VT19EFH,38000,85657,2017-02-04,19300,21750,08/12/2023,,AUDI,A4,A4 AVANT,40 TFSI Black Edition 5dr S Tronic,2018,2019,AUA4204BL5EPTA  6   
CP19CMV,22000,74857,2017-02-04,18100,20250,23/11/2023,,VOLKSWAGEN,TIGUAN,TIGUAN DIESEL ESTATE,2.0 TDi 150 SEL 5dr DSG,2016,2020,VWTI20BSL5EDTA  2   
YL68HKB,27000,83782,2017-02-04,15200,17200,23/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d Sport Executive 5dr Auto,2018,2022,MEAC15SOE5HDTA  6   
ND20FNF,18000,78488,2017-02-04,13000,15000,05/12/2023,,VOLKSWAGEN,GOLF,GOLF ELECTRIC HATCHBACK,99kW e-Golf 35kWh 5dr Auto,2017,2020,VWGO00EGF5HE A  6   
BD70FXK,20000,85969,2017-02-04,15250,17250,04/12/2023,,HYUNDAI,KONA,KONA ELECTRIC HATCHBACK,150kW Premium 64kWh 5dr Auto,2018,2021,HYKN00P645HE A      
AF70MVO,31000,89233,2017-02-04,23200,25500,29/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
PE20XGG,15000,81798,2017-02-04,16550,18650,23/11/2023,,VOLKSWAGEN,T-ROC,T-ROC HATCHBACK,1.5 TSI EVO SE 5dr,2017,2021,VWTR15SE 5HPTM      
KR22YWK,10000,97508,2017-02-04,15500,17595,06/12/2023,,VAUXHALL,MOKKA,MOKKA ELECTRIC HATCHBACK,100kW SRi Premium 50kWh 5dr Auto,2020,0,VAMK00SRP5HE A  1   
GF72VTX,3000,99432,2017-02-04,28050,30750,06/12/2023,,TESLA,MODEL 3,MODEL 3 SALOON,RWD 4dr Auto,2019,0,TEM300   4SE A      
BW67FNE,47000,75460,2017-02-04,7750,9250,23/11/2023,,ABARTH,595,595 HATCHBACK,1.4 T-Jet 145 3dr,2016,0,ABA914   3HPTM  1   
EO66RVA,74000,71886,2017-02-04,8625,10600,06/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d Sport Premium 5dr Auto,2015,2018,MEAC15SRP5HDTA  5   
LL21OFT,25000,95708,2017-02-04,17050,19050,13/12/2023,,VOLKSWAGEN,ID.3,ID.3 HATCHBACK,150kW Life Pro Performance 58kWh 5dr Auto,2020,2023,VWID00LPP5HE A      
BT17DDZ,26000,66815,2017-02-04,6625,8425,13/12/2023,,SKODA,FABIA,FABIA HATCHBACK,1.0 MPI SE 5dr,2015,2018,SKFB10SE 5HPIM  3   
KF19SWY,37000,85575,2017-02-04,9150,11250,31/10/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.6 [112] Bose Personal Edition 5dr,2014,2020,NIJU16BPE5HPIM  1   
YT20HHB,20000,79124,2017-02-04,12000,13795,29/11/2023,,TOYOTA,YARIS,YARIS HATCHBACK,1.5 Hybrid Icon Tech 5dr CVT,2017,2020,TOYA15ICT5HHIA  4   
FX70YUH,25000,92289,2017-02-04,11800,13300,23/11/2023,,HYUNDAI,I10,I10 HATCHBACK,1.2 MPi Premium 5dr Auto,2020,2023,HYI112PRM5HPIA  4   
DV67KLO,25000,72922,2017-02-04,6375,8400,23/11/2023,,NISSAN,JUKE,JUKE HATCHBACK,1.2 DiG-T N-Connecta 5dr,2014,2020,NIJU12NCN5HPSM  1   
YT68YTH,44000,85758,2017-02-04,12400,14500,23/11/2023,,KIA,SPORTAGE,SPORTAGE ESTATE,1.6T GDi ISG GT-Line 5dr,2018,2021,KISP16GTL5EPTM  5   
FL70NKP,16000,91220,2017-02-04,17550,19650,24/11/2023,,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Excel 5dr CVT,2019,0,TOCH18EXL5HHIA  1   
RV69GGE,30000,76763,2017-02-04,14000,16095,16/11/2023,,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Icon 5dr CVT,2016,2019,TOCH18ICO5HHIA      
BA18UHN,43000,86126,2017-02-04,9625,11750,23/11/2023,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,2018,2021,HYTU16SEN5EPIM  3   
RV69MXY,33000,80866,2017-02-04,13300,15300,23/11/2023,,BMW,1 SERIES,1 SERIES HATCHBACK SPECIAL EDITION,118i [1.5] M Sport Shadow Edition 5dr,2017,2019,BM1S15MSN5HPTM  3   
NG69TXM,30000,86196,2017-02-04,12000,14095,06/12/2023,,NISSAN,QASHQAI,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 N-Connecta 5dr [Glass Roof Pack],2017,2020,NIQQ15NG55HDTM  3   
YH69FGV,23000,77482,2017-02-04,21200,24000,07/12/2023,,BMW,5 SERIES,5 SERIES DIESEL SALOON,520d M Sport 4dr Auto,2017,2020,BM5F20MS 4SDTA  6   
PE20BZT,19000,88640,2017-02-04,8750,10750,12/12/2023,,CITROEN,C4 CACTUS,C4 CACTUS HATCHBACK SPECIAL EDITIONS,1.2 PureTech 110 Origins 5dr,2018,2020,CI4C12ORG5HPTM  1   
DV16NVY,55000,73176,2017-02-04,9475,11500,22/11/2023,,SEAT,LEON,LEON HATCHBACK,2.0 TSI Cupra 290 5dr,2013,2016,SELE20C295HPTM  3   
DV19GZN,22000,87513,2017-02-04,15900,17950,28/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 Tekna+ 5dr DCT,2017,2021,NIQQ13TP65HPTA  3   
DV18ZNO,32000,76946,2017-02-04,6925,8725,23/11/2023,,CITROEN,C3,C3 HATCHBACK,1.2 PureTech 82 Flair 5dr,2016,2020,CIC312FL 5HPIM  3   
BV67UAP,49000,74961,2017-02-04,12350,14450,04/12/2023,,HYUNDAI,TUCSON,TUCSON DIESEL ESTATE,1.7 CRDi Blue Drive Premium SE 5dr 2WD DCT,2015,2018,HYTU17BSE5EDTA  2   
SK15VSA,50000,50013,2017-02-04,3050,4350,23/11/2023,,FORD,KA,KA HATCHBACK,1.2 Zetec 3dr [Start Stop],2009,2016,FOKA12ZTS3HPIM  1   
YC68MUU,64000,81861,2017-02-04,15900,18400,06/12/2023,,VOLKSWAGEN,ARTEON,ARTEON DIESEL FASTBACK,2.0 TDI SCR 190 R-Line 5dr DSG,2017,2020,VWAR20RL95HDTA      
RF18KKL,42000,71788,2017-02-04,5675,7150,14/12/2023,,FIAT,500,500 HATCHBACK,1.2 Lounge 3dr,2015,0,FI5012LNG3HPIM  1   
YH69YBB,34000,80792,2017-02-04,11550,13550,23/11/2023,,BMW,1 SERIES,1 SERIES HATCHBACK,118i [1.5] Sport 5dr [Nav/Servotronic],2015,2019,BM1S15SSN5HPTM  3   
FG69MFV,54000,86489,2017-02-04,21050,23250,23/11/2023,,FORD,EDGE,EDGE DIESEL ESTATE,2.0 EcoBlue 238 ST-Line 5dr Auto,2019,2019,FOED20STL5EDTA4 1   
YA69PFZ,10000,91313,2017-02-04,14200,16000,23/11/2023,,MINI,HATCHBACK,ELECTRIC HATCHBACK,135kW Cooper S Level 2 33kWh 3dr Auto,2020,2021,MNCS00CL23HE A  4   
YY16VUP,30000,63610,2017-02-04,12500,14500,23/11/2023,,LEXUS,CT,CT HATCHBACK,200h 1.8 F-Sport 5dr CVT Auto,2014,2017,LECT18FS 5HHIA  1   
WU71GZK,20000,97762,2017-02-04,26200,29000,07/12/2023,,HYUNDAI,IONIQ 5,IONIQ 5 ELECTRIC HATCHBACK,160kW Ultimate 73 kWh 5dr Auto [Tech],2021,0,HYI500U7T5HE A      
PK67XHU,36000,77782,2017-02-04,5900,7375,23/11/2023,,TOYOTA,AYGO,AYGO HATCHBACK,1.0 VVT-i X-Press 5dr,2014,2018,TOAY10XPE5HPIM  3   
FD69HJF,18000,85046,2017-02-04,11100,13100,23/11/2023,,SEAT,LEON,LEON SPORT TOURER,1.5 TSI EVO FR [EZ] 5dr,2016,2019,SELE15FEZ5EPTM  1   
GJ18DYV,47000,78432,2017-02-04,13550,15550,23/11/2023,,VOLKSWAGEN,GOLF,GOLF HATCHBACK,1.4 TSI GTE Advance 5dr DSG,2017,2020,VWGO14GTV5HXTA  6   
WF20GXJ,20000,86055,2017-02-04,17950,19950,28/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 AMG Line Executive 5dr,2018,2022,MEAC13LAE5HPTM  6   
BT69GKZ,49000,84998,2017-02-04,13550,15650,23/11/2023,,SEAT,ATECA,ATECA ESTATE,1.5 TSI EVO FR Sport [EZ] 5dr DSG,2016,2020,SEAA15FSZ5EPIA      
BN69HWJ,53000,84619,2017-02-04,6675,8450,12/12/2023,,CITROEN,C3,C3 DIESEL HATCHBACK,1.5 BlueHDi 100 Flair 5dr,2016,2020,CIC315FL 5HDTM  3   
MA70KJX,38000,89347,2017-02-04,19550,21750,29/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Standard Plus 4dr Auto,2019,0,TEM300SP 4SE A      
YH20UNY,37000,89233,2017-02-04,22200,24500,23/11/2023,,TESLA,MODEL 3,MODEL 3 SALOON,Long Range AWD 4dr Auto,2019,0,TEM300LR 4SE A4     
DU22YBX,10000,97507,2017-02-04,15100,17195,29/11/2023,,VAUXHALL,MOKKA,MOKKA ELECTRIC HATCHBACK,100kW Elite Premium 50kWh 5dr Auto,2020,0,VAMK00EPR5HE A  1   
AF69YYT,37000,78479,2017-02-04,15250,17250,23/11/2023,,VOLKSWAGEN,GOLF,GOLF DIESEL HATCHBACK,2.0 TDI R-Line 5dr DSG,2017,2020,VWGO20RLI5HDTA  6   
SB21YJD,21000,90734,2017-02-04,13700,15800,07/11/2023,,MG MOTOR UK,ZS,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,2019,2022,NMZS00ECV5HE A      
KS20BUJ,24000,86519,2017-02-04,11650,13750,28/11/2023,,NISSAN,QASHQAI,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr,2017,2021,NIQQ13AP65HPTM  3   
BT20JZP,35000,88784,2017-02-04,15250,17350,13/12/2023,,NISSAN,X-TRAIL,X-TRAIL STATION WAGON,1.3 DiG-T Acenta Premium 5dr [7 Seat] DCT,2017,2021,NIXT13AR75WPTA  4   
YT70ZSX,29000,88512,2017-02-04,19550,21750,23/11/2023,,VOLVO,XC40,XC40 ESTATE,1.5 T3 [163] Inscription 5dr,2018,0,VOX415IN65EPTM      
BX20XMM,59000,88512,2017-02-04,15850,17950,07/12/2023,,VOLVO,XC40,XC40 ESTATE,1.5 T3 [163] Inscription 5dr,2018,0,VOX415IN65EPTM      
BL70CVY,40000,81218,2017-02-04,10850,12950,06/12/2023,,VAUXHALL,GRANDLAND X,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,2017,2021,VAGX12ELN5HPTM      
DG70XTO,36000,91216,2017-02-04,15300,17400,16/11/2023,,TOYOTA,C-HR,C-HR HATCHBACK,1.8 Hybrid Design 5dr CVT,2019,0,TOCH18DES5HHIA  1   
MV19YXR,47000,87538,2017-02-04,7825,9625,28/11/2023,,NISSAN,MICRA,MICRA HATCHBACK,1.0 IG-T 100 N-Sport 5dr,2016,2022,NIMI10NSP5HPTM  6   
BJ69LYG,31000,84865,2017-02-04,15450,17550,23/11/2023,,MERCEDES-BENZ,GLA,GLA HATCHBACK,GLA 180 Urban Edition 5dr,2017,2020,MEGA168UE5HPTM  1   
EA69WXN,15000,87670,2017-02-04,7775,9300,06/12/2023,,VAUXHALL,CORSA,CORSA HATCHBACK SPECIAL EDS,1.4 [75] Griffin 3dr,2014,2019,VACO147GR3HPIM  5   
AE68LSD,35000,79340,2017-02-04,21500,24500,01/12/2023,,VOLVO,XC60,XC60 DIESEL ESTATE,2.0 D4 Momentum Pro 5dr AWD Geartronic,2017,2021,VOX620MP 5EDTA4 2   
DK70VZF,30000,83771,2017-02-04,17250,19250,28/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS HATCHBACK,A200 AMG Line 5dr Auto,2018,2022,MEAC13LMA5HPTA  6   
EX20WZE,36000,83786,2017-02-04,16900,18900,23/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d AMG Line Executive 5dr Auto,2018,2022,MEAC15LAE5HDTA  6   
GM17XHH,65000,70021,2017-02-04,5975,7975,23/11/2023,,SKODA,RAPID,RAPID HATCHBACK,1.4 TSI 125 SE 5dr DSG,2012,2018,SKRA1412S5HPTA      
SE21OPK,33000,96099,2017-02-04,17250,19350,01/12/2023,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 TGDi Premium 5dr 2WD,2020,0,HYTU16PRM5EPTM  4   
SL70EUU,43000,90760,2017-02-04,12050,14150,06/11/2023,,FORD,PUMA,PUMA HATCHBACK,1.0 EcoBoost Titanium 5dr,2019,0,FOPU10TIT5HPTM      
VK70NXP,39000,89360,2017-02-04,12800,14900,21/11/2023,,HYUNDAI,TUCSON,TUCSON DIESEL ESTATE,1.6 CRDi 48V MHD SE Nav 5dr 2WD,2018,2021,HYTU16SNM5EDTM  3   
WD66ENK,52000,71889,2017-02-04,10100,12100,23/11/2023,,MERCEDES-BENZ,A CLASS,A CLASS DIESEL HATCHBACK,A180d AMG Line 5dr,2015,2018,MEAC15LMA5HDTM  5   
AU17WHA,48000,57295,2017-02-04,5675,7475,19/12/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.25 82 Zetec 5dr,2012,2017,FOFI12ZE85HPIM  8   
FE17BZU,54000,69371,2017-02-04,10200,12200,07/12/2023,,VOLKSWAGEN,SCIROCCO,SCIROCCO COUPE,2.0 TSI 180 BlueMotion Tech GT 3dr,2014,2017,VWSC20B8G3CPTM  2   
YT20HXG,36000,86126,2017-02-04,11200,13350,23/11/2023,,HYUNDAI,TUCSON,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,2018,2021,HYTU16SEN5EPIM  3   
AO20WHW,33000,91731,2017-02-04,10100,11900,23/11/2023,,FORD,FIESTA,FIESTA HATCHBACK,1.0 EcoBoost 95 ST-Line Edition 5dr,2017,2021,FOFI10TE95HPTM  9   
EK70KUH,26000,91087,2017-02-04,15700,17500,06/12/2023,,AUDI,A1,A1 SPORTBACK,30 TFSI Citycarver 5dr,2018,0,AUA110CV 5HPTM  2   
