VRM,Unused1,CAPMan,CAPMod,CAPDer,DFR,CAPID,Mileage,Unused2,Unused3,Unused4,Unused5,Unused6,Unused7,Unused8,Unused9,Clean_Month,Unused10,Unused11,Retail_Month,Unused12,Unused13,Unused14,Unused15,Unused16,Unused17,Unused18,Unused19,Unused20,Clean_Live,Unused21,Unused22,Retail_Live,Live_Date,Month_Date
MT70EFE,,PEUGEOT,2008 ESTATE,1.2 PureTech 130 GT Line 5dr EAT8,01/09/2020,91692,67000,,,,,,,,,12450,,,14550,,,,,,,,,,12450,,,14550,2024-02-02,2024-01-29
YC70BHZ,,MINI,HATCHBACK,1.5 Cooper Classic II 5dr,01/09/2020,86809,13000,,,,,,,,,12100,,,13600,,,,,,,,,,12200,,,13700,2024-02-02,2024-01-29
ST68KCE,,NISSAN,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 Acenta Premium 5dr,01/09/2018,86193,52000,,,,,,,,,9250,,,11350,,,,,,,,,,9250,,,11350,2024-02-02,2024-01-29
CV70PEO,,SUZUKI,SWIFT HATCHBACK,1.2 Dualjet 83 12V Hybrid SZ5 5dr Auto,01/09/2020,94802,20000,,,,,,,,,12200,,,13695,,,,,,,,,,12300,,,13795,2024-02-02,2024-01-29
LM70UFZ,,KIA,NIRO ESTATE,1.6 GDi Hybrid 2 5dr DCT,01/09/2020,89921,36000,,,,,,,,,13150,,,15250,,,,,,,,,,13300,,,15400,2024-02-02,2024-01-29
BT70DJK,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,01/01/2021,86126,20000,,,,,,,,,12800,,,14895,,,,,,,,,,12800,,,14895,2024-02-02,2024-01-29
AU69KFJ,,SUZUKI,VITARA ESTATE,1.4 Boosterjet SZ-T 5dr Auto,01/01/2020,88431,19000,,,,,,,,,12250,,,14350,,,,,,,,,,12250,,,14350,2024-02-02,2024-01-29
KS70DZH,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,01/09/2020,95533,49000,,,,,,,,,11950,,,14050,,,,,,,,,,12200,,,14300,2024-02-02,2024-01-29
WJ70XWD,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV 155 ST-Line X 5dr,01/09/2020,90764,39000,,,,,,,,,13950,,,16050,,,,,,,,,,13950,,,16050,2024-02-02,2024-01-29
NL70UJG,,BMW,X1 ESTATE,sDrive 20i xLine 5dr Step Auto,01/09/2020,90388,21000,,,,,,,,,20200,,,22500,,,,,,,,,,20200,,,22500,2024-02-02,2024-01-29
MD68BWA,,FORD,ECOSPORT HATCHBACK,1.0 EcoBoost 125 Zetec Navigation 5dr Auto,01/09/2018,81725,3000,,,,,,,,,11450,,,13450,,,,,,,,,,11700,,,13700,2024-02-02,2024-01-29
GK69HLM,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],01/09/2019,86508,32000,,,,,,,,,11700,,,13800,,,,,,,,,,11900,,,14000,2024-02-02,2024-01-29
NY19SBX,,SEAT,ARONA HATCHBACK,1.0 TSI 115 Xcellence Lux [EZ] 5dr DSG,01/03/2019,85378,75000,,,,,,,,,8875,,,10700,,,,,,,,,,8975,,,10750,2024-02-02,2024-01-29
WO19HCJ,,FORD,KUGA ESTATE,1.5 EcoBoost 176 ST-Line Edition  5dr Auto,01/03/2019,87304,20000,,,,,,,,,14650,,,16750,,,,,,,,,,14850,,,16950,2024-02-02,2024-01-29
CA70WSD,,CITROEN,C4 CACTUS HATCHBACK,1.2 PureTech Flair 5dr [6 Speed],01/01/2021,84752,28000,,,,,,,,,8975,,,10950,,,,,,,,,,9050,,,11050,2024-02-02,2024-01-29
SH70OPO,,BMW,1 SERIES HATCHBACK,118i M Sport 5dr,01/09/2020,89886,33000,,,,,,,,,16200,,,18200,,,,,,,,,,16200,,,18200,2024-02-02,2024-01-29
AP70WTT,,TOYOTA,RAV4 ESTATE,2.5 VVT-i Hybrid Design 5dr CVT,01/09/2020,87921,14000,,,,,,,,,22000,,,24500,,,,,,,,,,22250,,,24500,2024-02-02,2024-01-29
MM70ZTH,,FORD,KUGA DIESEL ESTATE,2.0 EcoBlue 190 ST-Line Edition 5dr Auto AWD,01/01/2021,94685,14000,,,,,,,,,21600,,,24000,,,,,,,,,,21600,,,24000,2024-02-02,2024-01-29
VN70UMW,,HONDA,HR-V HATCHBACK,1.5 i-VTEC EX CVT 5dr,01/09/2020,86480,6000,,,,,,,,,18750,,,20750,,,,,,,,,,18900,,,21000,2024-02-02,2024-01-29
DN70OLB,,CITROEN,C3 AIRCROSS HATCHBACK,1.2 PureTech 130 Flair 5dr EAT6,01/09/2020,91251,12000,,,,,,,,,12900,,,14700,,,,,,,,,,13050,,,14800,2024-02-02,2024-01-29
AK20YUV,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo SE 5dr Auto [8 Speed],01/03/2020,86003,27000,,,,,,,,,10400,,,12500,,,,,,,,,,10400,,,12500,2024-02-02,2024-01-29
ST70YYK,,FORD,FOCUS DIESEL HATCHBACK,1.5 EcoBlue 120 Titanium X Edition 5dr,01/01/2021,93253,29000,,,,,,,,,12800,,,14800,,,,,,,,,,12800,,,14800,2024-02-02,2024-01-29
FV70VKS,,PEUGEOT,3008 ESTATE,1.6 PureTech 180 GT Premium 5dr EAT8,01/01/2021,95417,29000,,,,,,,,,19600,,,21750,,,,,,,,,,19800,,,22000,2024-02-02,2024-01-29
HF70JNO,,FORD,FOCUS HATCHBACK,1.0 EcoBoost 125 Titanium X Edition 5dr Auto,01/09/2020,93250,2000,,,,,,,,,15150,,,17150,,,,,,,,,,15150,,,17150,2024-02-02,2024-01-29
SJ70ULU,,VOLKSWAGEN,GOLF DIESEL HATCHBACK,2.0 TDI Style 5dr,01/09/2020,92442,35000,,,,,,,,,15550,,,17550,,,,,,,,,,15550,,,17550,2024-02-02,2024-01-29
CF70AWU,,FIAT,500X HATCHBACK,1.0 Sport 5dr,01/01/2021,91180,20000,,,,,,,,,12000,,,14095,,,,,,,,,,12250,,,14350,2024-02-02,2024-01-29
GL70PVN,,RENAULT,ZOE HATCHBACK,100kW i Iconic R135 50kWh Rapid Charge 5dr Auto,01/09/2020,91193,21000,,,,,,,,,10000,,,11800,,,,,,,,,,10000,,,11800,2024-02-02,2024-01-29
YM69WOB,,AUDI,A1 SPORTBACK,30 TFSI S Line 5dr S Tronic,01/01/2020,86535,102000,,,,,,,,,11300,,,13100,,,,,,,,,,11400,,,13200,2024-02-02,2024-01-29
AK70VRP,,CITROEN,BERLINGO ESTATE,1.2 PureTech Feel M 5dr,01/01/2021,85361,14000,,,,,,,,,15400,,,17750,,,,,,,,,,15400,,,17750,2024-02-02,2024-01-29
DL70PGY,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Design 5dr CVT,01/09/2020,91216,32000,,,,,,,,,15600,,,17750,,,,,,,,,,15600,,,17750,2024-02-02,2024-01-29
EX70XOB,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],01/01/2021,86508,19000,,,,,,,,,13200,,,15350,,,,,,,,,,13550,,,15650,2024-02-02,2024-01-29
SJ70WRD,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Design 5dr CVT,01/09/2020,91216,60000,,,,,,,,,13500,,,15595,,,,,,,,,,13500,,,15595,2024-02-02,2024-01-29
BT70UFA,,FORD,PUMA HATCHBACK,1.0 EcoBoost ST-Line X 5dr Auto,01/01/2021,93105,16000,,,,,,,,,17750,,,19850,,,,,,,,,,17750,,,19850,2024-02-02,2024-01-29
NA70LRE,,CITROEN,C5 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi 130 Flair 5dr,01/09/2020,87261,6000,,,,,,,,,13850,,,15950,,,,,,,,,,13850,,,15950,2024-02-02,2024-01-29
WG20AKP,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],01/03/2020,86508,65000,,,,,,,,,10150,,,12250,,,,,,,,,,10350,,,12450,2024-02-02,2024-01-29
HD19LZC,,KIA,NIRO ESTATE,1.6 GDi Hybrid 2 5dr DCT,01/03/2019,76048,7000,,,,,,,,,14700,,,16800,,,,,,,,,,14700,,,16800,2024-02-02,2024-01-29
DC68CPK,,SKODA,KAROQ DIESEL ESTATE,1.6 TDI SE L 5dr DSG,01/09/2018,81636,47000,,,,,,,,,12000,,,14100,,,,,,,,,,12250,,,14300,2024-02-02,2024-01-29
LY19UET,,NISSAN,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 N-Connecta 5dr DCT [Glass Roof Pack],01/03/2019,88218,32000,,,,,,,,,13500,,,15600,,,,,,,,,,13500,,,15600,2024-02-02,2024-01-29
YC69HVF,,SEAT,TARRACO DIESEL ESTATE,2.0 TDI SE Technology 5dr,01/01/2020,87875,71000,,,,,,,,,13150,,,15250,,,,,,,,,,13300,,,15400,2024-02-02,2024-01-29
GF70LWK,,FORD,KUGA DIESEL ESTATE,1.5 EcoBlue Titanium 5dr Auto,01/09/2020,91443,36000,,,,,,,,,15900,,,18000,,,,,,,,,,15900,,,18000,2024-02-02,2024-01-29
RO70DXM,,RENAULT,KADJAR HATCHBACK,1.3 TCE GT Line 5dr EDC,01/09/2020,87897,12000,,,,,,,,,14500,,,16600,,,,,,,,,,14650,,,16750,2024-02-02,2024-01-29
EY70TTV,,RENAULT,CLIO HATCHBACK,1.0 TCe 100 RS Line 5dr [Bose],01/09/2020,90181,9000,,,,,,,,,12500,,,15000,,,,,,,,,,12500,,,15000,2024-02-02,2024-01-29
KD19OJB,,NISSAN,X-TRAIL DIESEL STATION WAGON,1.7 dCi Tekna 5dr CVT [7 Seat],01/03/2019,89125,76000,,,,,,,,,13350,,,15450,,,,,,,,,,13350,,,15450,2024-02-02,2024-01-29
DA70MWJ,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],01/09/2020,86508,33000,,,,,,,,,12200,,,14300,,,,,,,,,,12450,,,14550,2024-02-02,2024-01-29
ML70YAV,,VOLKSWAGEN,T-ROC HATCHBACK,1.5 TSI EVO R-Line 5dr DSG,01/01/2021,81806,24000,,,,,,,,,20650,,,22750,,,,,,,,,,20650,,,22750,2024-02-02,2024-01-29
MX69RYV,,MAZDA,CX-3 HATCHBACK,2.0 Sport Nav + 5dr,01/09/2019,85797,8000,,,,,,,,,12900,,,15000,,,,,,,,,,13050,,,15150,2024-02-02,2024-01-29
PJ70VWE,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],01/01/2021,86508,8000,,,,,,,,,14000,,,16100,,,,,,,,,,14250,,,16350,2024-02-02,2024-01-29
LM70DFE,,VAUXHALL,COMBO LIFE DIESEL ESTATE,1.5 Turbo D Energy XL 5dr [7 seat],01/09/2020,84487,42000,,,,,,,,,11550,,,13350,,,,,,,,,,11550,,,13350,2024-02-02,2024-01-29
MM70WUD,,KIA,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,01/01/2021,85754,38000,,,,,,,,,12650,,,14750,,,,,,,,,,12750,,,14850,2024-02-02,2024-01-29
LC70WXW,,FORD,GALAXY DIESEL ESTATE,2.0 EcoBlue Titanium 5dr Auto,01/09/2020,90753,63000,,,,,,,,,16950,,,19350,,,,,,,,,,16950,,,19350,2024-02-02,2024-01-29
YE70STX,,SEAT,ATECA ESTATE,1.5 TSI EVO Xperience Lux 5dr,01/09/2020,93983,22000,,,,,,,,,16050,,,18150,,,,,,,,,,16050,,,18150,2024-02-02,2024-01-29
VN19MVJ,,SUZUKI,VITARA ESTATE,1.0 Boosterjet SZ-T 5dr Auto,01/03/2019,86600,41000,,,,,,,,,9750,,,11850,,,,,,,,,,9750,,,11850,2024-02-02,2024-01-29
SD70XRW,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,01/09/2020,86126,23000,,,,,,,,,12500,,,14600,,,,,,,,,,12500,,,14600,2024-02-02,2024-01-29
YD70KXC,,NISSAN,MICRA HATCHBACK,1.0 IG-T 100 Tekna 5dr,01/09/2020,87541,10000,,,,,,,,,11100,,,12900,,,,,,,,,,11100,,,12900,2024-02-02,2024-01-29
VE70VLB,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo Elite Nav 5dr,01/01/2021,81218,27000,,,,,,,,,12350,,,14450,,,,,,,,,,12350,,,14450,2024-02-02,2024-01-29
PN70NLX,,KIA,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,01/01/2021,85754,37000,,,,,,,,,12700,,,14800,,,,,,,,,,12800,,,14900,2024-02-02,2024-01-29
