VRM,Unused1,CAPMan,CAPMod,CAPDer,DFR,CAPID,Mileage,Unused2,Unused3,Unused4,Unused5,Unused6,Unused7,Unused8,Unused9,Clean_Month,Unused10,Unused11,Retail_Month,Unused12,Unused13,Unused14,Unused15,Unused16,Unused17,Unused18,Unused19,Unused20,Clean_Live,Unused21,Unused22,Retail_Live,Live_Date,Month_Date
RY19PZM,,VOLKSWAGEN,GOLF ELECTRIC HATCHBACK,99kW e-Golf 35kWh 5dr Auto,01/03/2019,78488.0,50000,,,,,,,,,9575,,,11595,,,,,,,,,,9425,,,11450,2024-02-06,2024-01-29
SR68WXF,,FORD,FOCUS HATCHBACK,1.0 EcoBoost 125 ST-Line 5dr,01/01/2019,83611.0,61000,,,,,,,,,8575,,,10600,,,,,,,,,,8575,,,10600,2024-02-06,2024-01-29
LD20GWM,,TESLA,MODEL 3 SALOON,Performance AWD 4dr [Performance Upgrade] Auto,01/03/2020,90541.0,47000,,,,,,,,,23100,,,25500,,,,,,,,,,22850,,,25000,2024-02-06,2024-01-29
KX72LYF,,FIAT,PANDA HATCHBACK,1.0 Mild Hybrid City Life [Touchscreen] 5dr,01/01/2023,98331.0,8000,,,,,,,,,8775,,,10300,,,,,,,,,,8775,,,10300,2024-02-06,2024-01-29
DS70NHN,,AUDI,A5 DIESEL CABRIOLET,2.7 TDI S Line 2dr Multitronic,01/09/2020,44218.0,58000,,,,,,,,,n/a,,,n/a,,,,,,,,,,n/a,,,n/a,2024-02-06,2024-01-29
LD17VDR,,FIAT,500 HATCHBACK,1.2 Lounge 3dr,01/03/2017,71788.0,25000,,,,,,,,,5900,,,7400,,,,,,,,,,5900,,,7400,2024-02-06,2024-01-29
YC66PUF,,VAUXHALL,CORSA HATCHBACK SPECIAL EDS,1.4 [75] ecoFLEX Energy 3dr [AC],01/09/2016,73471.0,30000,,,,,,,,,5550,,,7095,,,,,,,,,,5625,,,7125,2024-02-06,2024-01-29
BL67DNJ,,MINI,CLUBMAN ESTATE,1.5 Cooper 6dr Auto,01/09/2017,71634.0,36000,,,,,,,,,11250,,,13250,,,,,,,,,,11250,,,13250,2024-02-06,2024-01-29
YF67HGM,,BMW,1 SERIES HATCHBACK SPECIAL EDITION,118i [1.5] M Sport Shadow Edition 5dr,01/09/2017,80866.0,38000,,,,,,,,,11450,,,13450,,,,,,,,,,11550,,,13550,2024-02-06,2024-01-29
FG70UNU,,TOYOTA,COROLLA TOURING SPORT,1.8 VVT-i Hybrid Icon Tech 5dr CVT,01/09/2020,87962.0,41000,,,,,,,,,14750,,,16700,,,,,,,,,,14600,,,16600,2024-02-06,2024-01-29
BX70XUS,,MAZDA,MX-30 ELECTRIC HATCHBACK,107kW GT Sport Tech 35.5kWh 5dr Auto,01/01/2021,95280.0,16000,,,,,,,,,12900,,,14650,,,,,,,,,,12900,,,14650,2024-02-06,2024-01-29
DA21BNU,,AUDI,Q2 ESTATE,30 TFSI S Line 5dr,01/03/2021,95242.0,31000,,,,,,,,,17450,,,19500,,,,,,,,,,17650,,,19700,2024-02-06,2024-01-29
DN23FYS,,VAUXHALL,CORSA ELECTRIC HATCHBACK,100kW Ultimate 50kWh 5dr Auto [11kWCh],01/03/2023,100091.0,11000,,,,,,,,,15400,,,17400,,,,,,,,,,15400,,,17400,2024-02-06,2024-01-29
PX17TYV,,FORD,C-MAX ESTATE,1.0 EcoBoost 125 Zetec 5dr,01/03/2017,68290.0,40000,,,,,,,,,6775,,,8925,,,,,,,,,,6775,,,8925,2024-02-06,2024-01-29
KX72LYG,,FIAT,PANDA HATCHBACK,1.0 Mild Hybrid City Life [Touchscreen] 5dr,01/01/2023,98331.0,9000,,,,,,,,,8700,,,10200,,,,,,,,,,8700,,,10200,2024-02-06,2024-01-29
MW70XZE,,TESLA,MODEL 3 SALOON,Standard Plus 4dr Auto,01/09/2020,89347.0,24000,,,,,,,,,19800,,,22250,,,,,,,,,,19600,,,21750,2024-02-06,2024-01-29
SW70AWF,,AUDI,A6 DIESEL SALOON,40 TDI Black Edition 4dr S Tronic,01/09/2020,89053.0,26000,,,,,,,,,25100,,,28750,,,,,,,,,,25100,,,28750,2024-02-06,2024-01-29
HK19FCN,,FORD,FOCUS DIESEL HATCHBACK,1.5 EcoBlue 95 Zetec Nav 5dr,01/03/2019,83572.0,80000,,,,,,,,,7300,,,9295,,,,,,,,,,7300,,,9295,2024-02-06,2024-01-29
RE67JNL,,VOLKSWAGEN,SCIROCCO COUPE,1.4 TSI BlueMotion Tech GT 3dr,01/09/2017,65529.0,39000,,,,,,,,,11100,,,13100,,,,,,,,,,11100,,,13100,2024-02-06,2024-01-29
VE70FKS,,VOLKSWAGEN,TIGUAN ESTATE,1.5 TSI 150 R-Line 5dr DSG,01/09/2020,95157.0,33000,,,,,,,,,22400,,,24750,,,,,,,,,,22850,,,25250,2024-02-06,2024-01-29
LD20LDU,,TESLA,MODEL 3 SALOON,Performance AWD 4dr [Performance Upgrade] Auto,01/03/2020,90541.0,55000,,,,,,,,,22350,,,24750,,,,,,,,,,22100,,,24250,2024-02-06,2024-01-29
FV69LWM,,SEAT,IBIZA HATCHBACK,1.0 TSI 95 SE Technology [EZ] 5dr,01/09/2019,85287.0,48000,,,,,,,,,7925,,,9725,,,,,,,,,,8075,,,9875,2024-02-06,2024-01-29
YJ21DJR,,BMW,4 SERIES GRAN COUPE,420i M Sport 5dr Auto [Professional Media],01/03/2021,67434.0,22000,,,,,,,,,20400,,,23500,,,,,,,,,,20400,,,23500,2024-02-06,2024-01-29
WG69HZL,,TOYOTA,PRIUS+ ESTATE,1.8 VVTi Excel TSS 5dr CVT Auto,01/09/2019,83049.0,49000,,,,,,,,,15300,,,17700,,,,,,,,,,15450,,,17850,2024-02-06,2024-01-29
DN72JOA,,VAUXHALL,MOKKA ELECTRIC HATCHBACK,100kW Ultimate 50kWh 5dr Auto,01/09/2022,98643.0,17000,,,,,,,,,15050,,,17150,,,,,,,,,,15050,,,17150,2024-02-06,2024-01-29
LM21EKC,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,01/03/2021,95534.0,49000,,,,,,,,,13550,,,15650,,,,,,,,,,13800,,,15900,2024-02-06,2024-01-29
DF68PYX,,SEAT,ARONA DIESEL HATCHBACK,1.6 TDI 115 SE Technology Lux 5dr,01/01/2019,83524.0,49000,,,,,,,,,8175,,,10300,,,,,,,,,,8175,,,10300,2024-02-06,2024-01-29
