VRM,Unused1,CAPMan,CAPMod,CAPDer,DFR,CAPID,Mileage,Unused2,Unused3,Unused4,Unused5,Unused6,Unused7,Unused8,Unused9,Clean_Month,Unused10,Unused11,Retail_Month,Unused12,Unused13,Unused14,Unused15,Unused16,Unused17,Unused18,Unused19,Unused20,Clean_Live,Unused21,Unused22,Retail_Live,Live_Date,Month_Date
GJ70WYO,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,01/01/2021,86518.0,27000,,,,,,,,,11400,,,13500,,,,,,,,,,11650,,,13750,2024-02-07,2024-01-29
HF70JNO,,FORD,FOCUS HATCHBACK,1.0 EcoBoost 125 Titanium X Edition 5dr Auto,01/09/2020,93250.0,2000,,,,,,,,,15150,,,17150,,,,,,,,,,15150,,,17150,2024-02-07,2024-01-29
LM20ZRC,,VOLKSWAGEN,TIGUAN ESTATE,1.5 TSi EVO 150 Match 5dr DSG,01/03/2020,87986.0,72000,,,,,,,,,13550,,,15650,,,,,,,,,,13800,,,15900,2024-02-07,2024-01-29
FJ73LYK,,MAZDA,MX-30 ELECTRIC HATCHBACK,107kW Exclusive Line 35.5kWh 5dr Auto,01/09/2023,100386.0,2000,,,,,,,,,14700,,,16500,,,,,,,,,,14700,,,16500,2024-02-07,2024-01-29
GJ21WDV,,VOLKSWAGEN,TIGUAN DIESEL ESTATE,2.0 TDI 4Motion Elegance 5dr DSG,01/03/2021,95165.0,52000,,,,,,,,,20300,,,22500,,,,,,,,,,20500,,,22750,2024-02-07,2024-01-29
BL70VNO,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,01/01/2021,86518.0,16000,,,,,,,,,12050,,,14150,,,,,,,,,,12300,,,14400,2024-02-07,2024-01-29
LS67XNU,,VAUXHALL,INSIGNIA DIESEL GRAND SPORT,1.6 Turbo D [136] Elite Nav 5dr Auto,01/09/2017,78159.0,23000,,,,,,,,,10650,,,13100,,,,,,,,,,10650,,,13100,2024-02-07,2024-01-29
GD20AOT,,KIA,SPORTAGE ESTATE,1.6T GDi ISG 2 5dr [AWD],01/03/2020,85755.0,17000,,,,,,,,,14550,,,16650,,,,,,,,,,14700,,,16800,2024-02-07,2024-01-29
YL70ERZ,,PEUGEOT,208 HATCHBACK,1.2 PureTech Active 5dr,01/01/2021,90712.0,12000,,,,,,,,,10500,,,12300,,,,,,,,,,10600,,,12400,2024-02-07,2024-01-29
CV23PWE,,PEUGEOT,E-2008 ELECTRIC ESTATE,100kW Allure Premium+ 50kWh 5dr Auto,01/03/2023,100901.0,7000,,,,,,,,,17150,,,19250,,,,,,,,,,16950,,,19050,2024-02-07,2024-01-29
SF19GTD,,BMW,X2 HATCHBACK,sDrive 20i Sport 5dr Step Auto,01/03/2019,83376.0,59000,,,,,,,,,12850,,,15250,,,,,,,,,,13250,,,15650,2024-02-07,2024-01-29
EK70JHA,,ALFA ROMEO,GIULIETTA HATCHBACK,1.4 TB Sprint 5dr,01/09/2020,94060.0,39000,,,,,,,,,12050,,,14050,,,,,,,,,,11700,,,13700,2024-02-07,2024-01-29
HS19KHX,,FORD,ECOSPORT HATCHBACK,1.0 EcoBoost ST-Line 5dr,01/03/2019,81729.0,11000,,,,,,,,,10600,,,12600,,,,,,,,,,10800,,,12800,2024-02-07,2024-01-29
DV20EPO,,FORD,S-MAX DIESEL ESTATE,2.0 EcoBlue Titanium 5dr,01/03/2020,90773.0,30000,,,,,,,,,17950,,,20250,,,,,,,,,,17950,,,20250,2024-02-07,2024-01-29
MD72ZSW,,SKODA,KAMIQ HATCHBACK,1.0 TSI 110 Monte Carlo 5dr DSG,01/01/2023,96023.0,8000,,,,,,,,,19250,,,21500,,,,,,,,,,19450,,,21500,2024-02-07,2024-01-29
BJ20AZN,,HYUNDAI,TUCSON ESTATE,1.6 TGDi 177 N Line 5dr 2WD,01/03/2020,89358.0,73000,,,,,,,,,11650,,,13750,,,,,,,,,,11750,,,13850,2024-02-07,2024-01-29
BK70KTT,,SKODA,KAROQ ESTATE,1.5 TSI SE 5dr,01/09/2020,81619.0,5000,,,,,,,,,14200,,,16300,,,,,,,,,,14750,,,16850,2024-02-07,2024-01-29
CA68HUU,,SKODA,FABIA HATCHBACK,1.0 TSI SE 5dr,01/09/2018,85713.0,13000,,,,,,,,,8425,,,10250,,,,,,,,,,8700,,,10500,2024-02-07,2024-01-29
CV20YYN,,FORD,KUGA ESTATE,2.5 PHEV Titanium 5dr CVT,01/03/2020,91446.0,19000,,,,,,,,,19700,,,22000,,,,,,,,,,19750,,,22000,2024-02-07,2024-01-29
VO70UCD,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,01/09/2020,86126.0,12000,,,,,,,,,13250,,,15350,,,,,,,,,,13350,,,15450,2024-02-07,2024-01-29
NU70UCD,,PEUGEOT,5008 DIESEL ESTATE,1.5 BlueHDi Allure 5dr,01/09/2020,81491.0,48000,,,,,,,,,14500,,,16600,,,,,,,,,,14800,,,16900,2024-02-07,2024-01-29
HN23CVZ,,CITROEN,E-C4 ELECTRIC HATCHBACK,100kW Shine Plus 50kWh 5dr Auto,01/03/2023,94986.0,5000,,,,,,,,,16350,,,18350,,,,,,,,,,16350,,,18350,2024-02-07,2024-01-29
NU70LKM,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 Tekna 5dr,01/09/2020,86515.0,39000,,,,,,,,,13150,,,15250,,,,,,,,,,13450,,,15550,2024-02-07,2024-01-29
BD70KUG,,FORD,FOCUS HATCHBACK,1.0 EcoBoost Hybrid mHEV 125 ST-Line X Edition 5dr,01/09/2020,93297.0,9000,,,,,,,,,15250,,,17250,,,,,,,,,,15250,,,17250,2024-02-07,2024-01-29
PF70BYP,,VOLKSWAGEN,T-ROC HATCHBACK,1.0 TSI 110 SE 5dr,01/01/2021,93452.0,16000,,,,,,,,,15500,,,17600,,,,,,,,,,15650,,,17750,2024-02-07,2024-01-29
WF18WSO,,MINI,COUNTRYMAN HATCHBACK,2.0 Cooper S 5dr Auto [Chili Pack],01/03/2018,77596.0,40000,,,,,,,,,15800,,,17800,,,,,,,,,,16000,,,18000,2024-02-07,2024-01-29
BT71ATN,,MINI,ELECTRIC HATCHBACK,135kW Cooper S Level 1 33kWh 3dr Auto,01/09/2021,96777.0,3000,,,,,,,,,13300,,,15100,,,,,,,,,,13300,,,15100,2024-02-07,2024-01-29
LC70VVH,,CITROEN,C3 AIRCROSS HATCHBACK,1.2 PureTech 130 Flair 5dr EAT6,01/09/2020,91251.0,6000,,,,,,,,,13300,,,15050,,,,,,,,,,13550,,,15300,2024-02-07,2024-01-29
YT70GWG,,SKODA,KAROQ ESTATE,1.5 TSI SE Technology 5dr DSG,01/09/2020,81623.0,25000,,,,,,,,,14300,,,16400,,,,,,,,,,14850,,,16950,2024-02-07,2024-01-29
MT70EVK,,VOLKSWAGEN,TIGUAN ESTATE,1.5 TSI 150 Life 5dr DSG,01/09/2020,95152.0,34000,,,,,,,,,18350,,,20500,,,,,,,,,,18750,,,21000,2024-02-07,2024-01-29
BF22NFJ,,TOYOTA,YARIS HATCHBACK,1.5 Hybrid Icon 5dr CVT,01/03/2022,93353.0,7000,,,,,,,,,15400,,,17200,,,,,,,,,,15400,,,17200,2024-02-07,2024-01-29
FH70HYS,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,01/01/2021,86518.0,17000,,,,,,,,,12000,,,14100,,,,,,,,,,12250,,,14350,2024-02-07,2024-01-29
WF71FSJ,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line Vignale 5dr,01/09/2021,95706.0,2000,,,,,,,,,18100,,,20250,,,,,,,,,,18100,,,20250,2024-02-07,2024-01-29
BT73ZBG,,TOYOTA,YARIS CROSS ESTATE,1.5 Hybrid Icon 5dr CVT,01/09/2023,97710.0,3000,,,,,,,,,21600,,,23750,,,,,,,,,,21600,,,23750,2024-02-07,2024-01-29
DE73CNA,,VAUXHALL,ASTRA SPORTS TOURER,1.2 Turbo 130 GS Line 5dr,01/09/2023,99861.0,3000,,,,,,,,,20350,,,22500,,,,,,,,,,20350,,,22500,2024-02-07,2024-01-29
YE19XWZ,,MINI,COUNTRYMAN HATCHBACK,1.5 Cooper Classic 5dr Auto,01/03/2019,87088.0,9000,,,,,,,,,16100,,,18100,,,,,,,,,,16250,,,18250,2024-02-07,2024-01-29
BT70HOH,,FORD,FIESTA HATCHBACK,1.0 EcoBoost Hybrid mHEV 125 ST-Line X Edition 5dr,01/09/2020,93157.0,20000,,,,,,,,,12100,,,13895,,,,,,,,,,12350,,,14150,2024-02-07,2024-01-29
SH70TZW,,VOLKSWAGEN,GOLF HATCHBACK,1.0 TSI Life 5dr,01/09/2020,93343.0,56000,,,,,,,,,11100,,,13100,,,,,,,,,,11200,,,13200,2024-02-07,2024-01-29
YM73WCX,,HONDA,E NY1 HATCHBACK,150kW Elegance 69kWh 5dr Auto,01/01/2024,103183.0,1000,,,,,,,,,34500,,,36750,,,,,,,,,,32800,,,35000,2024-02-07,2024-01-29
BU70HVB,,MERCEDES-BENZ,A CLASS HATCHBACK,A200 AMG Line 5dr Auto,01/09/2020,83771.0,34000,,,,,,,,,16850,,,18800,,,,,,,,,,16850,,,18800,2024-02-07,2024-01-29
GL70USU,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo SRi Nav 5dr,01/01/2021,90018.0,8000,,,,,,,,,12450,,,14550,,,,,,,,,,12450,,,14550,2024-02-07,2024-01-29
GJ71HRN,,MINI,CONVERTIBLE,1.5 Cooper Sport 2dr Auto,01/01/2022,96791.0,4000,,,,,,,,,17200,,,19700,,,,,,,,,,17200,,,19700,2024-02-07,2024-01-29
NK69URG,,HONDA,CIVIC DIESEL HATCHBACK,1.6 i-DTEC SR 5dr,01/09/2019,83033.0,58000,,,,,,,,,10200,,,12200,,,,,,,,,,10200,,,12200,2024-02-07,2024-01-29
DF70LCW,,SKODA,KAROQ ESTATE,1.5 TSI SE 5dr,01/09/2020,81619.0,24000,,,,,,,,,12900,,,15000,,,,,,,,,,13450,,,15550,2024-02-07,2024-01-29
FL70RWK,,VOLVO,XC40 ESTATE,1.5 T3 [163] Inscription 5dr,01/09/2020,88512.0,42000,,,,,,,,,17500,,,19600,,,,,,,,,,17850,,,20000,2024-02-07,2024-01-29
MT21NZO,,VAUXHALL,CORSA HATCHBACK,1.2 Turbo Elite 5dr Auto,01/03/2021,95072.0,43000,,,,,,,,,10050,,,11850,,,,,,,,,,10300,,,12100,2024-02-07,2024-01-29
MJ71FFT,,FORD,FOCUS HATCHBACK,1.0 EcoBoost Hybrid mHEV 125 ST-Line Edition 5dr,01/01/2022,93281.0,20000,,,,,,,,,13950,,,15950,,,,,,,,,,13950,,,15950,2024-02-07,2024-01-29
SB70XCD,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,01/01/2021,95533.0,21000,,,,,,,,,13900,,,16050,,,,,,,,,,14200,,,16300,2024-02-07,2024-01-29
SM72GHG,,CITROEN,BERLINGO ESTATE,1.2 PureTech Feel M 5dr,01/01/2023,85361.0,11000,,,,,,,,,17600,,,19900,,,,,,,,,,17600,,,19900,2024-02-07,2024-01-29
WL23JBV,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T MH 158 Acenta Premium 5dr Xtronic,01/03/2023,97328.0,8000,,,,,,,,,19700,,,21750,,,,,,,,,,19700,,,21750,2024-02-07,2024-01-29
LM70RUH,,VAUXHALL,CROSSLAND X HATCHBACK,1.2T [130] Elite Nav 5dr [Start Stop] Auto,01/09/2020,90377.0,10000,,,,,,,,,11150,,,13250,,,,,,,,,,11150,,,13250,2024-02-07,2024-01-29
RJ70UXS,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T N-Motion 5dr,01/01/2021,88222.0,19000,,,,,,,,,13800,,,15950,,,,,,,,,,14100,,,16200,2024-02-07,2024-01-29
SD20XYN,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Design 5dr CVT,01/03/2020,91216.0,34000,,,,,,,,,15150,,,17250,,,,,,,,,,15150,,,17250,2024-02-07,2024-01-29
FL23XKE,,FORD,FOCUS ESTATE SPECIAL EDITIONS,1.0 EcoBoost ST-Line Design 5dr,01/03/2023,100217.0,14000,,,,,,,,,17950,,,20000,,,,,,,,,,17950,,,20000,2024-02-07,2024-01-29
EJ22YEV,,FORD,FOCUS ESTATE,1.0 EcoBoost Hybrid mHEV 155 ST-Line Vign 5dr Auto,01/03/2022,98993.0,19000,,,,,,,,,18600,,,20750,,,,,,,,,,18600,,,20750,2024-02-07,2024-01-29
WJ70HNU,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,01/09/2020,86126.0,23000,,,,,,,,,12500,,,14600,,,,,,,,,,12600,,,14700,2024-02-07,2024-01-29
EA70MBV,,SEAT,ATECA ESTATE,1.5 TSI EVO Xperience Lux 5dr,01/09/2020,93983.0,45000,,,,,,,,,14600,,,16700,,,,,,,,,,14600,,,16700,2024-02-07,2024-01-29
LX19LVK,,MERCEDES-BENZ,A CLASS HATCHBACK,A200 Sport Executive 5dr Auto,01/03/2019,83768.0,28000,,,,,,,,,15400,,,17400,,,,,,,,,,15400,,,17400,2024-02-07,2024-01-29
CE70OAJ,,PEUGEOT,2008 DIESEL ESTATE,1.5 BlueHDi Active 5dr,01/09/2020,91694.0,21000,,,,,,,,,12350,,,14150,,,,,,,,,,12350,,,14150,2024-02-07,2024-01-29
EJ70FRN,,VAUXHALL,CROSSLAND X DIESEL HATCHBACK,1.5 Turbo D [102] Bus Ed Nav 5dr [S/S],01/09/2020,90207.0,38000,,,,,,,,,8475,,,10550,,,,,,,,,,8475,,,10550,2024-02-07,2024-01-29
LD70EOY,,SKODA,OCTAVIA ESTATE SPECIAL EDITION,1.5 TSI SE L First Edition 5dr,01/09/2020,93385.0,23000,,,,,,,,,15650,,,17350,,,,,,,,,,15650,,,17350,2024-02-07,2024-01-29
MT73VPD,,TOYOTA,YARIS HATCHBACK,1.5 Hybrid Design 5dr CVT,01/09/2023,93354.0,2000,,,,,,,,,18400,,,20250,,,,,,,,,,18400,,,20250,2024-02-07,2024-01-29
CA70EZF,,BMW,X1 ESTATE,xDrive 20i xLine 5dr Step Auto,01/09/2020,90392.0,42000,,,,,,,,,18650,,,20750,,,,,,,,,,18650,,,20750,2024-02-07,2024-01-29
HK70VCZ,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo SRi Nav 5dr,01/09/2020,90018.0,34000,,,,,,,,,10800,,,12900,,,,,,,,,,10800,,,12900,2024-02-07,2024-01-29
CV70FHR,,PEUGEOT,2008 ESTATE,1.2 PureTech Allure Premium 5dr,01/09/2020,92605.0,17000,,,,,,,,,13500,,,15600,,,,,,,,,,13500,,,15600,2024-02-07,2024-01-29
BG72MYV,,VAUXHALL,COMBO LIFE DIESEL ESTATE,1.5 Turbo D Edition 5dr,01/09/2022,95088.0,1000,,,,,,,,,15050,,,16850,,,,,,,,,,15050,,,16850,2024-02-07,2024-01-29
MT70WZM,,VAUXHALL,CROSSLAND X HATCHBACK,1.2T [130] Elite Nav 5dr [Start Stop] Auto,01/09/2020,90377.0,12000,,,,,,,,,11050,,,13150,,,,,,,,,,11050,,,13150,2024-02-07,2024-01-29
EG23NUU,,GWM ORA,ORA FUNKY CAT HATCHBACK,126kW First Edition 48kWh 5dr Auto,01/03/2023,100753.0,1000,,,,,,,,,22350,,,24750,,,,,,,,,,22350,,,24750,2024-02-07,2024-01-29
MJ73HFM,,FORD,KUGA ESTATE,1.5 EcoBoost 150 ST-Line X Edition 5dr,01/09/2023,94666.0,3000,,,,,,,,,24400,,,26750,,,,,,,,,,24400,,,26750,2024-02-07,2024-01-29
AP70YTX,,FORD,FOCUS HATCHBACK,1.0 EcoBoost 125 Zetec Edition 5dr Auto,01/09/2020,93198.0,6000,,,,,,,,,13200,,,15200,,,,,,,,,,13200,,,15200,2024-02-07,2024-01-29
LM70JWF,,NISSAN,JUKE HATCHBACK,1.0 DiG-T Tekna 5dr DCT,01/09/2020,91096.0,32000,,,,,,,,,13750,,,15850,,,,,,,,,,14000,,,16100,2024-02-07,2024-01-29
EA71VTE,,KIA,RIO HATCHBACK,1.25 2 5dr,01/01/2022,95027.0,5000,,,,,,,,,12950,,,14750,,,,,,,,,,12950,,,14750,2024-02-07,2024-01-29
GV21UTA,,AUDI,Q2 ESTATE,35 TFSI Sport 5dr S Tronic,01/03/2021,95240.0,34000,,,,,,,,,17300,,,19300,,,,,,,,,,17500,,,19500,2024-02-07,2024-01-29
SD73HYV,,VOLKSWAGEN,TIGUAN DIESEL ESTATE,2.0 TDI Life 5dr,01/09/2023,95162.0,3000,,,,,,,,,23800,,,26000,,,,,,,,,,24050,,,26250,2024-02-07,2024-01-29
WL21GNP,,VOLKSWAGEN,ID.3 HATCHBACK,150kW Tour Pro S 77kWh 5dr Auto,01/03/2021,95714.0,19000,,,,,,,,,20850,,,23000,,,,,,,,,,20650,,,22750,2024-02-07,2024-01-29
VN20OSU,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo Business Edition Nav 5dr,01/03/2020,90016.0,25000,,,,,,,,,10950,,,13000,,,,,,,,,,10950,,,13050,2024-02-07,2024-01-29
VE69HGO,,MITSUBISHI,OUTLANDER ESTATE,2.4 PHEV Design 5dr Auto,01/01/2020,90212.0,44000,,,,,,,,,14650,,,16750,,,,,,,,,,14650,,,16750,2024-02-07,2024-01-29
PJ71DVM,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T MH 158 Acenta Premium 5dr Xtronic,01/09/2021,97328.0,10000,,,,,,,,,18000,,,20000,,,,,,,,,,18000,,,20000,2024-02-07,2024-01-29
YB73KYE,,NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Engage 63kWh 5dr Auto,01/09/2023,103100.0,2000,,,,,,,,,30500,,,33000,,,,,,,,,,29200,,,32000,2024-02-07,2024-01-29
FJ73TLU,,VAUXHALL,VIVARO LIFE ELECTRIC ESTATE,100kW Ultimate L 50kWh 5dr Auto,01/09/2023,102114.0,1000,,,,,,,,,26400,,,29500,,,,,,,,,,26400,,,29500,2024-02-07,2024-01-29
HN70RPY,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Exclusive 5dr DCT,01/01/2021,91415.0,17000,,,,,,,,,14650,,,16750,,,,,,,,,,14650,,,16750,2024-02-07,2024-01-29
NU70ZVF,,VOLKSWAGEN,TIGUAN DIESEL ESTATE,2.0 TDI 4Motion Elegance 5dr DSG,01/09/2020,95165.0,20000,,,,,,,,,23100,,,25500,,,,,,,,,,23350,,,25750,2024-02-07,2024-01-29
NA70LYT,,KIA,XCEED HATCHBACK,1.0T GDi ISG 2 5dr,01/09/2020,90332.0,16000,,,,,,,,,11150,,,13150,,,,,,,,,,11550,,,13550,2024-02-07,2024-01-29
AX70BHD,,VAUXHALL,CROSSLAND X HATCHBACK,1.2T [110] Elite Nav 5dr [6 Speed] [S/S],01/01/2021,90635.0,11000,,,,,,,,,10350,,,12450,,,,,,,,,,10350,,,12450,2024-02-07,2024-01-29
DX72XPP,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T MH 158 N-Connecta [Glass Rf] 5dr Xtronic,01/09/2022,97503.0,6000,,,,,,,,,21400,,,23750,,,,,,,,,,21400,,,23750,2024-02-07,2024-01-29
MW70JUH,,VAUXHALL,CROSSLAND X HATCHBACK,1.2 [83] Elite Nav 5dr,01/01/2021,86343.0,6000,,,,,,,,,10250,,,12350,,,,,,,,,,10250,,,12350,2024-02-07,2024-01-29
GY68WLP,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 Tekna 5dr DCT,01/09/2018,87512.0,20000,,,,,,,,,14750,,,16850,,,,,,,,,,15050,,,17150,2024-02-07,2024-01-29
EA22YYZ,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV Titanium 5dr DCT,01/03/2022,97420.0,31000,,,,,,,,,16100,,,18200,,,,,,,,,,16150,,,18250,2024-02-07,2024-01-29
AO21RYN,,VOLVO,XC40 ESTATE,1.5 T5 Recharge PHEV R DESIGN 5dr Auto,01/03/2021,92699.0,20000,,,,,,,,,22800,,,25750,,,,,,,,,,23250,,,26250,2024-02-07,2024-01-29
FP70ABO,,FORD,PUMA HATCHBACK,1.0 EcoBoost Titanium 5dr Auto,01/09/2020,93103.0,12000,,,,,,,,,16400,,,18500,,,,,,,,,,16400,,,18500,2024-02-07,2024-01-29
WD23PVJ,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Excite 5dr,01/03/2023,91412.0,11000,,,,,,,,,13500,,,15600,,,,,,,,,,13500,,,15600,2024-02-07,2024-01-29
BX20JRV,,JEEP,RENEGADE HATCHBACK SPECIAL EDITION,1.0 T3 GSE Night Eagle II 5dr,01/03/2020,90553.0,40000,,,,,,,,,11950,,,14095,,,,,,,,,,11950,,,14050,2024-02-07,2024-01-29
SG68UKM,,VOLKSWAGEN,TIGUAN DIESEL ESTATE,2.0 TDi 150 SE 5dr DSG,01/09/2018,74846.0,41000,,,,,,,,,14400,,,16500,,,,,,,,,,14550,,,16650,2024-02-07,2024-01-29
CJ73DHE,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI SE 5dr DCT,01/09/2023,103079.0,1000,,,,,,,,,17250,,,19350,,,,,,,,,,17250,,,19350,2024-02-07,2024-01-29
YS21UHE,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,01/03/2021,95533.0,16000,,,,,,,,,14550,,,16650,,,,,,,,,,14850,,,16950,2024-02-07,2024-01-29
SK72AOA,,RENAULT,ARKANA ESTATE,1.6 E-Tech full hybrid 145 Evolution 5dr Auto,01/09/2022,100509.0,1000,,,,,,,,,17700,,,19795,,,,,,,,,,17700,,,19795,2024-02-07,2024-01-29
DE70FVB,,MITSUBISHI,ECLIPSE CROSS HATCHBACK,1.5 Design SE 5dr,01/01/2021,90300.0,33000,,,,,,,,,10950,,,13050,,,,,,,,,,11150,,,13250,2024-02-07,2024-01-29
CF69JNN,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo SRi Nav 5dr,01/01/2020,90018.0,28000,,,,,,,,,10700,,,12800,,,,,,,,,,10700,,,12800,2024-02-07,2024-01-29
HY69VKW,,CITROEN,C3 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi Flair 5dr [6 speed],01/09/2019,85964.0,39000,,,,,,,,,9025,,,10850,,,,,,,,,,9025,,,10850,2024-02-07,2024-01-29
PF72RYT,,NISSAN,X-TRAIL STATION WAGON,1.5 E-Power 204 N-Connecta 5dr Xtronic,01/01/2023,101203.0,12000,,,,,,,,,27650,,,30500,,,,,,,,,,27650,,,30500,2024-02-07,2024-01-29
MA69YYO,,VAUXHALL,COMBO LIFE ESTATE,1.2 Turbo Energy 5dr [7 seat],01/09/2019,84477.0,17000,,,,,,,,,12100,,,13950,,,,,,,,,,12100,,,13950,2024-02-07,2024-01-29
FL20NHA,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo SRi Nav 5dr Auto,01/03/2020,90019.0,10000,,,,,,,,,13250,,,15350,,,,,,,,,,13250,,,15400,2024-02-07,2024-01-29
FL73YPP,,VAUXHALL,VIVARO LIFE ELECTRIC ESTATE,100kW Elite L 50kWh 5dr Auto,01/09/2023,93930.0,1000,,,,,,,,,26400,,,29500,,,,,,,,,,26400,,,29500,2024-02-07,2024-01-29
KT21FWP,,TOYOTA,YARIS HATCHBACK,1.5 Hybrid Dynamic 5dr CVT,01/03/2021,93356.0,9000,,,,,,,,,16750,,,18550,,,,,,,,,,16750,,,18550,2024-02-07,2024-01-29
