VRM,Unused1,CAPMan,CAPMod,CAPDer,DFR,CAPID,Mileage,Unused2,Unused3,Unused4,Unused5,Unused6,Unused7,Unused8,Unused9,Clean_Month,Unused10,Unused11,Retail_Month,Unused12,Unused13,Unused14,Unused15,Unused16,Unused17,Unused18,Unused19,Unused20,Clean_Live,Unused21,Unused22,Retail_Live,Live_Date,Month_Date
DF23FWU,,VAUXHALL,MOKKA HATCHBACK,1.2 Turbo Ultimate 5dr,01/03/2023,100082,7000,,,,,,,,,17350,,,19450,,,,,,,,,,17500,,,19550,2024-02-06,2024-01-29
SH23WEW,,TOYOTA,YARIS HATCHBACK,1.5 Hybrid Design 5dr CVT,01/03/2023,93354,1000,,,,,,,,,18050,,,19850,,,,,,,,,,18050,,,19850,2024-02-06,2024-01-29
KU19UFZ,,MERCEDES-BENZ,GLA HATCHBACK,GLA 180 Urban Edition 5dr,01/03/2019,84865,50000,,,,,,,,,13300,,,15395,,,,,,,,,,13300,,,15395,2024-02-06,2024-01-29
PN70OMY,,SEAT,ARONA HATCHBACK,1.0 TSI 115 FR Sport [EZ] 5dr,01/09/2020,85475,97000,,,,,,,,,8200,,,9995,,,,,,,,,,8300,,,10100,2024-02-06,2024-01-29
WD72FNG,,SUZUKI,S-CROSS HATCHBACK,1.4 Boosterjet 48V Hybrid Motion 5dr,01/01/2023,99455,6000,,,,,,,,,15100,,,17200,,,,,,,,,,15100,,,17200,2024-02-06,2024-01-29
ND23AOG,,CITROEN,E-SPACE TOURER ELECTRIC ESTATE,100kW Business Ed M [9 St] 50kWh 5dr Auto [11kWCh],01/03/2023,98550,2000,,,,,,,,,24100,,,26750,,,,,,,,,,24100,,,26750,2024-02-06,2024-01-29
RA72HGL,,FORD,ECOSPORT HATCHBACK,1.0 EcoBoost 125 ST-Line 5dr,01/01/2023,81730,6000,,,,,,,,,14650,,,16650,,,,,,,,,,14950,,,16950,2024-02-06,2024-01-29
SK70ALU,,AUDI,Q2 ESTATE,35 TFSI Sport 5dr S Tronic,01/09/2020,84966,33000,,,,,,,,,15850,,,17850,,,,,,,,,,16000,,,18000,2024-02-06,2024-01-29
VK70CRX,,VOLKSWAGEN,TIGUAN ESTATE,1.5 TSI 150 Elegance 5dr DSG,01/09/2020,95154,29000,,,,,,,,,21450,,,23750,,,,,,,,,,21900,,,24250,2024-02-06,2024-01-29
KT70HHN,,MINI,COUNTRYMAN HATCHBACK,2.0 Cooper S Exclusive ALL4 5dr Auto [Com/Nav+ Pk],01/01/2021,93546,33000,,,,,,,,,21500,,,23750,,,,,,,,,,21500,,,23750,2024-02-06,2024-01-29
CF23WYG,,RENAULT,ARKANA ESTATE,1.6 E-Tech full hybrid 145 Engineered 5dr Auto,01/03/2023,100508,4000,,,,,,,,,20650,,,23000,,,,,,,,,,20650,,,23000,2024-02-06,2024-01-29
FD70VVH,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV Titanium 5dr,01/09/2020,90761,7000,,,,,,,,,14150,,,16300,,,,,,,,,,14150,,,16300,2024-02-06,2024-01-29
ND70VRP,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,01/01/2021,86518,19000,,,,,,,,,11850,,,13950,,,,,,,,,,12100,,,14200,2024-02-06,2024-01-29
FN70ZJY,,CITROEN,BERLINGO DIESEL ESTATE,1.5 BlueHDi 130 Flair M 5dr,01/09/2020,85370,37000,,,,,,,,,14300,,,16700,,,,,,,,,,14300,,,16700,2024-02-06,2024-01-29
YP20VZE,,TOYOTA,PRIUS+ ESTATE,1.8 VVTi Excel TSS 5dr CVT Auto,01/03/2020,83049,19000,,,,,,,,,18200,,,20500,,,,,,,,,,18400,,,20750,2024-02-06,2024-01-29
YA70UBJ,,FORD,FOCUS HATCHBACK,1.0 EcoBoost 125 Titanium Edition 5dr Auto,01/01/2021,93266,10000,,,,,,,,,13700,,,15700,,,,,,,,,,13700,,,15700,2024-02-06,2024-01-29
MA21WOJ,,RENAULT,CLIO HATCHBACK,1.0 TCe 90 Iconic 5dr,01/03/2021,94648,4000,,,,,,,,,11150,,,13650,,,,,,,,,,11150,,,13650,2024-02-06,2024-01-29
LM72EGC,,NISSAN,MICRA HATCHBACK,1.0 IG-T 92 Tekna 5dr CVT,01/09/2022,95990,11000,,,,,,,,,14350,,,16150,,,,,,,,,,14350,,,16150,2024-02-06,2024-01-29
AK70MTO,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV 155 ST-Line X Vignale 5dr,01/01/2021,93108,33000,,,,,,,,,15400,,,17500,,,,,,,,,,15400,,,17500,2024-02-06,2024-01-29
HN70JDJ,,ABARTH,595 HATCHBACK SPECIAL EDITION,1.4 T-Jet 145 70th Anniversary 3dr,01/01/2021,88947,10000,,,,,,,,,11100,,,12595,,,,,,,,,,11300,,,12795,2024-02-06,2024-01-29
NL70JXF,,PEUGEOT,2008 DIESEL ESTATE,1.5 BlueHDi 110 Allure Premium 5dr,01/01/2021,96137,14000,,,,,,,,,14250,,,16050,,,,,,,,,,14250,,,16050,2024-02-06,2024-01-29
LO70UWY,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV Titanium 5dr,01/01/2021,90761,62000,,,,,,,,,10800,,,12900,,,,,,,,,,10800,,,12900,2024-02-06,2024-01-29
LL72UBJ,,VAUXHALL,ASTRA HATCHBACK,1.2 Turbo 130 Ultimate 5dr Auto,01/09/2022,99101,3000,,,,,,,,,20650,,,23000,,,,,,,,,,20650,,,23000,2024-02-06,2024-01-29
YR69ZNK,,MITSUBISHI,OUTLANDER ESTATE,2.0 Exceed 5dr CVT,01/09/2019,90176,96000,,,,,,,,,10600,,,12750,,,,,,,,,,10600,,,12750,2024-02-06,2024-01-29
PJ70XVH,,FORD,FIESTA HATCHBACK,1.0 EcoBoost Hybrid mHEV 125 Titanium 5dr,01/09/2020,93145,3000,,,,,,,,,11500,,,13300,,,,,,,,,,11700,,,13500,2024-02-06,2024-01-29
LM20UZU,,JEEP,COMPASS SW,1.4 Multiair 170 Limited 5dr Auto,01/03/2020,82529,9000,,,,,,,,,15200,,,17300,,,,,,,,,,15200,,,17300,2024-02-06,2024-01-29
FY70VYS,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line 5dr,01/09/2020,90765,18000,,,,,,,,,14100,,,16250,,,,,,,,,,14100,,,16250,2024-02-06,2024-01-29
SM70EWA,,FORD,PUMA HATCHBACK,1.0 EcoBoost ST-Line 5dr Auto,01/01/2021,93104,16000,,,,,,,,,16950,,,19050,,,,,,,,,,16950,,,19050,2024-02-06,2024-01-29
VK23BBO,,VAUXHALL,CORSA HATCHBACK,1.2 Turbo GS 5dr,01/03/2023,101393,5000,,,,,,,,,12500,,,14300,,,,,,,,,,12850,,,14650,2024-02-06,2024-01-29
DA68GZB,,CITROEN,C4 SPACETOURER DIESEL ESTATE,1.5 BlueHDi 130 Feel 5dr EAT8,01/01/2019,86675,28000,,,,,,,,,11250,,,13650,,,,,,,,,,11250,,,13650,2024-02-06,2024-01-29
DV72THK,,KIA,SPORTAGE ESTATE,1.6T GDi ISG 2 5dr,01/09/2022,99533,23000,,,,,,,,,19100,,,21250,,,,,,,,,,19250,,,21500,2024-02-06,2024-01-29
GV70OTU,,BMW,2 SERIES GRAN COUPE,218i M Sport 4dr,01/01/2021,91838,6000,,,,,,,,,19550,,,21750,,,,,,,,,,19550,,,21750,2024-02-06,2024-01-29
ML21HBF,,NISSAN,JUKE HATCHBACK,1.0 DiG-T 114 Tekna+ 5dr,01/03/2021,95832,18000,,,,,,,,,14500,,,16600,,,,,,,,,,14500,,,16600,2024-02-06,2024-01-29
ST73TVE,,PEUGEOT,E-TRAVELLER ELECTRIC ESTATE,100kW Business VIP Long [8 Seat] 50kWh 5dr Auto,01/09/2023,102174,1000,,,,,,,,,33000,,,36000,,,,,,,,,,33000,,,36000,2024-02-06,2024-01-29
YE72OCK,,DACIA,DUSTER ESTATE,1.0 TCe 100 Bi-Fuel Comfort 5dr,01/09/2022,98460,8000,,,,,,,,,13050,,,15150,,,,,,,,,,13050,,,15150,2024-02-06,2024-01-29
MT70SLU,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Design 5dr CVT,01/01/2021,91216,50000,,,,,,,,,14400,,,16500,,,,,,,,,,14400,,,16500,2024-02-06,2024-01-29
DP70RGU,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T N-Motion 5dr,01/01/2021,88222,11000,,,,,,,,,14400,,,16500,,,,,,,,,,14650,,,16750,2024-02-06,2024-01-29
YG73HKY,,VAUXHALL,ASTRA HATCHBACK,1.2 Turbo 130 Ultimate 5dr Auto,01/09/2023,99101,1000,,,,,,,,,22100,,,24250,,,,,,,,,,22100,,,24250,2024-02-06,2024-01-29
PY70CFZ,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,01/09/2020,86126,46000,,,,,,,,,11100,,,13200,,,,,,,,,,11200,,,13300,2024-02-06,2024-01-29
RO22WUW,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr DCT,01/03/2022,97422,10000,,,,,,,,,19650,,,21750,,,,,,,,,,19650,,,21750,2024-02-06,2024-01-29
SW21MSV,,RENAULT,CAPTUR HATCHBACK,1.3 TCE 140 Iconic 5dr,01/03/2021,94690,24000,,,,,,,,,10750,,,12900,,,,,,,,,,10850,,,12950,2024-02-06,2024-01-29
YB23GVV,,RENAULT,MEGANE E-TECH HATCHBACK,EV60 160kW Iconic 60kWh Optimum Charge 5dr Auto,01/03/2023,101646,5000,,,,,,,,,25500,,,27750,,,,,,,,,,25500,,,27750,2024-02-06,2024-01-29
KK69HPA,,TOYOTA,RAV4 ESTATE,2.5 VVT-i Hybrid Design 5dr CVT 2WD,01/09/2019,87920,49000,,,,,,,,,17250,,,19350,,,,,,,,,,17400,,,19500,2024-02-06,2024-01-29
HG72AZO,,VAUXHALL,ASTRA HATCHBACK,1.2 Turbo 130 Ultimate 5dr Auto,01/09/2022,99101,16000,,,,,,,,,19100,,,21250,,,,,,,,,,19100,,,21250,2024-02-06,2024-01-29
GL70CXB,,BMW,2 SERIES GRAN TOURER,218i SE 5dr,01/09/2020,83294,43000,,,,,,,,,11700,,,14100,,,,,,,,,,11700,,,14100,2024-02-06,2024-01-29
DF22ORH,,HYUNDAI,KONA ELECTRIC HATCHBACK,150kW Ultimate 64kWh 5dr Auto,01/03/2022,96746,15000,,,,,,,,,19550,,,21750,,,,,,,,,,19550,,,21750,2024-02-06,2024-01-29
BX22SMV,,FIAT,500 ELECTRIC HATCHBACK,87kW Icon 42kWh 3dr Auto,01/03/2022,94313,13000,,,,,,,,,14000,,,16100,,,,,,,,,,13600,,,15700,2024-02-06,2024-01-29
CV20EUF,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,01/03/2020,90763,5000,,,,,,,,,15650,,,17800,,,,,,,,,,15650,,,17800,2024-02-06,2024-01-29
SC70GKL,,VAUXHALL,CROSSLAND HATCHBACK,1.2 Turbo [130] Elite 5dr,01/01/2021,94717,11000,,,,,,,,,11800,,,13900,,,,,,,,,,11800,,,13900,2024-02-06,2024-01-29
BG22XSD,,HYUNDAI,TUCSON ESTATE,1.6 TGDi SE Connect 5dr 2WD,01/03/2022,96098,4000,,,,,,,,,19700,,,21750,,,,,,,,,,19700,,,21750,2024-02-06,2024-01-29
HG23NVD,,VOLKSWAGEN,ID.5 COUPE,128kW Style Pro 77kWh 5dr Auto,01/03/2023,100727,7000,,,,,,,,,29450,,,32250,,,,,,,,,,29450,,,32250,2024-02-06,2024-01-29
YA70XHL,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,01/01/2021,90763,19000,,,,,,,,,15000,,,17100,,,,,,,,,,15000,,,17100,2024-02-06,2024-01-29
MM70ZKA,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,01/01/2021,86126,12000,,,,,,,,,13350,,,15450,,,,,,,,,,13500,,,15600,2024-02-06,2024-01-29
YA70HGO,,KIA,SPORTAGE DIESEL ESTATE,1.6 CRDi 48V ISG 2 5dr DCT Auto,01/01/2021,91174,14000,,,,,,,,,16200,,,18300,,,,,,,,,,16200,,,18300,2024-02-06,2024-01-29
PN70OGW,,NISSAN,JUKE HATCHBACK,1.0 DiG-T N-Connecta 5dr,01/09/2020,91093,22000,,,,,,,,,11950,,,14050,,,,,,,,,,11950,,,14050,2024-02-06,2024-01-29
GX21HTK,,FORD,TOURNEO CONNECT DIESEL ESTATE,1.5 EcoBlue 120 Titanium 5dr,01/03/2021,83726,13000,,,,,,,,,17050,,,19450,,,,,,,,,,17050,,,19450,2024-02-06,2024-01-29
LN70YXH,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr DCT,01/09/2020,87507,8000,,,,,,,,,14700,,,16800,,,,,,,,,,15000,,,17100,2024-02-06,2024-01-29
PX70ONC,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,01/01/2021,86518,36000,,,,,,,,,10900,,,13000,,,,,,,,,,11100,,,13200,2024-02-06,2024-01-29
YC72NKZ,,SKODA,KODIAQ ESTATE,1.5 TSI SE 5dr DSG [7 Seat],01/09/2022,97936,4000,,,,,,,,,22650,,,25000,,,,,,,,,,23050,,,25500,2024-02-06,2024-01-29
LV23XBH,,NISSAN,ARIYA ELECTRIC HATCHBACK,160kW Advance 63kWh 5dr Auto,01/03/2023,99421,3000,,,,,,,,,30300,,,33250,,,,,,,,,,29100,,,32000,2024-02-06,2024-01-29
PJ71BCF,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,01/09/2021,91060,29000,,,,,,,,,13750,,,15750,,,,,,,,,,13750,,,15750,2024-02-06,2024-01-29
YB70BUE,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,01/09/2020,90763,18000,,,,,,,,,14900,,,17000,,,,,,,,,,14900,,,17000,2024-02-06,2024-01-29
SD70WWV,,MINI,COUNTRYMAN HATCHBACK,1.5 Cooper Classic 5dr Auto,01/09/2020,93490,25000,,,,,,,,,16750,,,18750,,,,,,,,,,16750,,,18750,2024-02-06,2024-01-29
AE70TLO,,AUDI,A1 SPORTBACK,25 TFSI Sport 5dr,01/09/2020,86526,22000,,,,,,,,,14100,,,15950,,,,,,,,,,14250,,,16050,2024-02-06,2024-01-29
MM71NKZ,,VOLKSWAGEN,TIGUAN ESTATE,1.5 TSI 150 R-Line 5dr DSG,01/01/2022,95157,20000,,,,,,,,,24750,,,27000,,,,,,,,,,25250,,,28000,2024-02-06,2024-01-29
GD19PKC,,HYUNDAI,TUCSON ESTATE,1.6 GDi SE Nav 5dr 2WD,01/03/2019,86126,41000,,,,,,,,,10500,,,12600,,,,,,,,,,10600,,,12700,2024-02-06,2024-01-29
YS73UUW,,PEUGEOT,2008 ESTATE,1.2 PureTech 130 GT 5dr EAT8,01/09/2023,103134,2000,,,,,,,,,23050,,,25500,,,,,,,,,,23050,,,25500,2024-02-06,2024-01-29
MM70AEL,,MERCEDES-BENZ,A CLASS HATCHBACK,A200 AMG Line Premium 5dr Auto,01/09/2020,83773,33000,,,,,,,,,17550,,,19550,,,,,,,,,,17550,,,19550,2024-02-06,2024-01-29
ND72ZPM,,HYUNDAI,I10 HATCHBACK,1.0 MPi SE Connect 5dr,01/01/2023,92282,5000,,,,,,,,,11750,,,13250,,,,,,,,,,11750,,,13250,2024-02-06,2024-01-29
BC72AKK,,VAUXHALL,CORSA HATCHBACK,1.2 Turbo Ultimate 5dr Auto,01/01/2023,98538,3000,,,,,,,,,15700,,,17500,,,,,,,,,,16200,,,18000,2024-02-06,2024-01-29
KP70VRT,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 N-Connecta 5dr,01/09/2020,86507,21000,,,,,,,,,13100,,,15200,,,,,,,,,,13350,,,15450,2024-02-06,2024-01-29
SM20WMP,,HONDA,CR-V ESTATE,2.0 i-MMD Hybrid SR 5dr eCVT,01/03/2020,87862,38000,,,,,,,,,19850,,,22000,,,,,,,,,,19850,,,22000,2024-02-06,2024-01-29
LD70XCV,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr DCT,01/09/2020,87507,12000,,,,,,,,,14400,,,16550,,,,,,,,,,14700,,,16800,2024-02-06,2024-01-29
YR21KCE,,HONDA,JAZZ HATCHBACK,1.5 i-MMD Hybrid Crosstar EX 5dr eCVT,01/03/2021,92777,15000,,,,,,,,,18650,,,20500,,,,,,,,,,18850,,,20750,2024-02-06,2024-01-29
EG23NUU,,GWM ORA,ORA FUNKY CAT HATCHBACK,126kW First Edition 48kWh 5dr Auto,01/03/2023,100753,1000,,,,,,,,,22350,,,24750,,,,,,,,,,22350,,,24750,2024-02-06,2024-01-29
AK69BWB,,FORD,ECOSPORT HATCHBACK,1.0 EcoBoost 125 Titanium 5dr Auto,01/09/2019,81728,7000,,,,,,,,,12900,,,14900,,,,,,,,,,13100,,,15100,2024-02-06,2024-01-29
DF70USG,,SKODA,KAROQ ESTATE,1.0 TSI 110 SE 5dr,01/01/2021,96026,28000,,,,,,,,,11600,,,13700,,,,,,,,,,12050,,,14150,2024-02-06,2024-01-29
LT70OYC,,PEUGEOT,208 HATCHBACK,1.2 PureTech 130 GT Line 5dr EAT8,01/09/2020,90724,11000,,,,,,,,,15200,,,17050,,,,,,,,,,15400,,,17150,2024-02-06,2024-01-29
YM73WCX,,HONDA,E NY1 HATCHBACK,150kW Elegance 69kWh 5dr Auto,01/01/2024,103183,1000,,,,,,,,,34500,,,36750,,,,,,,,,,32800,,,35000,2024-02-06,2024-01-29
EJ22FJD,,PEUGEOT,E-2008 ELECTRIC ESTATE,100kW GT Premium 50kWh 5dr Auto,01/03/2022,96144,36000,,,,,,,,,14450,,,16550,,,,,,,,,,14300,,,16400,2024-02-06,2024-01-29
WJ71DYS,,KIA,STONIC ESTATE,1.0T GDi 48V Connect 5dr,01/09/2021,95018,17000,,,,,,,,,13800,,,15900,,,,,,,,,,13950,,,16050,2024-02-06,2024-01-29
BK72TVL,,CITROEN,C3 AIRCROSS HATCHBACK,1.2 PureTech 110 Shine Plus 5dr,01/09/2022,97162,3000,,,,,,,,,13850,,,15650,,,,,,,,,,14100,,,15950,2024-02-06,2024-01-29
YX19PLF,,NISSAN,QASHQAI DIESEL HATCHBACK,1.5 dCi 115 Acenta Premium 5dr,01/03/2019,86193,33000,,,,,,,,,10450,,,12550,,,,,,,,,,10450,,,12550,2024-02-06,2024-01-29
BL70NUX,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV Titanium 5dr,01/01/2021,90761,13000,,,,,,,,,13900,,,16000,,,,,,,,,,13900,,,16000,2024-02-06,2024-01-29
SO23LWD,,VAUXHALL,MOKKA ELECTRIC HATCHBACK,100kW GS 50kWh 5dr Auto,01/03/2023,101391,3000,,,,,,,,,15900,,,18000,,,,,,,,,,15900,,,18000,2024-02-06,2024-01-29
LX22YFU,,HYUNDAI,KONA HATCHBACK,1.6 GDi Hybrid Ultimate 5dr DCT,01/03/2022,96562,16000,,,,,,,,,18100,,,20250,,,,,,,,,,18300,,,20500,2024-02-06,2024-01-29
YH21PFA,,CITROEN,C5 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi 130 Shine 5dr,01/03/2021,95795,22000,,,,,,,,,13650,,,15750,,,,,,,,,,13650,,,15750,2024-02-06,2024-01-29
FJ73LYK,,MAZDA,MX-30 ELECTRIC HATCHBACK,107kW Exclusive Line 35.5kWh 5dr Auto,01/09/2023,100386,2000,,,,,,,,,14700,,,16500,,,,,,,,,,14700,,,16500,2024-02-06,2024-01-29
YR21ZFN,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV 155 ST-Line X 5dr,01/03/2021,90764,21000,,,,,,,,,15700,,,17800,,,,,,,,,,15700,,,17800,2024-02-06,2024-01-29
MM23XMR,,VAUXHALL,ASTRA HATCHBACK,1.2 Turbo 130 Ultimate 5dr Auto,01/03/2023,99101,2000,,,,,,,,,21550,,,23750,,,,,,,,,,21550,,,23750,2024-02-06,2024-01-29
YH22TZD,,MINI,HATCHBACK,1.5 Cooper Classic 5dr Auto,01/03/2022,96828,2000,,,,,,,,,16650,,,18350,,,,,,,,,,16850,,,18550,2024-02-06,2024-01-29
ND21XBG,,NISSAN,JUKE HATCHBACK,1.0 DiG-T 114 N-Connecta 5dr,01/03/2021,95828,19000,,,,,,,,,12450,,,14550,,,,,,,,,,12450,,,14550,2024-02-06,2024-01-29
YH69XRS,,VAUXHALL,ASTRA SPORTS TOURER,1.4T 16V 150 SRi Nav 5dr [Start Stop],01/09/2019,89013,41000,,,,,,,,,8400,,,10400,,,,,,,,,,8400,,,10400,2024-02-06,2024-01-29
DX21VNV,,MITSUBISHI,OUTLANDER ESTATE,2.4 PHEV Dynamic 5dr Auto,01/03/2021,90213,19000,,,,,,,,,18550,,,20500,,,,,,,,,,18550,,,20500,2024-02-06,2024-01-29
VK21EPP,,MAZDA,CX-5 ESTATE,2.0 SE-L 5dr Auto,01/03/2021,92746,32000,,,,,,,,,15850,,,17950,,,,,,,,,,16200,,,18300,2024-02-06,2024-01-29
AO70TYD,,NISSAN,QASHQAI HATCHBACK SPECIAL EDITIONS,1.3 DiG-T N-Tec 5dr,01/09/2020,92005,10000,,,,,,,,,14550,,,16650,,,,,,,,,,14850,,,16950,2024-02-06,2024-01-29
MF20NBO,,VOLKSWAGEN,T-CROSS ESTATE,1.0 TSI 115 R-Line 5dr,01/03/2020,88389,23000,,,,,,,,,15450,,,17550,,,,,,,,,,15400,,,17550,2024-02-06,2024-01-29
BN65XYO,,VOLVO,XC60 DIESEL ESTATE,D4 [190] SE Lux Nav 5dr,01/09/2015,68661,136000,,,,,,,,,5675,,,7950,,,,,,,,,,5675,,,7950,2024-02-06,2024-01-29
LD22LZO,,FIAT,500C CONVERTIBLE,1.0 Mild Hybrid Dolcevita [Part Leather] 2dr,01/03/2022,96769,7000,,,,,,,,,10200,,,11700,,,,,,,,,,10200,,,11700,2024-02-06,2024-01-29
MF22LWJ,,PEUGEOT,208 HATCHBACK,1.2 PureTech 130 GT 5dr EAT8,01/03/2022,96172,12000,,,,,,,,,16500,,,18300,,,,,,,,,,16700,,,18500,2024-02-06,2024-01-29
RN19MUE,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,01/03/2019,76403,93000,,,,,,,,,9000,,,11050,,,,,,,,,,9125,,,11100,2024-02-06,2024-01-29
