VRM,Unused1,CAPMan,CAPMod,CAPDer,DFR,CAPID,Mileage,Unused2,Unused3,Unused4,Unused5,Unused6,Unused7,Unused8,Unused9,Clean_Month,Unused10,Unused11,Retail_Month,Unused12,Unused13,Unused14,Unused15,Unused16,Unused17,Unused18,Unused19,Unused20,Clean_Live,Unused21,Unused22,Retail_Live,Live_Date,Month_Date
LC70EFO,,VOLKSWAGEN,GOLF HATCHBACK,1.5 TSI R-Line 5dr,01/09/2020,92713,47000,,,,,,,,,14300,,,16300,,,,,,,,,,14300,,,16300,2024-02-06,2024-01-29
NV71RFL,,SEAT,ATECA ESTATE,1.5 TSI EVO Xperience 5dr,01/01/2022,93981,15000,,,,,,,,,16550,,,18650,,,,,,,,,,16550,,,18650,2024-02-06,2024-01-29
SG20SBY,,MINI,COUNTRYMAN HATCHBACK,1.5 Cooper Classic 5dr Auto,01/03/2020,87088,16000,,,,,,,,,16450,,,18450,,,,,,,,,,16450,,,18450,2024-02-06,2024-01-29
WJ23LCZ,,RENAULT,CAPTUR HATCHBACK,1.0 TCE 90 Techno 5dr,01/03/2023,100147,4000,,,,,,,,,14500,,,16600,,,,,,,,,,14650,,,16750,2024-02-06,2024-01-29
AP23MDO,,VAUXHALL,VIVARO LIFE ELECTRIC ESTATE,100kW Ultimate L 50kWh 5dr Auto,01/03/2023,102114,6000,,,,,,,,,25300,,,28000,,,,,,,,,,25300,,,28000,2024-02-06,2024-01-29
WF18WSO,,MINI,COUNTRYMAN HATCHBACK,2.0 Cooper S 5dr Auto [Chili Pack],01/03/2018,77596,40000,,,,,,,,,15800,,,17800,,,,,,,,,,15800,,,17800,2024-02-06,2024-01-29
EU22MZD,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV Titanium 5dr DCT,01/03/2022,97420,8000,,,,,,,,,18150,,,20250,,,,,,,,,,18150,,,20250,2024-02-06,2024-01-29
LX21WKC,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,01/03/2021,95533,5000,,,,,,,,,15350,,,17450,,,,,,,,,,15700,,,17800,2024-02-06,2024-01-29
NV70MVR,,FORD,PUMA HATCHBACK,1.0 EcoBoost ST-Line X 5dr Auto,01/01/2021,93105,50000,,,,,,,,,15000,,,17100,,,,,,,,,,15000,,,17100,2024-02-06,2024-01-29
YY71BWB,,FORD,FOCUS ESTATE,1.0 EcoBoost 125 Zetec Edition 5dr,01/09/2021,93201,14000,,,,,,,,,13350,,,15350,,,,,,,,,,13350,,,15350,2024-02-06,2024-01-29
LL70LSF,,FORD,PUMA HATCHBACK,1.0 EcoBoost ST-Line X 5dr Auto,01/09/2020,93105,19000,,,,,,,,,17350,,,19450,,,,,,,,,,17350,,,19450,2024-02-06,2024-01-29
PX23UNE,,CITROEN,C3 AIRCROSS HATCHBACK,1.2 PureTech 110 Shine Plus 5dr,01/03/2023,97162,8000,,,,,,,,,14000,,,15800,,,,,,,,,,14300,,,16100,2024-02-06,2024-01-29
MM70LVJ,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line Vignale 5dr,01/01/2021,95706,16000,,,,,,,,,16250,,,18350,,,,,,,,,,16250,,,18350,2024-02-06,2024-01-29
CK19XJC,,SEAT,ARONA HATCHBACK,1.0 TSI 115 FR [EZ] 5dr DSG,01/03/2019,85374,20000,,,,,,,,,10300,,,12150,,,,,,,,,,10400,,,12250,2024-02-06,2024-01-29
EK20HOA,,PEUGEOT,3008 DIESEL ESTATE,1.5 BlueHDi GT Line 5dr,01/03/2020,83271,47000,,,,,,,,,12150,,,14250,,,,,,,,,,12150,,,14250,2024-02-06,2024-01-29
BP19EFH,,DS,DS 7 DIESEL CROSSBACK HATCHBACK,1.5 BlueHDi Performance Line 5dr EAT8,01/03/2019,87505,58000,,,,,,,,,12200,,,14300,,,,,,,,,,12250,,,14350,2024-02-06,2024-01-29
RJ70UXS,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T N-Motion 5dr,01/01/2021,88222,19000,,,,,,,,,13800,,,15950,,,,,,,,,,14100,,,16200,2024-02-06,2024-01-29
AV70OTB,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr DCT,01/09/2020,87507,27000,,,,,,,,,13400,,,15500,,,,,,,,,,13650,,,15750,2024-02-06,2024-01-29
LM70JWF,,NISSAN,JUKE HATCHBACK,1.0 DiG-T Tekna 5dr DCT,01/09/2020,91096,32000,,,,,,,,,13750,,,15850,,,,,,,,,,13850,,,15950,2024-02-06,2024-01-29
EA19EXG,,FORD,KUGA ESTATE,1.5 EcoBoost 176 Titanium Edition 5dr Auto,01/03/2019,87290,20000,,,,,,,,,13300,,,15400,,,,,,,,,,13500,,,15600,2024-02-06,2024-01-29
MH21TGK,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium 5dr DCT,01/03/2021,91060,25000,,,,,,,,,13850,,,15850,,,,,,,,,,13850,,,15850,2024-02-06,2024-01-29
WG19ZGH,,JEEP,COMPASS SW DIESEL,1.6 Multijet 120 Limited 5dr [2WD],01/03/2019,82532,118000,,,,,,,,,7975,,,10050,,,,,,,,,,7975,,,10050,2024-02-06,2024-01-29
CF22OLH,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybr mHEV 155 ST-Line Vignale 5dr DCT,01/03/2022,97423,8000,,,,,,,,,21600,,,24000,,,,,,,,,,21600,,,24000,2024-02-06,2024-01-29
CA70EZF,,BMW,X1 ESTATE,xDrive 20i xLine 5dr Step Auto,01/09/2020,90392,42000,,,,,,,,,18650,,,20750,,,,,,,,,,18650,,,20750,2024-02-06,2024-01-29
PY70CEU,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV Titanium 5dr,01/09/2020,90761,6000,,,,,,,,,14250,,,16350,,,,,,,,,,14250,,,16350,2024-02-06,2024-01-29
KW70HGM,,TOYOTA,COROLLA HATCHBACK,1.8 VVT-i Hybrid Design 5dr CVT,01/01/2021,87944,17000,,,,,,,,,15900,,,17900,,,,,,,,,,15750,,,17750,2024-02-06,2024-01-29
SH70GDK,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo SE 5dr Auto [8 Speed],01/09/2020,86003,62000,,,,,,,,,8875,,,11000,,,,,,,,,,8875,,,11000,2024-02-06,2024-01-29
YH23KMJ,,VOLKSWAGEN,POLO HATCHBACK,1.0 TSI Life 5dr DSG,01/03/2023,98772,3000,,,,,,,,,17850,,,19650,,,,,,,,,,17850,,,19650,2024-02-06,2024-01-29
SH18URR,,VOLVO,V40 HATCHBACK,T3 [152] Cross Country Pro 5dr Geartronic,01/03/2018,74794,82000,,,,,,,,,8950,,,10950,,,,,,,,,,8950,,,10950,2024-02-06,2024-01-29
NU70LKM,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 Tekna 5dr,01/09/2020,86515,39000,,,,,,,,,13150,,,15250,,,,,,,,,,13450,,,15550,2024-02-06,2024-01-29
LV70YJG,,SUZUKI,IGNIS HATCHBACK,1.2 Dualjet 12V Hybrid SZ5 5dr CVT,01/01/2021,92907,20000,,,,,,,,,12850,,,14350,,,,,,,,,,12850,,,14350,2024-02-06,2024-01-29
SB70HLJ,,BMW,2 SERIES GRAN COUPE,218i M Sport 4dr,01/01/2021,91838,20000,,,,,,,,,18200,,,20250,,,,,,,,,,18200,,,20250,2024-02-06,2024-01-29
PF69KYH,,VOLKSWAGEN,TIGUAN ESTATE,1.5 TSi EVO 130 Match 5dr,01/01/2020,87984,39000,,,,,,,,,13700,,,15850,,,,,,,,,,14000,,,16100,2024-02-06,2024-01-29
PF70RHE,,FORD,FOCUS HATCHBACK,1.0 EcoBoost 125 Zetec Edition 5dr,01/01/2021,93197,7000,,,,,,,,,12700,,,14700,,,,,,,,,,12700,,,14700,2024-02-06,2024-01-29
SL70OTF,,VAUXHALL,ASTRA HATCHBACK,1.2 Turbo 145 SRi VX-Line Nav 5dr,01/09/2020,90582,8000,,,,,,,,,12000,,,14000,,,,,,,,,,12000,,,14000,2024-02-06,2024-01-29
MJ70MVF,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,01/01/2021,86518,12000,,,,,,,,,12300,,,14400,,,,,,,,,,12550,,,14650,2024-02-06,2024-01-29
OV69VCE,,TOYOTA,YARIS HATCHBACK,1.5 Hybrid Icon Tech 5dr CVT,01/09/2019,79124,19000,,,,,,,,,12400,,,14200,,,,,,,,,,12400,,,14200,2024-02-06,2024-01-29
OE22KXX,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Exclusive 5dr,01/03/2022,91414,8000,,,,,,,,,14950,,,17050,,,,,,,,,,14950,,,17050,2024-02-06,2024-01-29
EF70DRO,,MINI,COUNTRYMAN HATCHBACK,1.5 Cooper Classic 5dr,01/09/2020,93489,67000,,,,,,,,,11600,,,13600,,,,,,,,,,11600,,,13600,2024-02-06,2024-01-29
BT70HOH,,FORD,FIESTA HATCHBACK,1.0 EcoBoost Hybrid mHEV 125 ST-Line X Edition 5dr,01/09/2020,93157,20000,,,,,,,,,12100,,,13895,,,,,,,,,,12350,,,14150,2024-02-06,2024-01-29
FT73HGJ,,FORD,FOCUS ESTATE,1.0 EcoBoost Hybrid mHEV 155 Active X 5dr Auto,01/01/2024,101500,1000,,,,,,,,,22450,,,24750,,,,,,,,,,22450,,,24750,2024-02-06,2024-01-29
LC70VVH,,CITROEN,C3 AIRCROSS HATCHBACK,1.2 PureTech 130 Flair 5dr EAT6,01/09/2020,91251,6000,,,,,,,,,13300,,,15050,,,,,,,,,,13550,,,15300,2024-02-06,2024-01-29
FL20JVT,,MERCEDES-BENZ,CLA COUPE,CLA 200 AMG Line 4dr Tip Auto,01/03/2020,88931,100000,,,,,,,,,14300,,,16295,,,,,,,,,,14350,,,16350,2024-02-06,2024-01-29
GU72XTP,,HYUNDAI,BAYON HATCHBACK,1.0 TGDi 48V MHEV Premium 5dr,01/09/2022,97771,15000,,,,,,,,,12450,,,14550,,,,,,,,,,12450,,,14550,2024-02-06,2024-01-29
WK23YJU,,KIA,SPORTAGE ESTATE,1.6T GDi ISG 2 5dr,01/03/2023,99533,8000,,,,,,,,,21250,,,23500,,,,,,,,,,21450,,,23750,2024-02-06,2024-01-29
WD19ETY,,ABARTH,595 HATCHBACK,1.4 T-Jet 145 3dr,01/03/2019,75460,19000,,,,,,,,,9550,,,11050,,,,,,,,,,9750,,,11200,2024-02-06,2024-01-29
CP23DKY,,RENAULT,CAPTUR HATCHBACK,1.6 E-Tech Plug-in hybrid 160 Engineered 5dr Auto,01/03/2023,100512,4000,,,,,,,,,20150,,,22500,,,,,,,,,,20150,,,22500,2024-02-06,2024-01-29
BJ69PLX,,FORD,KUGA ESTATE,1.5 EcoBoost Titanium X Edition 5dr 2WD,01/09/2019,87296,19000,,,,,,,,,13700,,,15800,,,,,,,,,,13700,,,15800,2024-02-06,2024-01-29
PF70OCP,,AUDI,Q3 ESTATE,35 TFSI Black Edition 5dr,01/01/2021,95117,14000,,,,,,,,,25300,,,28500,,,,,,,,,,25300,,,28500,2024-02-06,2024-01-29
MJ70URG,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],01/09/2020,86508,19000,,,,,,,,,13150,,,15250,,,,,,,,,,13350,,,15450,2024-02-06,2024-01-29
VN20OPU,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr,01/03/2020,86519,34000,,,,,,,,,11100,,,13200,,,,,,,,,,11300,,,13450,2024-02-06,2024-01-29
SN72HMV,,MAZDA,MAZDA2 HATCHBACK,1.5 Skyactiv G GT Sport 5dr Auto,01/01/2023,98581,2000,,,,,,,,,16450,,,18250,,,,,,,,,,16650,,,18450,2024-02-06,2024-01-29
LV73TXA,,KIA,SPORTAGE ESTATE,1.6T GDi HEV GT-Line 5dr Auto,01/09/2023,99541,3000,,,,,,,,,29500,,,32250,,,,,,,,,,29500,,,32250,2024-02-06,2024-01-29
YP70ZGW,,RENAULT,CAPTUR DIESEL HATCHBACK,1.5 dCi 95 Iconic 5dr,01/09/2020,91806,35000,,,,,,,,,10200,,,12000,,,,,,,,,,10300,,,12100,2024-02-06,2024-01-29
AP70YTX,,FORD,FOCUS HATCHBACK,1.0 EcoBoost 125 Zetec Edition 5dr Auto,01/09/2020,93198,6000,,,,,,,,,13200,,,15200,,,,,,,,,,13200,,,15200,2024-02-06,2024-01-29
EO70BNY,,TOYOTA,PRIUS+ ESTATE,1.8 VVTi Excel TSS 5dr CVT Auto,01/09/2020,83049,23000,,,,,,,,,18150,,,20500,,,,,,,,,,18300,,,20750,2024-02-06,2024-01-29
CV70YNH,,AUDI,A1 SPORTBACK,25 TFSI S Line 5dr,01/01/2021,86532,14000,,,,,,,,,16700,,,18500,,,,,,,,,,16850,,,18650,2024-02-06,2024-01-29
DU21EJG,,NISSAN,JUKE HATCHBACK,1.0 DiG-T 114 N-Connecta 5dr,01/03/2021,95828,16000,,,,,,,,,12650,,,14750,,,,,,,,,,12650,,,14750,2024-02-06,2024-01-29
NA70WUH,,VAUXHALL,COMBO LIFE DIESEL ESTATE,1.5 Turbo D 130 Elite 5dr Auto [7 seat],01/09/2020,89974,35000,,,,,,,,,13100,,,14900,,,,,,,,,,13100,,,14900,2024-02-06,2024-01-29
SX23HJU,,VAUXHALL,ASTRA SPORTS TOURER,1.2 Turbo 130 GS Line 5dr,01/03/2023,99861,6000,,,,,,,,,19600,,,21750,,,,,,,,,,19600,,,21750,2024-02-06,2024-01-29
CY19KGX,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Excel 5dr CVT,01/03/2019,76774,55000,,,,,,,,,n/a,,,n/a,,,,,,,,,,n/a,,,n/a,2024-02-06,2024-01-29
CP19XJZ,,CITROEN,BERLINGO DIESEL ESTATE,1.5 BlueHDi 130 Feel XL 5dr EAT8 [7 seat],01/03/2019,86701,60000,,,,,,,,,10850,,,13200,,,,,,,,,,10850,,,13200,2024-02-06,2024-01-29
CA70DLN,,MERCEDES-BENZ,CLA COUPE,CLA 180 AMG Line Premium Plus 4dr Tip Auto,01/01/2021,88930,29000,,,,,,,,,22200,,,24500,,,,,,,,,,22200,,,24500,2024-02-06,2024-01-29
AV73KXC,,KIA,SPORTAGE ESTATE,1.6T GDi ISG 2 5dr,01/09/2023,99533,3000,,,,,,,,,22200,,,24500,,,,,,,,,,22450,,,24750,2024-02-06,2024-01-29
SF19BBH,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Icon 5dr CVT,01/03/2019,76763,56000,,,,,,,,,12250,,,14350,,,,,,,,,,12100,,,14200,2024-02-06,2024-01-29
VK21WKV,,FORD,FIESTA HATCHBACK,1.0 EcoBoost 125 Titanium X 5dr Auto [7 Speed],01/03/2021,93163,16000,,,,,,,,,14100,,,15900,,,,,,,,,,14350,,,16150,2024-02-06,2024-01-29
FV70YCU,,VAUXHALL,ASTRA SPORTS TOURER,1.2 Turbo 145 SRi Nav 5dr,01/01/2021,90598,20000,,,,,,,,,11250,,,13250,,,,,,,,,,11250,,,13250,2024-02-06,2024-01-29
BG70MGZ,,FORD,KUGA DIESEL ESTATE,1.5 EcoBlue ST-Line X 5dr,01/09/2020,91466,11000,,,,,,,,,18900,,,21000,,,,,,,,,,18900,,,21000,2024-02-06,2024-01-29
SB70BHU,,PEUGEOT,3008 ESTATE,1.2 PureTech Allure 5dr EAT8,01/09/2020,86227,16000,,,,,,,,,15600,,,17700,,,,,,,,,,15750,,,17850,2024-02-06,2024-01-29
MD70CYG,,VAUXHALL,CROSSLAND HATCHBACK,1.2 Turbo Elite 5dr,01/01/2021,94716,22000,,,,,,,,,10900,,,13000,,,,,,,,,,10900,,,13000,2024-02-06,2024-01-29
MJ23XBH,,NISSAN,JUKE HATCHBACK,1.6 Hybrid N-Connecta 5dr Auto,01/03/2023,100735,2000,,,,,,,,,19850,,,22000,,,,,,,,,,19850,,,22000,2024-02-06,2024-01-29
MD73VZS,,KIA,STONIC ESTATE,1.0T GDi 48V GT-Line S 5dr DCT,01/09/2023,95021,3000,,,,,,,,,19700,,,21750,,,,,,,,,,19900,,,22250,2024-02-06,2024-01-29
PF70MPV,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Exclusive 5dr,01/01/2021,91414,21000,,,,,,,,,13400,,,15500,,,,,,,,,,13400,,,15500,2024-02-06,2024-01-29
GV71ODY,,TOYOTA,C-HR HATCHBACK,2.0 Hybrid Design 5dr CVT [Leather],01/01/2022,91219,28000,,,,,,,,,18300,,,20500,,,,,,,,,,18300,,,20500,2024-02-06,2024-01-29
MT70JGU,,PEUGEOT,3008 ESTATE,1.2 PureTech Allure 5dr,01/09/2020,77729,9000,,,,,,,,,14050,,,16150,,,,,,,,,,14150,,,16250,2024-02-06,2024-01-29
SE19OFS,,MITSUBISHI,ECLIPSE CROSS HATCHBACK,1.5 4 5dr CVT 4WD,01/03/2019,81349,38000,,,,,,,,,12500,,,14600,,,,,,,,,,12800,,,14900,2024-02-06,2024-01-29
YE73FZP,,FORD,FOCUS ESTATE,1.0 EcoBoost Hybrid mHEV 155 ST-Line X 5dr,01/09/2023,101497,6000,,,,,,,,,20800,,,23000,,,,,,,,,,20800,,,23000,2024-02-06,2024-01-29
YM70XVO,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Exclusive 5dr DCT,01/01/2021,91415,55000,,,,,,,,,12050,,,14150,,,,,,,,,,12050,,,14150,2024-02-06,2024-01-29
LR70WEK,,KIA,NIRO ESTATE,1.6 GDi Hybrid 2 5dr DCT,01/09/2020,89921,19000,,,,,,,,,14350,,,16450,,,,,,,,,,14500,,,16600,2024-02-06,2024-01-29
NA70LYT,,KIA,XCEED HATCHBACK,1.0T GDi ISG 2 5dr,01/09/2020,90332,16000,,,,,,,,,11150,,,13150,,,,,,,,,,11350,,,13400,2024-02-06,2024-01-29
NG70DVM,,VAUXHALL,COMBO LIFE DIESEL ESTATE,1.5 Turbo D SE 5dr,01/01/2021,95089,32000,,,,,,,,,11950,,,13750,,,,,,,,,,11950,,,13750,2024-02-06,2024-01-29
DA23WBZ,,NISSAN,X-TRAIL STATION WAGON,1.5 E-Power E-4orce 213 Acenta Prem 5dr 7 St Auto,01/03/2023,101237,8000,,,,,,,,,28800,,,31500,,,,,,,,,,28800,,,31500,2024-02-06,2024-01-29
LV68VOB,,VAUXHALL,ASTRA SPORTS TOURER,1.4T 16V 150 SRi 5dr,01/09/2018,72726,65000,,,,,,,,,6575,,,8575,,,,,,,,,,6575,,,8575,2024-02-06,2024-01-29
LV70FOA,,AUDI,A1 SPORTBACK,25 TFSI Sport 5dr S Tronic,01/01/2021,86527,16000,,,,,,,,,16000,,,17800,,,,,,,,,,16150,,,17950,2024-02-06,2024-01-29
HN70RPY,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Exclusive 5dr DCT,01/01/2021,91415,17000,,,,,,,,,14650,,,16750,,,,,,,,,,14650,,,16750,2024-02-06,2024-01-29
YY23NFD,,VOLKSWAGEN,POLO HATCHBACK,1.0 TSI Life 5dr,01/03/2023,98771,4000,,,,,,,,,16750,,,18550,,,,,,,,,,16750,,,18550,2024-02-06,2024-01-29
NX72HWO,,MAZDA,MAZDA2 HATCHBACK,1.5 e-Skyactiv G MHEV 115 GT Sport Tech 5dr,01/09/2022,98582,13000,,,,,,,,,15000,,,16800,,,,,,,,,,15150,,,16950,2024-02-06,2024-01-29
GD23FFH,,VAUXHALL,MOKKA ELECTRIC HATCHBACK,100kW Ultimate 50kWh 5dr Auto,01/03/2023,98643,4000,,,,,,,,,16500,,,18600,,,,,,,,,,16500,,,18600,2024-02-06,2024-01-29
PE23WZT,,MAZDA,CX-5 ESTATE,2.0 e-Skyactiv G MHEV Exclusive-Line 5dr,01/03/2023,101679,12000,,,,,,,,,21750,,,24000,,,,,,,,,,22150,,,24500,2024-02-06,2024-01-29
GF70BWM,,KIA,XCEED HATCHBACK,1.4T GDi ISG 3 5dr DCT,01/09/2020,90335,41000,,,,,,,,,11500,,,13500,,,,,,,,,,11750,,,13750,2024-02-06,2024-01-29
LM70DFE,,VAUXHALL,COMBO LIFE DIESEL ESTATE,1.5 Turbo D Energy XL 5dr [7 seat],01/09/2020,84487,42000,,,,,,,,,11550,,,13350,,,,,,,,,,11550,,,13350,2024-02-06,2024-01-29
LL70XDN,,MERCEDES-BENZ,A CLASS SALOON,A200 AMG Line 4dr Auto,01/09/2020,86689,31000,,,,,,,,,17950,,,19995,,,,,,,,,,17950,,,19995,2024-02-06,2024-01-29
DN71OCD,,VAUXHALL,CORSA HATCHBACK,1.2 Turbo [130] Ultimate Nav 5dr Auto,01/09/2021,95102,4000,,,,,,,,,15000,,,16800,,,,,,,,,,15450,,,17250,2024-02-06,2024-01-29
MJ70VGG,,KIA,NIRO ESTATE,1.6 GDi Hybrid 2 5dr DCT,01/09/2020,89921,5000,,,,,,,,,15350,,,17450,,,,,,,,,,15550,,,17650,2024-02-06,2024-01-29
MX70UDZ,,FORD,FOCUS DIESEL HATCHBACK,1.5 EcoBlue 120 ST-Line X Edition 5dr,01/09/2020,93301,23000,,,,,,,,,14600,,,16600,,,,,,,,,,14600,,,16600,2024-02-06,2024-01-29
EY70TTV,,RENAULT,CLIO HATCHBACK,1.0 TCe 100 RS Line 5dr [Bose],01/09/2020,90181,9000,,,,,,,,,12500,,,15000,,,,,,,,,,12500,,,15000,2024-02-06,2024-01-29
ND70BAO,,TOYOTA,YARIS HATCHBACK,1.5 Hybrid Dynamic 5dr CVT,01/09/2020,93356,10000,,,,,,,,,16100,,,17900,,,,,,,,,,16100,,,17900,2024-02-06,2024-01-29
PJ70KUH,,AUDI,Q3 ESTATE,35 TFSI S Line 5dr,01/01/2021,86577,20000,,,,,,,,,22250,,,25250,,,,,,,,,,22250,,,25250,2024-02-06,2024-01-29
BX20JRV,,JEEP,RENEGADE HATCHBACK SPECIAL EDITION,1.0 T3 GSE Night Eagle II 5dr,01/03/2020,90553,40000,,,,,,,,,11950,,,14095,,,,,,,,,,11950,,,14050,2024-02-06,2024-01-29
DA70MYB,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV Titanium 5dr,01/01/2021,90761,6000,,,,,,,,,14400,,,16500,,,,,,,,,,14400,,,16500,2024-02-06,2024-01-29
SV22JPF,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Dolcevita [Part Leather] 3dr,01/03/2022,96773,8000,,,,,,,,,9650,,,11200,,,,,,,,,,9650,,,11200,2024-02-06,2024-01-29
SJ70ULU,,VOLKSWAGEN,GOLF DIESEL HATCHBACK,2.0 TDI Style 5dr,01/09/2020,92442,35000,,,,,,,,,15550,,,17550,,,,,,,,,,15550,,,17550,2024-02-06,2024-01-29
CE70OAJ,,PEUGEOT,2008 DIESEL ESTATE,1.5 BlueHDi Active 5dr,01/09/2020,91694,21000,,,,,,,,,12350,,,14150,,,,,,,,,,12350,,,14150,2024-02-06,2024-01-29
ST70YYK,,FORD,FOCUS DIESEL HATCHBACK,1.5 EcoBlue 120 Titanium X Edition 5dr,01/01/2021,93253,29000,,,,,,,,,12800,,,14800,,,,,,,,,,12800,,,14800,2024-02-06,2024-01-29
NJ23YGW,,CITROEN,C4 DIESEL HATCHBACK,1.5 BlueHDi [130] Shine Plus 5dr Auto,01/03/2023,94983,2000,,,,,,,,,19100,,,21250,,,,,,,,,,19100,,,21250,2024-02-06,2024-01-29
BG73AEP,,NISSAN,X-TRAIL STATION WAGON,1.5 E-Power E-4orce 213 Acenta Prem 5dr 7 St Auto,01/09/2023,101237,3000,,,,,,,,,30100,,,33000,,,,,,,,,,30100,,,33000,2024-02-06,2024-01-29
SY21YMK,,RENAULT,CAPTUR HATCHBACK,1.0 TCE 90 Iconic 5dr,01/03/2021,94691,39000,,,,,,,,,9300,,,11400,,,,,,,,,,9400,,,11500,2024-02-06,2024-01-29
CE71BTV,,DS,DS 3 ELECTRIC CROSSBACK HATCHBACK,100kW E-TENSE Ultra Prestige 50kWh 5dr Auto,01/01/2022,90731,22000,,,,,,,,,13000,,,15050,,,,,,,,,,13000,,,15050,2024-02-06,2024-01-29
CA68YCN,,VOLVO,V40 HATCHBACK,T3 [152] Inscription 5dr Geartronic,01/09/2018,74751,27000,,,,,,,,,12750,,,14750,,,,,,,,,,12750,,,14750,2024-02-06,2024-01-29
SH70OPO,,BMW,1 SERIES HATCHBACK,118i M Sport 5dr,01/09/2020,89886,33000,,,,,,,,,16200,,,18200,,,,,,,,,,16200,,,18200,2024-02-06,2024-01-29
HY69VKW,,CITROEN,C3 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi Flair 5dr [6 speed],01/09/2019,85964,39000,,,,,,,,,9025,,,10850,,,,,,,,,,9025,,,10850,2024-02-06,2024-01-29
GV70PPZ,,FORD,PUMA HATCHBACK,1.0 EcoBoost ST-Line Vignale 5dr Auto,01/01/2021,95705,15000,,,,,,,,,18900,,,21000,,,,,,,,,,18900,,,21000,2024-02-06,2024-01-29
GF72OET,,VAUXHALL,CORSA HATCHBACK,1.2 Turbo Ultimate 5dr Auto,01/09/2022,98538,1000,,,,,,,,,15750,,,17550,,,,,,,,,,16200,,,17995,2024-02-06,2024-01-29
KS70DZH,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,01/09/2020,95533,49000,,,,,,,,,11950,,,14050,,,,,,,,,,12200,,,14300,2024-02-06,2024-01-29
WN21PZG,,HYUNDAI,TUCSON ESTATE,1.6 TGDi Ultimate 5dr 2WD,01/03/2021,96100,40000,,,,,,,,,18900,,,21000,,,,,,,,,,18900,,,21000,2024-02-06,2024-01-29
AK70VRP,,CITROEN,BERLINGO ESTATE,1.2 PureTech Feel M 5dr,01/01/2021,85361,14000,,,,,,,,,15400,,,17750,,,,,,,,,,15400,,,17750,2024-02-06,2024-01-29
LD22MMO,,SKODA,KAMIQ HATCHBACK,1.5 TSI Monte Carlo 5dr DSG,01/03/2022,92460,29000,,,,,,,,,17350,,,19450,,,,,,,,,,17550,,,19650,2024-02-06,2024-01-29
MX70RVW,,JEEP,COMPASS SW SPECIAL EDITIONS,1.4 Multiair 140 Night Eagle 5dr [2WD],01/09/2020,88662,19000,,,,,,,,,13250,,,15350,,,,,,,,,,13250,,,15350,2024-02-06,2024-01-29
CY70GKE,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line X 5dr,01/01/2021,90763,11000,,,,,,,,,15600,,,17700,,,,,,,,,,15600,,,17700,2024-02-06,2024-01-29
EF73BXR,,NISSAN,JUKE HATCHBACK,1.6 Hybrid N-Connecta 5dr Auto,01/09/2023,100735,1000,,,,,,,,,20350,,,22750,,,,,,,,,,20350,,,22750,2024-02-06,2024-01-29
SB73RVO,,PEUGEOT,2008 ESTATE,1.2 PureTech 130 GT 5dr EAT8,01/09/2023,103134,1000,,,,,,,,,23150,,,25500,,,,,,,,,,23150,,,25500,2024-02-06,2024-01-29
WD70PFF,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,01/01/2021,95534,8000,,,,,,,,,16350,,,18450,,,,,,,,,,16650,,,18750,2024-02-06,2024-01-29
EA70EXR,,RENAULT,CLIO HATCHBACK,1.3 TCe 130 RS Line 5dr EDC,01/09/2020,90132,13000,,,,,,,,,13300,,,15800,,,,,,,,,,13300,,,15800,2024-02-06,2024-01-29
LV22NZT,,FORD,PUMA HATCHBACK,1.0 EcoBoost Hybrid mHEV ST-Line Vignale 5dr,01/03/2022,95706,16000,,,,,,,,,17400,,,19500,,,,,,,,,,17400,,,19500,2024-02-06,2024-01-29
