VRM,Unused1,CAPMan,CAPMod,CAPDer,DFR,CAPID,Mileage,Unused2,Unused3,Unused4,Unused5,Unused6,Unused7,Unused8,Unused9,Clean_Month,Unused10,Unused11,Retail_Month,Unused12,Unused13,Unused14,Unused15,Unused16,Unused17,Unused18,Unused19,Unused20,Clean_Live,Unused21,Unused22,Retail_Live,Live_Date,Month_Date
HV70AAK,,MG MOTOR UK,ZS ELECTRIC HATCHBACK,105kW Exclusive EV 45kWh 5dr Auto,01/09/2020,90734,18000,,,,,,,,,12450,,,14550,,,,,,,,,,12200,,,14300,2024-02-01,2024-01-29
PF70COU,,KIA,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,01/01/2021,85754,18000,,,,,,,,,14000,,,16100,,,,,,,,,,14100,,,16250,2024-02-01,2024-01-29
DX70YJP,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr,01/09/2020,86519,25000,,,,,,,,,11850,,,13950,,,,,,,,,,12050,,,14150,2024-02-01,2024-01-29
FP70KYX,,SKODA,KAMIQ HATCHBACK,1.5 TSI SE L 5dr DSG,01/09/2020,91390,19000,,,,,,,,,14150,,,16250,,,,,,,,,,14150,,,16250,2024-02-01,2024-01-29
WF70UDT,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Icon 5dr CVT,01/01/2021,91214,36000,,,,,,,,,14100,,,16200,,,,,,,,,,14100,,,16200,2024-02-01,2024-01-29
AF70RVU,,VOLVO,XC40 ESTATE,2.0 B4P R DESIGN Pro 5dr Auto,01/09/2020,92668,51000,,,,,,,,,19100,,,21250,,,,,,,,,,19500,,,21750,2024-02-01,2024-01-29
PY20EYT,,VAUXHALL,INSIGNIA GRAND SPORT,1.5T SRi Vx-line Nav 5dr,01/03/2020,78136,36000,,,,,,,,,10950,,,13400,,,,,,,,,,10950,,,13400,2024-02-01,2024-01-29
CA22BSZ,,HYUNDAI,IONIQ HATCHBACK,1.6 GDi Hybrid Premium SE 5dr DCT,01/03/2022,91061,15000,,,,,,,,,17050,,,19050,,,,,,,,,,17050,,,19050,2024-02-01,2024-01-29
BT73GZZ,,TOYOTA,YARIS HATCHBACK,1.5 Hybrid Icon 5dr CVT,01/09/2023,93353,1000,,,,,,,,,17350,,,19150,,,,,,,,,,17350,,,19150,2024-02-01,2024-01-29
GV73TZM,,VAUXHALL,ASTRA HATCHBACK,1.2 Turbo 130 Ultimate 5dr,01/09/2023,99203,3000,,,,,,,,,21250,,,23500,,,,,,,,,,21250,,,23500,2024-02-01,2024-01-29
CU73PCF,,RENAULT,AUSTRAL ESTATE,E-Tech FHEV Techno Esprit Alpine 5dr Auto,01/09/2023,102935,2000,,,,,,,,,29250,,,32000,,,,,,,,,,29250,,,32000,2024-02-01,2024-01-29
BP19NGG,,VOLKSWAGEN,TIGUAN ESTATE,1.5 TSi EVO 130 Match 5dr,01/03/2019,87984,28000,,,,,,,,,14150,,,16250,,,,,,,,,,14350,,,16450,2024-02-01,2024-01-29
SP70ZDA,,SUZUKI,VITARA ESTATE,1.4 Boosterjet SZ-T 5dr Auto,01/09/2020,88431,24000,,,,,,,,,12650,,,14750,,,,,,,,,,12650,,,14750,2024-02-01,2024-01-29
CU72MZN,,SUZUKI,VITARA ESTATE,1.4 Boosterjet 48V Hybrid SZ-T 5dr,01/01/2023,92771,9000,,,,,,,,,14050,,,16150,,,,,,,,,,14050,,,16150,2024-02-01,2024-01-29
YM70VRP,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T Acenta Premium 5dr,01/01/2021,86518,46000,,,,,,,,,10350,,,12450,,,,,,,,,,10550,,,12650,2024-02-01,2024-01-29
CV20OCJ,,KIA,NIRO ESTATE,1.6 GDi Hybrid 2 5dr DCT,01/03/2020,89921,50000,,,,,,,,,12000,,,14100,,,,,,,,,,12150,,,14250,2024-02-01,2024-01-29
AO20HWF,,TOYOTA,PRIUS+ ESTATE,1.8 VVTi Excel TSS 5dr CVT Auto,01/03/2020,83049,35000,,,,,,,,,16800,,,19200,,,,,,,,,,16800,,,19200,2024-02-01,2024-01-29
YY70DXR,,HONDA,JAZZ HATCHBACK,1.5 i-MMD Hybrid SE 5dr eCVT,01/01/2021,92774,16000,,,,,,,,,14950,,,16750,,,,,,,,,,15100,,,16900,2024-02-01,2024-01-29
KT70HBL,,VOLVO,XC40 ESTATE,1.5 T3 [163] R DESIGN Pro 5dr,01/01/2021,88510,37000,,,,,,,,,18800,,,20750,,,,,,,,,,19200,,,21250,2024-02-01,2024-01-29
HG70FRC,,SUZUKI,SWIFT HATCHBACK,1.2 Dualjet 83 12V Hybrid SZ5 5dr,01/09/2020,94801,15000,,,,,,,,,10700,,,12200,,,,,,,,,,10700,,,12200,2024-02-01,2024-01-29
MA69LCX,,FORD,FOCUS ESTATE,1.0 EcoBoost 100 Zetec 5dr,01/09/2019,83605,5000,,,,,,,,,11550,,,13550,,,,,,,,,,11550,,,13550,2024-02-01,2024-01-29
SC68DSO,,MERCEDES-BENZ,A CLASS HATCHBACK,A200 AMG Line 5dr Auto,01/01/2019,83771,43000,,,,,,,,,14900,,,16900,,,,,,,,,,14900,,,16900,2024-02-01,2024-01-29
HW70RJV,,RENAULT,CAPTUR HATCHBACK,1.3 TCE 130 Iconic 5dr,01/01/2021,91798,20000,,,,,,,,,10700,,,12795,,,,,,,,,,10800,,,12895,2024-02-01,2024-01-29
SK70JUW,,CITROEN,C3 HATCHBACK,1.2 PureTech 110 Flair 5dr EAT6,01/09/2020,93048,7000,,,,,,,,,11700,,,13500,,,,,,,,,,11800,,,13600,2024-02-01,2024-01-29
PX70PJV,,VOLKSWAGEN,TIGUAN ALLSPACE DIESEL ESTATE,2.0 TDI 4Motion Match 5dr DSG,01/09/2020,88082,58000,,,,,,,,,17400,,,19500,,,,,,,,,,17750,,,19850,2024-02-01,2024-01-29
HY72XTP,,CITROEN,E-C4 ELECTRIC HATCHBACK,100kW Shine Plus 50kWh 5dr Auto,01/09/2022,94986,16000,,,,,,,,,14800,,,16800,,,,,,,,,,14800,,,16800,2024-02-01,2024-01-29
FP70JAO,,RENAULT,CAPTUR DIESEL HATCHBACK,1.5 dCi 115 S Edition 5dr [Bose],01/09/2020,92002,57000,,,,,,,,,10000,,,11750,,,,,,,,,,10100,,,11850,2024-02-01,2024-01-29
ML70FWF,,FIAT,500X HATCHBACK,1.0 Cross Plus 5dr,01/09/2020,86183,4000,,,,,,,,,12000,,,14100,,,,,,,,,,12250,,,14300,2024-02-01,2024-01-29
NV22OUC,,PEUGEOT,E-208 ELECTRIC HATCHBACK,100kW GT 50kWh 5dr Auto,01/03/2022,90727,27000,,,,,,,,,13900,,,16400,,,,,,,,,,13900,,,16400,2024-02-01,2024-01-29
EA70BFY,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,01/09/2020,95533,41000,,,,,,,,,12450,,,14550,,,,,,,,,,12700,,,14800,2024-02-01,2024-01-29
FP70YYE,,MERCEDES-BENZ,A CLASS HATCHBACK,A200 AMG Line 5dr Auto,01/09/2020,83771,34000,,,,,,,,,16850,,,18800,,,,,,,,,,16850,,,18800,2024-02-01,2024-01-29
CA70OSB,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,01/09/2020,95533,41000,,,,,,,,,12450,,,14550,,,,,,,,,,12700,,,14800,2024-02-01,2024-01-29
YX72WRP,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Exclusive 5dr,01/09/2022,91414,15000,,,,,,,,,14600,,,16700,,,,,,,,,,14600,,,16700,2024-02-01,2024-01-29
FD23AXK,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Excite 5dr,01/03/2023,91412,15000,,,,,,,,,13250,,,15350,,,,,,,,,,13250,,,15350,2024-02-01,2024-01-29
PX69ZZA,,PEUGEOT,2008 ESTATE,1.2 PureTech 110 GT Line 5dr [6 Speed],01/09/2019,90457,34000,,,,,,,,,9150,,,10950,,,,,,,,,,9150,,,10950,2024-02-01,2024-01-29
LV70RZP,,VOLKSWAGEN,T-CROSS DIESEL ESTATE,1.6 TDI R-Line 5dr DSG,01/09/2020,89930,37000,,,,,,,,,15550,,,17650,,,,,,,,,,15550,,,17650,2024-02-01,2024-01-29
CE23ECC,,MG MOTOR UK,MG4 HATCHBACK,150kW Trophy EV Long Range 64kWh 5dr Auto,01/03/2023,101150,7000,,,,,,,,,20700,,,23000,,,,,,,,,,20250,,,22500,2024-02-01,2024-01-29
VO19BLJ,,MITSUBISHI,OUTLANDER ESTATE,2.0 Exceed 5dr CVT,01/03/2019,90176,34000,,,,,,,,,14150,,,16250,,,,,,,,,,14150,,,16250,2024-02-01,2024-01-29
FJ68UVY,,MAZDA,CX-3 HATCHBACK,2.0 SE-L Nav + 5dr Auto,01/01/2019,85796,13000,,,,,,,,,12200,,,14300,,,,,,,,,,12300,,,14400,2024-02-01,2024-01-29
LV20HNN,,HYUNDAI,TUCSON ESTATE,1.6 TGDi 177 SE Nav 5dr 2WD DCT,01/03/2020,86128,66000,,,,,,,,,11600,,,13750,,,,,,,,,,11600,,,13750,2024-02-01,2024-01-29
PJ70XGL,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,01/01/2021,95534,9000,,,,,,,,,16250,,,18350,,,,,,,,,,16550,,,18650,2024-02-01,2024-01-29
VK72CUJ,,VOLKSWAGEN,TIGUAN ALLSPACE ESTATE,1.5 TSI Life 5dr DSG,01/09/2022,98278,1000,,,,,,,,,26550,,,29250,,,,,,,,,,26550,,,29250,2024-02-01,2024-01-29
FG23MXD,,VAUXHALL,MOKKA ELECTRIC HATCHBACK,100kW GS Line 50kWh 5dr Auto,01/03/2023,100085,11000,,,,,,,,,15250,,,17350,,,,,,,,,,15250,,,17350,2024-02-01,2024-01-29
AK70GPE,,TOYOTA,COROLLA HATCHBACK,1.8 VVT-i Hybrid Design 5dr CVT,01/09/2020,87944,17000,,,,,,,,,15750,,,17750,,,,,,,,,,15600,,,17600,2024-02-01,2024-01-29
EK69HXX,,VOLVO,XC40 ESTATE,1.5 T3 [163] R DESIGN 5dr Geartronic,01/09/2019,88509,56000,,,,,,,,,16200,,,18300,,,,,,,,,,16500,,,18600,2024-02-01,2024-01-29
BL70BFX,,CITROEN,C3 AIRCROSS HATCHBACK,1.2 PureTech 110 Flair 5dr [6 speed],01/01/2021,85962,32000,,,,,,,,,9750,,,11550,,,,,,,,,,9850,,,11650,2024-02-01,2024-01-29
YS69FSV,,FORD,GRAND TOURNEO CONNECT DIESEL ESTATE,1.5 EcoBlue 120 Titanium 5dr,01/09/2019,83732,19000,,,,,,,,,14800,,,17200,,,,,,,,,,14800,,,17200,2024-02-01,2024-01-29
MM70XZK,,KIA,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,01/01/2021,85754,17000,,,,,,,,,14050,,,16200,,,,,,,,,,14200,,,16300,2024-02-01,2024-01-29
LL72UBJ,,VAUXHALL,ASTRA HATCHBACK,1.2 Turbo 130 Ultimate 5dr Auto,01/09/2022,99101,3000,,,,,,,,,20650,,,23000,,,,,,,,,,20650,,,23000,2024-02-01,2024-01-29
YV68MVN,,MAZDA,CX-5 ESTATE,2.0 Sport Nav+ 5dr Auto,01/01/2019,84640,54000,,,,,,,,,14300,,,16350,,,,,,,,,,14600,,,16700,2024-02-01,2024-01-29
NA72WNP,,PEUGEOT,E-2008 ELECTRIC ESTATE,100kW GT Premium 50kWh 5dr Auto,01/09/2022,96144,5000,,,,,,,,,17350,,,19500,,,,,,,,,,17150,,,19250,2024-02-01,2024-01-29
DA70KMK,,VOLVO,XC40 ESTATE,1.5 T3 [163] Inscription Pro 5dr Geartronic,01/09/2020,88515,55000,,,,,,,,,17850,,,19950,,,,,,,,,,18250,,,20250,2024-02-01,2024-01-29
HN73UGR,,PEUGEOT,2008 ESTATE,1.2 PureTech 130 Allure 5dr,01/09/2023,103132,1000,,,,,,,,,20400,,,22750,,,,,,,,,,20400,,,22750,2024-02-01,2024-01-29
SM73CSU,,PEUGEOT,2008 ESTATE,1.2 PureTech 130 Allure 5dr,01/09/2023,103132,2000,,,,,,,,,20300,,,22500,,,,,,,,,,20300,,,22500,2024-02-01,2024-01-29
EF70NWS,,TOYOTA,C-HR HATCHBACK,1.8 Hybrid Icon 5dr CVT,01/01/2021,91214,11000,,,,,,,,,16000,,,18100,,,,,,,,,,16000,,,18100,2024-02-01,2024-01-29
GM70ZJZ,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 [157] N-Motion 5dr DCT,01/01/2021,95535,19000,,,,,,,,,16000,,,18100,,,,,,,,,,16350,,,18450,2024-02-01,2024-01-29
MH21NBG,,PEUGEOT,208 HATCHBACK,1.2 PureTech 100 GT 5dr EAT8,01/03/2021,96169,29000,,,,,,,,,13700,,,15500,,,,,,,,,,13800,,,15600,2024-02-01,2024-01-29
WP70NDJ,,KIA,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,01/01/2021,85754,13000,,,,,,,,,14350,,,16450,,,,,,,,,,14450,,,16600,2024-02-01,2024-01-29
FP20ZVH,,PEUGEOT,RIFTER DIESEL ESTATE,1.5 BlueHDi 100 Allure [7 Seats] 5dr,01/03/2020,85561,27000,,,,,,,,,13450,,,15850,,,,,,,,,,13450,,,15850,2024-02-01,2024-01-29
VN70XVM,,FORD,FOCUS DIESEL ESTATE,1.5 EcoBlue 120 Active Edition 5dr Auto,01/09/2020,93248,31000,,,,,,,,,13000,,,15000,,,,,,,,,,13000,,,15000,2024-02-01,2024-01-29
AU69HYO,,FORD,KUGA DIESEL ESTATE,2.0 TDCi ST-Line 5dr Auto 2WD,01/09/2019,84712,60000,,,,,,,,,11600,,,13700,,,,,,,,,,11600,,,13700,2024-02-01,2024-01-29
ML70FLF,,PEUGEOT,2008 ESTATE,1.2 PureTech 130 GT Line 5dr,01/09/2020,91691,31000,,,,,,,,,14350,,,16450,,,,,,,,,,14350,,,16450,2024-02-01,2024-01-29
OV70PCX,,AUDI,Q2 ESTATE,30 TFSI Sport 5dr,01/09/2020,85461,49000,,,,,,,,,12600,,,14600,,,,,,,,,,12750,,,14800,2024-02-01,2024-01-29
MM72PTZ,,VOLKSWAGEN,TAIGO HATCHBACK,1.0 TSI 110 Life 5dr DSG,01/09/2022,99143,7000,,,,,,,,,17650,,,19750,,,,,,,,,,17650,,,19750,2024-02-01,2024-01-29
YB72WFG,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI Excite 5dr,01/01/2023,91412,6000,,,,,,,,,13550,,,15650,,,,,,,,,,13550,,,15650,2024-02-01,2024-01-29
EO73PCZ,,CITROEN,C5 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi Shine 5dr EAT8,01/09/2023,99974,1000,,,,,,,,,21000,,,23250,,,,,,,,,,21000,,,23250,2024-02-01,2024-01-29
NK70XHS,,HONDA,CIVIC HATCHBACK,1.0 VTEC Turbo 126 EX 5dr,01/09/2020,85697,10000,,,,,,,,,15850,,,17850,,,,,,,,,,15850,,,17850,2024-02-01,2024-01-29
GU73UXB,,PEUGEOT,2008 ESTATE,1.2 PureTech 130 GT 5dr EAT8,01/09/2023,103134,2000,,,,,,,,,23050,,,25500,,,,,,,,,,23050,,,25500,2024-02-01,2024-01-29
LX19KZR,,MINI,COUNTRYMAN HATCHBACK,2.0 Cooper S Exclusive 5dr,01/03/2019,87136,48000,,,,,,,,,14150,,,16150,,,,,,,,,,14150,,,16150,2024-02-01,2024-01-29
DS69BKL,,MITSUBISHI,ASX ESTATE,2.0 Dynamic 5dr,01/01/2020,90538,43000,,,,,,,,,9075,,,11150,,,,,,,,,,9150,,,11250,2024-02-01,2024-01-29
PJ22WWS,,VAUXHALL,COMBO LIFE DIESEL ESTATE,1.5 Turbo D SE 5dr [7 seat],01/03/2022,95090,6000,,,,,,,,,15650,,,17450,,,,,,,,,,15650,,,17450,2024-02-01,2024-01-29
CX70JFY,,MERCEDES-BENZ,A CLASS HATCHBACK,A200 AMG Line 5dr Auto,01/09/2020,83771,37000,,,,,,,,,16500,,,18500,,,,,,,,,,16500,,,18500,2024-02-01,2024-01-29
DE72AOC,,VAUXHALL,MOKKA ELECTRIC HATCHBACK,100kW GS Line 50kWh 5dr Auto,01/09/2022,100085,11000,,,,,,,,,14850,,,16900,,,,,,,,,,14850,,,16900,2024-02-01,2024-01-29
WU72NZH,,TOYOTA,AYGO X HATCHBACK,1.0 VVT-i Edge 5dr Auto,01/09/2022,99305,4000,,,,,,,,,13950,,,15450,,,,,,,,,,13950,,,15450,2024-02-01,2024-01-29
BC23SXE,,VAUXHALL,VIVARO LIFE ELECTRIC ESTATE,100kW Elite L 50kWh 5dr Auto,01/03/2023,93930,5000,,,,,,,,,25400,,,28250,,,,,,,,,,25400,,,28250,2024-02-01,2024-01-29
WK73UYG,,HYUNDAI,I10 HATCHBACK,1.2 Premium 5dr,01/09/2023,102976,1000,,,,,,,,,14450,,,15950,,,,,,,,,,14450,,,15950,2024-02-01,2024-01-29
EK22UKL,,HYUNDAI,KONA HATCHBACK,1.6 GDi Hybrid Ultimate 5dr DCT,01/03/2022,96562,6000,,,,,,,,,19050,,,21000,,,,,,,,,,19250,,,21250,2024-02-01,2024-01-29
LL72TYX,,MINI,COUNTRYMAN HATCHBACK,1.5 Cooper Exclusive Premium 5dr Auto,01/09/2022,100630,18000,,,,,,,,,22600,,,24750,,,,,,,,,,22600,,,24750,2024-02-01,2024-01-29
AP70ZPM,,SKODA,SCALA HATCHBACK,1.0 TSI SE L 5dr,01/09/2020,89016,21000,,,,,,,,,11900,,,13900,,,,,,,,,,11900,,,13900,2024-02-01,2024-01-29
SE70EEU,,NISSAN,QASHQAI HATCHBACK,1.3 DiG-T 160 Acenta Premium 5dr DCT,01/09/2020,87507,21000,,,,,,,,,13800,,,15900,,,,,,,,,,14050,,,16150,2024-02-01,2024-01-29
YH23JSY,,SUZUKI,S-CROSS HATCHBACK,1.5 Hybrid Motion 5dr AGS,01/03/2023,101386,4000,,,,,,,,,19850,,,22250,,,,,,,,,,19850,,,22250,2024-02-01,2024-01-29
SK19JWL,,VAUXHALL,ASTRA HATCHBACK,1.4T 16V 150 SRi Nav 5dr Auto,01/03/2019,70065,9000,,,,,,,,,10200,,,12200,,,,,,,,,,10200,,,12200,2024-02-01,2024-01-29
GJ71HKG,,BMW,I3 HATCHBACK,135kW S 42kWh 5dr Auto [Loft Interior World],01/09/2021,87359,8000,,,,,,,,,20500,,,22750,,,,,,,,,,20500,,,22750,2024-02-01,2024-01-29
NA68ZKX,,VAUXHALL,GRANDLAND X HATCHBACK,1.2 Turbo SE 5dr,01/01/2019,81212,110000,,,,,,,,,5625,,,7500,,,,,,,,,,5625,,,7500,2024-02-01,2024-01-29
FN23TGY,,NISSAN,JUKE HATCHBACK,1.6 Hybrid N-Connecta 5dr Auto,01/03/2023,100735,2000,,,,,,,,,19850,,,22000,,,,,,,,,,19850,,,22000,2024-02-01,2024-01-29
DE70WWK,,MERCEDES-BENZ,A CLASS SALOON,A200 AMG Line 4dr Auto,01/09/2020,86689,25000,,,,,,,,,18650,,,20750,,,,,,,,,,18650,,,20750,2024-02-01,2024-01-29
CN23ULS,,FORD,FIESTA HATCHBACK,1.0 EcoBoost ST-Line 5dr,01/03/2023,99052,11000,,,,,,,,,14950,,,16750,,,,,,,,,,14950,,,16750,2024-02-01,2024-01-29
ME23TZT,,VAUXHALL,ASTRA HATCHBACK,1.2 Turbo 130 GS Line 5dr,01/03/2023,99097,1000,,,,,,,,,19500,,,21500,,,,,,,,,,19500,,,21500,2024-02-01,2024-01-29
BT72NNY,,FORD,ECOSPORT HATCHBACK,1.0 EcoBoost 125 ST-Line 5dr,01/09/2022,81730,11000,,,,,,,,,14100,,,16100,,,,,,,,,,14400,,,16400,2024-02-01,2024-01-29
CV72LUH,,NISSAN,LEAF HATCHBACK,110kW Acenta 39kWh 5dr Auto [Tech Pack],01/09/2022,100104,12000,,,,,,,,,12800,,,15250,,,,,,,,,,12800,,,15250,2024-02-01,2024-01-29
PJ73BEO,,MG MOTOR UK,MG4 HATCHBACK,125kW SE EV 51kWh 5dr Auto,01/09/2023,101148,1000,,,,,,,,,18700,,,20750,,,,,,,,,,18350,,,20500,2024-02-01,2024-01-29
HY73ZKU,,MG MOTOR UK,HS HATCHBACK,1.5 T-GDI SE 5dr DCT,01/09/2023,103079,4000,,,,,,,,,17000,,,19100,,,,,,,,,,17000,,,19100,2024-02-01,2024-01-29
SO21FLL,,VOLKSWAGEN,TIGUAN ESTATE,1.5 TSI 150 Elegance 5dr DSG,01/03/2021,95154,26000,,,,,,,,,22250,,,24500,,,,,,,,,,22700,,,25000,2024-02-01,2024-01-29
CV72VYS,,VAUXHALL,CORSA HATCHBACK,1.2 Turbo Ultimate 5dr Auto,01/09/2022,98538,1000,,,,,,,,,15750,,,17550,,,,,,,,,,15750,,,17550,2024-02-01,2024-01-29
YS23GYC,,PEUGEOT,E-2008 ELECTRIC ESTATE,100kW GT 50kWh 5dr Auto,01/03/2023,91700,4000,,,,,,,,,18350,,,20500,,,,,,,,,,18150,,,20250,2024-02-01,2024-01-29
HT72TTU,,FORD,FIESTA HATCHBACK,1.0 EcoBoost Hbd mHEV 125 Titanium X 5dr Auto,01/01/2023,100654,13000,,,,,,,,,15300,,,17100,,,,,,,,,,15300,,,17100,2024-02-01,2024-01-29
GP72BYR,,VAUXHALL,CORSA HATCHBACK,1.2 Turbo Ultimate 5dr Auto,01/01/2023,98538,14000,,,,,,,,,14700,,,16500,,,,,,,,,,14700,,,16500,2024-02-01,2024-01-29
LO70WRE,,NISSAN,JUKE HATCHBACK,1.0 DiG-T 114 N-Connecta 5dr,01/01/2021,95828,14000,,,,,,,,,12550,,,14650,,,,,,,,,,12550,,,14650,2024-02-01,2024-01-29
CJ21TKZ,,KIA,SPORTAGE ESTATE,1.6 GDi ISG 2 5dr,01/03/2021,85754,41000,,,,,,,,,12550,,,14650,,,,,,,,,,12700,,,14800,2024-02-01,2024-01-29
